word_chinese_traditional,aoa_mean,familiar_mean,imagine_mean,concrete_mean,semantic_radical_trans_mean,frequency_log,number_stroke,number_word_forms,number_homophones,number_meanings,aoa_raw,familiar_raw,imagine_raw,concrete_raw,semantic_radical_trans_raw
賞,3.714285714,6.736842105,4.181818182,4.05,5.631578947,2.120315308,15,11,2,1,3.714285714,6.65,4.304347826,4.05,5.631578947
盛,3.9,6.473684211,3.363636364,3.4,5.333333333,2.267409517,12,18,1,1,4.047619048,6.2,3.136363636,3.4,5.105263158
戀,4.8,6.736842105,4.727272727,3.7,5.368421053,2.123643922,23,2,1,5,4.619047619,6.55,4.695652174,3.7,5.368421053
迫,4,6.473684211,3.772727273,3.35,3.263157895,1.989325954,9,9,5,8,3.818181818,6.2,3.681818182,3.35,3.263157895
塑,4.19047619,6.2,3.772727273,4,4.684210526,1.583225433,13,5,6,1,4.19047619,6.2,3.727272727,4,4.684210526
遼,5.238095238,5.45,3.454545455,2.95,3.684210526,1.070128958,16,2,9,4,5.238095238,5.45,3.227272727,2.95,3.684210526
逮,5.333333333,5.4,3.909090909,2.95,3.473684211,1.140166825,11,2,5,5,5.333333333,5.4,4,2.95,3.473684211
慰,4.333333333,6.611111111,3.681818182,3.15,5.894736842,1.695020196,15,3,6,1,4.363636364,6.15,3.454545455,3.15,5.894736842
墅,4.952380952,5.35,3.818181818,3.65,5.368421053,1.014387247,14,1,4,1,4.954545455,5.35,3.636363636,3.65,5.368421053
遣,5.428571429,5.6,3.363636364,3,3.894736842,1.456871067,14,4,4,2,5.409090909,5.6,3.208333333,3,3.894736842
斧,3.904761905,6,6.136363636,6.1,4.578947368,0.805074183,8,3,9,1,3.909090909,6,6.045454545,6.1,4.578947368
趣,3.6,6.684210526,3,2.95,2.631578947,2.235494707,15,7,3,7,3.545454545,6.45,2.954545455,2.95,2.631578947
賢,4.095238095,6.526315789,2.909090909,2.65,3.210526316,2.212859627,15,12,10,4,4.095238095,6.35,3.136363636,2.65,3.210526316
寨,5.476190476,5.65,3.909090909,4.25,4.894736842,1.196791577,14,3,0,1,5.545454545,5.65,3.727272727,4.25,4.894736842
契,5.095238095,6.15,3.5,3.45,NA,1.728790659,9,8,0,8,5.095238095,6.15,3.5,3.45,NA
智,3.428571429,6.833333333,2.571428571,3.15,2.333333333,2.50953343,12,16,10,NA,3.5,6.55,2.909090909,3.15,2.578947368
忠,3.952380952,6.894736842,3.227272727,3.35,6.421052632,1.799220083,8,20,10,4,3.952380952,6.75,3.454545455,3.35,6.421052632
蠻,4.952380952,5.8,3.454545455,2.8,2.736842105,1.134246458,25,5,1,1,4.952380952,5.8,3.363636364,2.8,2.736842105
妄,5.333333333,6,2.681818182,2.4,3.263157895,1.070128958,6,4,5,3,5.363636364,6,2.590909091,2.4,3.263157895
憲,6.2,5.2,3.181818182,2.65,2.722222222,1.778472589,16,4,2,1,6.047619048,5.2,3.272727273,2.65,2.947368421
羮,5.047619048,5.2,5.272727273,5.1,NA,-0.318051213,15,0,3,NA,5.047619048,5.2,5.090909091,5.1,NA
蜜,3.619047619,6.736842105,5.363636364,4.7,5.473684211,1.775565005,14,5,4,2,3.619047619,6.6,5.318181818,4.7,5.473684211
岔,5.619047619,4.8,4.545454545,4.3,4.842105263,0.190104275,7,2,2,4,5.619047619,4.8,4.636363636,4.3,4.842105263
魔,4,6.473684211,5.619047619,5.1,4.368421053,2.127206939,21,6,3,NA,4,6.25,5.409090909,5.1,4.368421053
毯,4.65,5.842105263,5.727272727,4.9,6.222222222,0.725529358,12,3,0,1,4.476190476,5.6,5.608695652,4.9,6
弈,5.666666667,5.05,4,3.75,NA,0.662204729,9,7,15,NA,5.666666667,5.05,3.909090909,3.75,NA
尷,4.952380952,6.263157895,4.136363636,3.3,NA,1.53591725,17,1,3,1,4.952380952,6.1,3.863636364,3.3,NA
迭,6.238095238,4.2,2.681818182,1.85,2.894736842,0.582012319,8,3,1,5,6.238095238,4.2,2.954545455,1.85,2.894736842
迪,3.666666667,6,2.5,1.8421,2.105263158,2.505241841,9,3,8,9,3.666666667,6,2.681818182,2.1,2.105263158
遲,3.476190476,6.736842105,2.954545455,3.35,3.631578947,2.052194511,16,3,16,5,3.476190476,6.6,3,3.35,3.631578947
夢,2.80952381,6.5,5.454545455,4.9,2,2.220955148,14,4,0,3,2.80952381,6.5,5.363636364,4.9,2.157894737
擘,5.80952381,4.65,2.772727273,3.1,5.263157895,0.761130033,17,6,0,NA,5.80952381,4.65,2.818181818,3.1,5.263157895
拳,3.666666667,6.578947368,6.095238095,6.2,6.666666667,1.899871191,10,13,3,6,3.681818182,6.4,5.791666667,6.2,6.578947368
裴,5.952380952,3.35,2.272727273,1.1667,3.473684211,0.55701005,14,0,4,0,5.952380952,3.35,2.409090909,1.65,3.473684211
虜,5.571428571,4.8,3.045454545,2.75,3.210526316,0.55701005,13,4,7,3,5.571428571,4.8,3.136363636,2.75,3.210526316
絮,5.380952381,5.15,2.318181818,2.1579,4.210526316,0.905242777,12,2,4,5,5.380952381,5.15,2.318181818,2.4,4.210526316
祟,4.952380952,6,3,3.05,NA,0.761130033,11,2,8,0,4.952380952,5.8,3.227272727,3.05,NA
螢,4.45,6.105263158,5.272727273,4.35,6.052631579,1.021068832,16,3,16,2,4.285714286,5.9,5.217391304,4.35,6.052631579
暨,6.05,4.15,1.5,1.3684,NA,1.033057647,14,0,2,0,5.80952381,4.15,1.47826087,1.45,NA
貨,4.25,6.736842105,4.363636364,4.1,5.578947368,2.562190563,11,6,1,5,4.136363636,6.6,4.227272727,4.1,5.578947368
烹,4.45,6.35,5.333333333,5,6.222222222,1.264895504,11,3,0,NA,4.227272727,6.35,4.958333333,5,6.052631579
躉,6.35,4.1,3.545454545,3.85,NA,1.273631607,20,6,0,NA,6.19047619,4.1,3.272727273,3.85,NA
馨,4.761904762,5.842105263,3.681818182,2.7,NA,1.414789122,20,5,5,1,4.818181818,5.6,3.818181818,2.7,NA
罄,5.952380952,4.5,2.818181818,2.65,NA,0.716710893,17,3,2,NA,5.952380952,4.5,2.863636364,2.65,NA
遑,6.4,4.75,1.523809524,1.4737,2.684210526,0.7788588,12,4,11,NA,6.285714286,4.75,1.652173913,1.6,2.684210526
廸,5.333333333,4.15,1.285714286,1.3889,NA,-0.230901037,8,0,8,NA,5.333333333,4.15,1.454545455,1.65,NA
栽,4.15,6.578947368,4.181818182,4,6.5,1.110623413,10,4,2,4,4,6.45,4.045454545,4,6.315789474
膺,6.2,4,2.636363636,2.2,2.157894737,0.95687598,17,3,8,5,5.952380952,4,2.363636364,2.2,2.157894737
逕,6,4.45,2.909090909,1.8421,4,0.491134271,10,2,4,0,5.857142857,4.45,2.772727273,2.1,4
瓷,4.714285714,5.8,5.090909091,5.1,5.789473684,1.177955386,11,6,16,1,4.714285714,5.8,5.045454545,5.1,5.789473684
攀,4.714285714,6.1,4.909090909,4.5,6.210526316,1.487374122,19,6,1,1,4.714285714,6.1,4.909090909,4.5,6.210526316
券,4.05,6.684210526,5,4.95,NA,1.908978049,8,3,1,3,3.904761905,6.55,4.727272727,4.95,NA
爹,3,6.578947368,5.454545455,5.6,6.882352941,0.864426845,10,5,0,3,3,6.45,5.272727273,5.6,6.578947368
哉,5.523809524,4.65,1.761904762,1.7368,3.157894737,0.774981145,9,4,2,5,5.523809524,4.65,2,2,3.157894737
煎,3.85,6.684210526,5.409090909,5.75,6.277777778,1.257905976,13,2,1,5,3.863636364,6.55,5.125,5.75,6
翰,5.333333333,4.85,1.863636364,1.7368,NA,1.542951869,16,4,3,6,5.333333333,4.85,2,1.95,NA
咫,5.952380952,4.95,3.5,1.6842,NA,0.182551138,9,2,18,0,5.952380952,4.95,3.454545455,1.85,NA
盔,5,5.65,5.318181818,5.35,5,1.108821358,11,4,3,0,5,5.65,5.272727273,5.35,5
忝,6.80952381,1.578947368,1.19047619,1.1111,NA,-0.874353714,12,1,1,0,6.80952381,1.75,1.454545455,1.3,NA
縈,6.428571429,4.15,1.80952381,1.7368,3.842105263,0.657125203,16,3,16,1,6.454545455,4.15,2.181818182,1.9,3.842105263
瑩,4.238095238,6.105263158,2.863636364,3.25,5.777777778,1.45606006,15,2,16,6,4.238095238,5.9,3,3.25,5.526315789
墊,5.238095238,6.2,4.590909091,5.2632,4.473684211,1.275480983,14,9,7,5,5.238095238,6.2,4.409090909,5.05,4.473684211
醬,4.45,6.4,5.409090909,5.6,3.894736842,1.520797878,18,4,7,4,4.272727273,6.4,5.363636364,5.6,3.894736842
挈,5.904761905,4,1.761904762,2.0526,NA,0.657125203,10,5,4,0,5.904761905,4,2.136363636,2.3,NA
鑾,6.619047619,3.1,2.227272727,1.8421,3.684210526,0.721142508,27,5,4,1,6.619047619,3.1,2.086956522,2.05,3.684210526
遁,5.380952381,5.35,3.363636364,3.3,4.263157895,0.540619634,12,4,2,4,5.380952381,5.35,3.363636364,3.3,4.263157895
嚮,4.857142857,6.05,2.545454545,2.5789,NA,0.834916247,18,5,2,1,4.857142857,6.05,2.545454545,2.8,NA
鴛,5.714285714,4.8,4.772727273,4.2,6.666666667,0.703138086,16,3,3,0,5.714285714,4.8,4.636363636,4.2,6.578947368
鴦,5.19047619,5.1,4.090909091,3.45,6.368421053,0.712233591,16,1,3,0,5.19047619,5.1,4.363636364,3.45,6.368421053
邂,5.619047619,5.35,3.181818182,2.6316,3.947368421,0.417902358,16,1,2,0,5.619047619,5.35,2.954545455,2.85,3.947368421
逅,5.523809524,4.85,2.590909091,1.7895,3.263157895,0.426676282,9,1,3,0,5.523809524,4.85,2.590909091,2.05,3.263157895
逆,4.5,6.526315789,4.045454545,3.65,3.368421053,1.620913031,10,13,15,6,4.333333333,6.35,4.090909091,3.65,3.368421053
摩,4.285714286,6.2,2.863636364,2.25,3.789473684,2.214703166,15,3,3,8,4.285714286,6.2,3,2.25,3.789473684
麾,5.619047619,4.95,1.761904762,2.2632,2.277777778,0.698517888,15,3,5,0,5.619047619,4.95,2.045454545,2.5,2.526315789
蠶,4.619047619,4.9,5.363636364,5.8947,NA,0.700834131,24,5,4,3,4.454545455,4.9,5.363636364,5.65,NA
蜚,6.45,3.9,2.19047619,2.05,3.578947368,0.313167007,14,6,7,0,6.272727273,3.9,2.333333333,2.05,3.578947368
恕,4.714285714,6.578947368,2.142857143,2.35,5.578947368,0.709977511,10,4,1,0,4.714285714,6.45,2.454545455,2.35,5.578947368
譬,5.285714286,5.05,2.363636364,1.8421,4.210526316,1.108821358,20,2,1,3,5.285714286,5.05,2.173913043,2.1,4.210526316
盪,4.285714286,6.052631579,4.545454545,4.55,3.315789474,1.259185194,17,7,1,0,4.363636364,5.85,4.333333333,4.55,3.315789474
愈,4.285714286,6.45,2.090909091,1.7,3.684210526,2.489408645,13,4,16,1,4.272727273,6.45,2.136363636,1.7,3.684210526
靡,5.476190476,5.15,2.636363636,2.25,2.210526316,0.725529358,19,8,7,16,5.476190476,5.15,2.565217391,2.25,2.210526316
暮,5.095238095,5.894736842,4.5,4.25,2.789473684,0.443709621,15,8,8,2,5.095238095,5.65,4.590909091,4.25,2.789473684
逍,5.25,5.842105263,2.272727273,2.15,4.210526316,0.69384801,11,3,8,4,5.047619048,5.6,2.173913043,2.15,4.210526316
疊,4.55,5.7,5,5.1579,NA,1.656358124,22,0,5,2,4.380952381,5.7,4.909090909,4.95,NA
舅,3.047619048,6.473684211,4.363636364,4.6,NA,0.814066108,13,4,1,5,3.047619048,6.3,4.318181818,4.6,NA
翳,6.571428571,3.25,1.571428571,1.6842,NA,0.089434113,17,9,0,0,6.5,3.25,1.666666667,1.9,NA
蝨,5.714285714,4.45,5.136363636,4.85,NA,-0.041844801,15,3,5,2,5.681818182,4.45,5.136363636,4.85,NA
盎,5.952380952,4.3,3.909090909,3,5.263157895,0.649392753,10,0,0,0,5.952380952,4.3,4.130434783,3,5.263157895
灸,5.285714286,5.894736842,4.636363636,4.75,6,0.68674767,7,1,9,1,5.285714286,5.7,4.5,4.75,6
忿,5.80952381,5.3,2.909090909,2.5,5.631578947,0.794032203,8,5,2,3,5.80952381,5.3,2.869565217,2.5,5.631578947
迺,6.761904762,2.55,1.428571429,1.3158,2.315789474,0.788404118,9,0,2,3,6.761904762,2.55,1.636363636,1.4,2.315789474
孳,6.95,2.35,1.1,1.3158,3.052631579,0.696189226,12,5,17,4,6.863636364,2.35,1.681818182,1.5,3.052631579
遐,5.8,5.15,2.590909091,1.8421,2.578947368,0.307489874,13,4,4,0,5.666666667,5.15,2.5,2,2.578947368
釜,5.05,5.5,4.772727273,3.45,NA,0.723341472,10,2,9,3,4.857142857,5.5,4.727272727,3.45,NA
聳,5.619047619,5.894736842,2.954545455,3.3,3.789473684,0.572804317,17,6,2,0,5.619047619,5.65,3.090909091,3.3,3.789473684
聾,4.285714286,5.75,4.818181818,5.4,6.823529412,0.976904635,23,2,8,2,4.285714286,5.75,4.727272727,5.4,6.421052632
攣,6.1,4.25,2.727272727,3.3,3.736842105,0.451982147,23,2,4,3,5.952380952,4.25,2.818181818,3.3,3.736842105
丕,5.761904762,4.1,1.45,1.5263,NA,0.079888796,5,2,1,4,5.636363636,4.1,1.863636364,1.7,NA
壟,5.761904762,5.2,2.863636364,3.25,4.368421053,1.203377466,20,3,1,5,5.761904762,5.2,2.909090909,3.25,4.368421053
膏,4.238095238,6,5.045454545,5.35,NA,1.364194174,14,10,5,4,4.238095238,6,4.863636364,5.35,NA
漿,4.761904762,5.75,4.409090909,5,5.894736842,1.082774484,15,7,9,4,4.761904762,5.75,4.272727273,5,5.894736842
纍,5.904761905,3.8,2.5,2.05,2.473684211,0.870721078,21,0,5,5,5.904761905,3.8,2.272727273,2.05,2.473684211
盅,5.428571429,5.2,5.136363636,4.95,6.333333333,0.64678437,9,3,10,3,5.428571429,5.2,5.136363636,4.95,6.105263158
壘,4.857142857,5.15,4.772727273,3.9,5.157894737,0.848280209,18,8,9,2,4.857142857,5.15,4.727272727,3.9,5.157894737
腎,4.619047619,6.2,5.863636364,6.3158,5.944444444,1.404856799,12,10,1,0,4.590909091,6.2,5.625,6.15,5.736842105
槳,4.85,5.55,5,5.35,6,0.591029138,15,2,4,0,4.952380952,5.55,4.772727273,5.35,5.789473684
賃,6.368421053,3.7,1.954545455,2.1053,5.473684211,0.471999261,13,4,2,1,6.142857143,3.7,1.954545455,2.35,5.473684211
眷,5.9,5.6,3.318181818,2.9,3.789473684,0.786511764,11,4,1,5,5.761904762,5.6,3.391304348,2.9,3.789473684
斡,6.476190476,3.5,2,2.4,NA,0.39515923,14,2,1,0,6.476190476,3.5,2,2.4,NA
帛,5.95,5.15,3.409090909,3.8,4.578947368,0.219067971,8,9,2,4,5.714285714,5.15,3.318181818,3.8,4.578947368
磐,5.952380952,4.35,2.590909091,3.75,6.111111111,-0.017021217,15,4,3,0,5.952380952,4.35,2.772727273,3.75,5.894736842
瞥,5.523809524,5.2,3.954545455,3.55,6.333333333,0.174864309,16,2,1,0,5.523809524,5.2,4.130434783,3.55,6.157894737
弩,5.714285714,4.45,4.545454545,5.15,NA,0.51658139300000006,8,4,3,0,5.714285714,4.45,4.565217391,5.15,NA
斐,5.857142857,4.35,1.857142857,1.2632,NA,0.829796803,12,2,7,0,5.857142857,4.35,2.318181818,1.35,NA
熹,6.45,4.65,1.761904762,1.3684,3,0.585038774,16,2,14,1,6.181818182,4.65,1.958333333,1.6,3
龕,6.7,4.05,4.272727273,4.45,NA,0.897967993,23,3,1,0,6.571428571,4.05,4.130434783,4.45,NA
羹,5.3,4.7,5.272727273,5.05,NA,0.638863886,19,4,3,1,5,4.7,5.136363636,5.05,NA
孿,5.523809524,4.85,4.136363636,3.15,4.157894737,0.006459879,22,2,4,0,5.409090909,4.85,3.954545455,3.15,4.157894737
甦,5.857142857,4.7,3.454545455,3.3,NA,0.930466965,12,3,6,0,5.857142857,4.7,3.409090909,3.3,NA
鶩,6.25,3.3,3.136363636,4,6.666666667,0.226016831,20,3,8,0,6.142857143,3.3,3.045454545,4,6.578947368
鶯,5.666666667,4.5,4.636363636,5.1,6.631578947,0.376066288,21,6,0,2,5.666666667,4.5,4.5,5.1,6.631578947
遴,6.19047619,4.3,1.7,2,3.368421053,0.408947515,15,2,14,1,6.19047619,4.3,2.173913043,2,3.368421053
怠,5.571428571,5.1,2.681818182,2.0526,5.888888889,0.575895395,9,6,1,4,5.571428571,5.1,2.739130435,2.25,5.631578947
裳,4.619047619,6.421052632,4.954545455,4.75,6.526315789,0.039460138,14,4,4,0,4.619047619,6.2,4.863636364,4.75,6.526315789
麽,3.2,6.6,1.1,1.1053,NA,0.875382602,14,0,3,0,3.333333333,6.6,1.318181818,1.35,NA
迢,5.571428571,5.55,3,1.9474,4.105263158,0.219067971,8,6,2,2,5.571428571,5.55,3.045454545,2.2,4.105263158
颶,5.047619048,4.6,4.863636364,3.55,6.210526316,0.376066288,17,1,6,3,5.047619048,4.6,4.913043478,3.55,6.210526316
慫,5.714285714,5.55,3.181818182,2.9,5.555555556,0.361174733,15,1,2,0,5.772727273,5.55,3.045454545,2.9,5.368421053
恿,5.65,5.25,2.095238095,2.6,5.210526316,0.350955568,11,1,8,1,5.428571429,5.25,2.5,2.6,5.210526316
魘,6.75,4.45,4.909090909,3.4,6.555555556,0.070128958,24,1,1,0,6.476190476,4.45,4.913043478,3.4,6.421052632
扈,6.476190476,3.6,2.363636364,2.05,3.315789474,-0.054809778,11,2,5,0,6.409090909,3.6,2.416666667,2.05,3.315789474
鰲,6.7,3.55,3.454545455,3.55,6.263157895,0.451982147,22,2,5,0,6.619047619,3.55,3.5,3.55,6.263157895
璽,6.047619048,4.9,4.227272727,5.2,6.315789474,0.447865581,19,3,1,2,6.047619048,4.9,4.181818182,5.2,6.315789474
盞,5.2,5.95,4.090909091,3.85,4.894736842,0.614197003,13,2,0,2,4.909090909,5.95,4.136363636,3.85,4.894736842
墾,5.666666667,4.85,2.681818182,2.1579,5.368421053,0.413448016,16,9,3,3,5.666666667,4.85,2.727272727,2.4,5.368421053
鑒,5.428571429,5.85,3.727272727,3.5,NA,0.483581133,22,0,3,0,5.428571429,5.85,3.47826087,3.5,NA
煦,6,4.25,2.863636364,2.3158,4.684210526,-0.029255674,13,5,3,4,5.857142857,4.25,2.863636364,2.55,4.684210526
糜,6.142857143,4.2,2.727272727,2.2632,3.736842105,-0.193112477,17,7,7,3,6.136363636,4.2,2.545454545,2.5,3.736842105
犁,5.80952381,3.9,3.090909091,3.3,5.736842105,-0.230901037,11,4,2,4,5.863636364,3.9,3.136363636,3.3,5.736842105
赳,6.15,4.2,2.318181818,2,4.157894737,-0.141959954,9,5,5,0,5.904761905,4.2,2.590909091,2,4.157894737
甯,6.95,3.45,1.619047619,1.4737,NA,0.125646286,13,0,16,0,6.761904762,3.45,1.954545455,1.65,NA
遨,5.857142857,4.95,2.238095238,1.8421,3.894736842,0.006459879,15,1,5,0,5.857142857,4.95,2.409090909,2,3.894736842
巒,6.047619048,4,4.363636364,4.2,4.526315789,0.079888796,22,2,4,1,6.047619048,4,4.454545455,4.2,4.526315789
盂,5.619047619,4.5,2.818181818,1.9474,3.421052632,0.460100037,8,2,28,1,5.619047619,4.5,2.652173913,2.15,3.421052632
紊,6.6,4.55,2.590909091,2,4.263157895,0.204827532,10,2,1,0,6.476190476,4.55,2.782608696,2.2,4.263157895
裘,5.857142857,4.45,2.409090909,2.35,5.105263158,0.295908002,13,2,2,4,5.863636364,4.45,2.545454545,2.35,5.105263158
驀,6.142857143,4.4,1.714285714,1.45,2.947368421,-0.15835037,21,2,6,0,6.142857143,4.4,2.136363636,1.45,2.947368421
孌,6.75,3.15,1.55,1.5789,2.736842105,0.483581133,22,2,1,2,6.571428571,3.15,2,1.7,2.736842105
羣,4.333333333,6.473684211,4.136363636,3.5,5.722222222,0.732027651,13,0,2,NA,4.333333333,6.35,4.136363636,3.5,5.473684211
愿,4.571428571,5.45,2.5,2.6842,6.315789474,-1.272293726,14,3,2,0,4.571428571,5.45,2.590909091,2.9,6.315789474
獒,6.45,3.45,3.954545455,3.65,6.777777778,-0.427195683,15,1,5,0,6.285714286,3.45,3.727272727,3.65,6.526315789
睾,5.857142857,4.85,3.454545455,3.65,NA,0.644160226,14,3,5,0,5.857142857,4.85,3.545454545,3.65,NA
鷺,5.80952381,4.947368421,4.363636364,4.7,6.611111111,0.134246458,24,3,5,1,5.80952381,4.75,4.260869565,4.7,6.421052632
咨,5.142857143,5.8,3.090909091,2.65,5.842105263,-0.318051213,9,5,17,6,5.142857143,5.8,2.913043478,2.65,5.842105263
岸,4.25,6.65,5.318181818,4.7,5.631578947,2.201266232,8,6,0,4,4.095238095,6.65,5.181818182,4.7,5.631578947
蘋,2.666666667,6.842105263,6.19047619,4.8,5.789473684,2.115807479,18,1,7,2,2.666666667,6.7,5.772727273,4.8,5.789473684
客,3.047619048,6.894736842,4.227272727,4.55,4.052631579,3.023427277,9,27,3,4,3.047619048,6.8,4.318181818,4.55,4.052631579
最,3,6.894736842,1.619047619,2.3,NA,3.349438059,12,6,3,7,3,6.8,1.909090909,2.3,NA
完,3,6.894736842,3.818181818,3.9,2.947368421,2.779090362,7,8,17,7,3,6.75,3.909090909,3.9,2.947368421
蕉,2.428571429,6.944444444,6.227272727,6.4211,5.421052632,0.919436671,16,4,4,5,2.428571429,6.75,6.136363636,6.25,5.421052632
管,3.761904762,6.65,4.090909091,4.25,3.789473684,2.80907159,14,6,2,1,3.761904762,6.65,4.272727273,4.25,3.789473684
施,4.25,6.526315789,3.227272727,2,NA,2.649912555,9,6,13,9,4.095238095,6.25,3.045454545,2.2,NA
定,2.761904762,6.789473684,2.636363636,1.9474,3.157894737,3.172928944,8,18,1,3,2.761904762,6.65,2.454545455,2.15,3.157894737
童,2.666666667,6.684210526,5.409090909,5,2.105263158,2.484342386,12,7,10,3,2.666666667,6.5,5.454545455,5,2.105263158
界,3,6.736842105,3.954545455,3.7,4.263157895,2.954409267,9,5,7,0,3.19047619,6.6,3.818181818,3.7,4.263157895
策,4.761904762,6.4,2.476190476,2.95,4,2.489446232,12,8,3,2,4.681818182,6.4,2.625,2.95,4
每,3.095238095,6.944444444,1.761904762,2,NA,2.931921252,7,6,0,2,3.136363636,6.75,2,2,NA
寫,2.476190476,6.789473684,4.772727273,5.5,2.789473684,2.529247184,15,9,1,5,2.476190476,6.65,4.608695652,5.5,2.789473684
蒂,5.714285714,5,2.909090909,2.95,4.578947368,1.507302769,13,6,3,2,5.714285714,5,2.636363636,2.95,4.578947368
電,2.714285714,6.947368421,5.772727273,5.65,4.473684211,3.211072449,13,7,7,4,2.714285714,6.85,5.681818182,5.65,4.473684211
震,3.761904762,6.736842105,4.772727273,4.95,3.368421053,2.201630971,15,24,4,7,3.761904762,6.6,4.727272727,4.95,3.368421053
元,2.666666667,6.894736842,3.954545455,3.6,NA,3.190254006,4,8,17,5,2.666666667,6.75,3.818181818,3.6,NA
露,4.1,6.578947368,4.636363636,4.1,5.684210526,2.691399683,21,20,5,7,4.238095238,6.45,4.5,4.1,5.684210526
容,3.238095238,6.631578947,2.818181818,2.5,3.684210526,2.797744144,10,7,13,4,3.238095238,6.35,2.772727273,2.5,3.684210526
著,3.285714286,6.5,2.909090909,2.0526,2.684210526,2.184451773,12,14,6,10,3.318181818,6.5,2.791666667,2.25,2.684210526
簽,3.380952381,6.736842105,5.045454545,4.9,5.333333333,2.306116248,19,3,3,3,3.380952381,6.6,4.869565217,4.9,5.105263158
景,3.476190476,6.55,5.227272727,4.1,4.947368421,2.433527242,12,12,6,6,3.454545455,6.55,5.181818182,4.1,4.947368421
薪,4.904761905,6.736842105,3.909090909,3.3,3.684210526,2.162355008,17,8,11,3,4.863636364,6.45,3.818181818,3.3,3.684210526
題,3.25,6.736842105,4.272727273,3.95,3.684210526,2.941662092,18,8,5,0,3.428571429,6.55,4.090909091,3.95,3.684210526
零,2.476190476,6.842105263,4.181818182,4.8,2.894736842,2.297197232,13,9,16,6,2.476190476,6.75,4,4.8,2.894736842
廠,4.428571429,6.6,5.272727273,5.3,5.052631579,2.183160246,15,3,1,5,4.428571429,6.6,5.136363636,5.3,5.052631579
晃,5.095238095,5.65,4.136363636,3.4,3.947368421,0.890569271,10,4,8,0,5.095238095,5.65,3.909090909,3.4,3.947368421
落,3.142857143,6.65,4.5,4.7,3.263157895,2.84772053,13,21,1,7,3.142857143,6.65,4.363636364,4.7,3.263157895
李,2.619047619,6.894736842,1.863636364,1.7368,4,2.856541561,7,4,6,4,2.619047619,6.75,2,2,4
底,2.80952381,6.944444444,4.272727273,4.25,3.368421053,2.633394245,8,7,6,0,2.818181818,6.75,4,4.25,3.368421053
習,3.368421053,6.944444444,2.954545455,3.15,NA,2.651131646,11,16,4,6,3.142857143,6.65,3.045454545,3.15,NA
層,3.9,6.894736842,4.590909091,5,2.684210526,2.523308257,15,6,1,6,3.761904762,6.8,4.363636364,5,2.684210526
富,3.952380952,6.65,4.636363636,3.55,3.315789474,2.473132424,12,4,5,4,3.952380952,6.65,4.545454545,3.55,3.315789474
戚,3.9,5.95,2.636363636,2.3,NA,1.268661086,12,6,2,6,4.047619048,5.95,2.681818182,2.3,NA
答,2.952380952,6.736842105,3.727272727,4.25,3.263157895,2.238653226,12,13,2,0,3.045454545,6.45,3.681818182,4.25,3.263157895
屬,4.047619048,6.684210526,1.761904762,2.55,NA,2.662053204,21,14,5,4,4,6.55,1.875,2.55,NA
字,2,6.944444444,5.227272727,5.15,2.333333333,2.614507102,6,6,7,6,2.045454545,6.75,4.954545455,5.15,2.526315789
舊,3.523809524,6.684210526,4.590909091,4.65,2.894736842,2.331445908,18,3,0,4,3.523809524,6.45,4.47826087,4.65,2.894736842
草,2.380952381,6.947368421,6.380952381,6.5789,6.777777778,2.405450066,10,11,0,4,2.380952381,6.85,6.045454545,6.4,6.631578947
英,2.666666667,6.842105263,3.272727273,2.95,2.578947368,3.075621464,9,12,8,0,2.666666667,6.75,3.409090909,2.95,2.578947368
究,4.047619048,6.631578947,1.863636364,1.9474,3.631578947,2.568314156,7,7,9,4,4.047619048,6.35,1.909090909,2.15,3.631578947
蘇,4.2,6.105263158,1.7,2.1,2.684210526,2.471294428,20,3,6,3,4.047619048,5.85,2.181818182,2.1,2.684210526
店,3.19047619,6.947368421,5.761904762,5.1,4.631578947,2.778878101,8,11,2,3,3.19047619,6.85,5.363636364,5.1,4.631578947
穴,4.333333333,6.526315789,5.863636364,5.2,NA,1.088488968,5,3,6,5,4.333333333,6.35,5.818181818,5.2,NA
花,1.904761905,6.947368421,6.571428571,6.5789,6.5,2.791621059,8,15,0,1,1.904761905,6.85,6.272727273,6.45,6.368421053
宅,4.6,6.6,4.863636364,5.2,5.526315789,2.072883894,6,3,5,5,4.428571429,6.6,4.772727273,5.2,5.526315789
廬,5.523809524,5.1,3.318181818,3.8,3.578947368,0.487374122,19,5,11,2,5.590909091,5.1,3.375,3.8,3.578947368
蔡,4.05,6.421052632,1.681818182,1.25,2.684210526,2.18672161,15,0,3,2,3.904761905,6.25,1.681818182,1.25,2.684210526
旁,3.666666667,6.944444444,3.909090909,3.35,NA,2.114650902,10,8,6,7,3.666666667,6.75,3.909090909,3.35,NA
