word_portuguese,translate_word_english,imagine_mean,imagine_sd,concrete_mean,concrete_sd,frequency_s_mean,frequency_s_sd,length,syllables,syllabic_structure,pos,wordform_per_million_frequency,wordform_per_million_frequency_log10,frequency_zipf,orthographic_neighborhood_size,orthographic_levenshtein_distance
angustiante,anguishing,3.13,1.59,2.42,1.12,3.56,1.18,11,5,VC.CVC.CV.VC.CV,ADJ,1.656,0.424,3.219,0,2.8
animação,animation,4.58,1.69,3.5,1.64,4.86,1.33,8,4,V.CV.CV.CVV,N,40.588,1.619,4.608,1,1.95
animado,cheerful,4.45,1.77,4.02,1.67,5.18,1.4,7,4,V.CV.CV.CV,"ADJ,V",10.113,1.046,4.005,4,1.65
animal,animal,6.12,1.17,6.12,1.3,5.55,1.26,6,3,V.CV.CVC,"ADJ,N",25.335,1.421,4.404,4,1.75
ânimo,cheer,3.44,1.53,2.83,1.34,4.53,1.1,5,3,V.CV.CV,"INT,N",7.406,0.925,3.87,1,1.9
aniversário,birthday,5.1,1.86,4.53,2.13,4.5,1.21,11,5,V.CV.CVC.CV.CVV,N,47.163,1.683,4.674,2,3.15
anjo,angel,5.92,1.44,3.98,2.14,4.47,1.48,4,2,VC.CV,N,7.675,0.938,3.885,6,1.4
ano,year,3.66,1.96,4.36,2.13,6.13,0.94,3,2,V.CV,N,1214.448,3.085,6.084,12,1
anonimato,anonymity,2.9,1.79,3.11,1.92,3.4,1.25,9,5,V.CV.CV.CV.CV,N,13.195,1.152,4.12,1,2.65
anormal,abnormal,4.1,1.94,2.95,1.85,4.51,1.66,7,3,V.CVC.CVC,"ADJ,N",6.307,0.864,3.8,0,2.4
anseio,desire,3.1,1.8,2,1.1,3.74,1.45,6,3,VC.CVV.V,"N,V",1.5,0.398,3.176,4,1.75
ansiedade,anxiety,3.87,1.97,3.12,1.77,4.58,1.38,9,5,VC.CV.V.CV.CV,N,10.846,1.074,4.035,0,2.85
ansioso,anxious,3.91,1.95,3.1,1.81,5.24,1.37,7,4,VC.CV.V.CV,ADJ,2.931,0.595,3.467,1,2.5
antecedente,antecedent,2.73,1.32,3.05,1.62,3.75,1.34,11,5,VC.CV.CV.CVC.CV,"ADJ,N",1.114,0.325,3.047,0,2.95
antena,antenna,5.37,1.96,6.22,0.92,4.18,1.54,6,3,VC.CV.CV,N,29.62,1.486,4.472,1,1.9
anterior,anterior,2.31,1.35,3.4,2.09,5.81,1.33,8,4,VC.CV.CV.VC,ADJ,178.823,2.255,5.252,1,2.5
antigo,ancient,3.97,2.09,3.91,1.99,4.98,1.32,6,3,VC.CV.CV,"ADJ,N",160.64,2.209,5.206,2,1.85
anual,annual,3.21,1.87,4.16,2.17,3.93,1.59,5,3,V.CV.VC,ADJ,47.417,1.685,4.676,1,1.8
anulação,cancellation,2.91,1.64,3.24,1.98,3.86,1.36,8,4,V.CV.CV.CVV,N,13.464,1.16,4.129,2,1.85
anúncio,advertising,4.98,1.78,5,1.79,5.38,1.44,7,3,V.CVC.CVV,N,56.817,1.762,4.755,1,2.45
anzol,fishhook,5.06,2,6.41,1.02,2.61,0.95,5,2,VC.CVC,N,0.884,0.275,2.947,0,2
apaixonado,valentine,5.18,1.76,3.17,1.85,5.73,1.37,10,5,V.CVV.CV.CV.CV,"ADJ,N,V",8.017,0.955,3.904,1,2.1
apanhador,dustpan,4.7,2.11,4.57,2.04,3.88,1.65,9,4,V.CV.CCV.CVC,N,0.083,0.035,1.92,1,1.9
aparelho,apparatus,5.54,1.63,5.86,1.39,4.61,1.46,8,4,V.CV.CV.CCV,"N,V",40.798,1.621,4.611,2,1.95
aparência,appearance,3.94,1.97,3.44,1.68,5.4,1.02,9,4,V.CV.CVC.CVV,N,9.141,1.006,3.961,0,2.7
aparição,apparition,3.44,1.97,2.28,1.35,2.84,0.88,8,4,V.CV.CV.CVV,N,8.261,0.967,3.917,0,2.45
apartamento,apartment,5.98,1.44,6.43,0.83,5.24,1.48,11,5,V.CVC.CV.CVC.CV,N,12.892,1.143,4.11,2,1.85
apático,blase,3.52,2.03,3.11,1.7,3.4,1.51,7,4,V.CV.CV.CV,ADJ,1.021,0.306,3.009,1,1.9
apelo,appeal,3.21,1.82,3.19,1.87,3.96,1.34,5,3,V.CV.CV,"N,V",56.958,1.763,4.756,6,1.5
apertado,tight,3.88,1.95,4.25,1.89,4.88,1.41,8,4,V.CVC.CV.CV,"ADJ,N,V",6.649,0.884,3.823,5,1.65
apetite,appetite,4.39,1.81,3.56,1.9,5.44,1.36,7,4,V.CV.CV.CV,N,6.903,0.898,3.839,1,2.05
apito,whistle,6.33,0.91,6.3,0.95,3.93,1.36,5,3,V.CV.CV,"N,V",3.469,0.65,3.54,5,1.5
aplauso,applause,5.31,1.75,4.93,1.45,3.98,1.37,7,3,V.CCVV.CV,N,3.884,0.689,3.589,1,2.65
apoiante,supporter,3.87,1.63,3.91,1.71,3.65,1.48,8,4,V.CVV.VC.CV,"ADJ,N",6.107,0.852,3.786,0,2.4
apoio,support,3.84,1.86,3.24,1.82,5.49,1.21,5,3,V.CVV.V,"N,V",293.204,2.469,5.467,5,1.6
aposta,bet,3.98,1.61,3.58,1.5,4.62,1.44,6,3,V.CVC.CV,"ADJ,N,V",61.365,1.795,4.788,7,1.45
apreensão,arrest,2.67,1.59,3.05,1.83,3.59,1.17,9,4,V.CCV.VC.CVV,N,14.803,1.199,4.17,0,2.7
aprendizagem,learning,3.62,1.69,2.98,2,5.36,1.41,12,5,V.CCVC.CV.CV.CVC,N,16.576,1.245,4.22,0,3.55
apresentação,presentation,3.98,1.75,3.7,1.86,5.18,1.24,12,5,V.CCV.CVC.CV.CVV,N,97.619,1.994,4.99,1,2.45
aprisionado,captive,4.69,1.68,3.79,1.67,2.6,1.05,11,6,V.CCV.CV.V.CV.CV,"ADJ,V",0.65,0.217,2.813,1,2.3
aprovação,approval,3.05,1.82,3.4,1.79,4.52,1.47,9,4,V.CCV.CV.CVV,N,70.838,1.856,4.85,1,2.3
aproximação,approximation,3.63,1.98,3.15,1.44,4.86,1.48,11,5,V.CCV.CV.CV.CVV,N,34.207,1.547,4.534,1,2.75
apuramento,clearance,3.37,1.9,3.38,1.61,3.61,1.41,10,5,V.CV.CV.CVC.CV,N,28.262,1.466,4.451,0,2.05
aquecimento,heating,4.33,1.8,4.24,1.76,4.88,1.43,11,5,V.CVV.CV.CVC.CV,N,11.305,1.09,4.053,0,2.8
ar,air,4.35,2.15,4.28,2.17,6.14,1.02,2,1,VC,N,128.221,2.111,5.108,6,1.25
arado,plough,3.79,2.05,5.13,2.02,1.94,0.85,5,3,V.CV.CV,"N,V",1.598,0.415,3.203,12,1
arame,wire,5.8,1.44,6.4,0.87,3.58,1.41,5,3,V.CV.CV,N,3.943,0.694,3.596,2,1.7
aranha,spider,6.24,1.21,6.7,0.6,4.31,1.2,6,3,V.CV.CCV,N,2.316,0.521,3.365,3,1.75
arara,macaw,4.83,2.31,6.09,1.56,2.22,0.92,5,3,V.CV.CV,"N,V",0.22,0.086,2.342,8,1.15
arbitragem,refereeing,4.54,1.97,4.15,1.72,3.78,1.4,10,4,VC.CV.CCV.CVC,N,24.28,1.403,4.385,1,2.65
árbitro,referee,6.05,1.24,6.03,1.14,4.38,1.37,7,3,VC.CV.CCV,N,46.308,1.675,4.666,2,2.5
arbusto,bush,5.35,1.97,6.49,0.92,3.58,1.18,7,3,VC.CVC.CV,N,0.684,0.226,2.835,0,2.05
arca,arc,5.78,1.59,6.14,1.34,3.55,1.4,4,2,VC.CV,"N,V",3.034,0.606,3.482,8,1.15
arco,arch,5.55,1.59,6.19,1.22,3.51,1.18,4,2,VC.CV,"N,V",12.692,1.137,4.104,8,1.3
areia,sand,6.14,1.3,6.39,1.11,3.38,1.04,5,3,V.CVV.V,"N,V",22.614,1.373,4.354,15,1
arenque,herring,3.13,2.17,4.27,2.29,1.57,0.89,7,3,V.CVC.CVV,N,0.283,0.108,2.452,0,2.15
arguido,defendant,4.63,1.84,4.71,1.85,3.65,1.74,7,3,VC.CVV.CV,"N,V",20.216,1.327,4.306,2,1.8
arma,weapon,6.29,1.08,6.45,0.85,4.3,1.57,4,2,VC.CV,"N,V",35.951,1.568,4.556,10,1.05
armadilha,trap,5.42,1.46,4.81,1.72,3.58,1.39,9,4,VC.CV.CV.CCV,"N,V",4.499,0.74,3.653,2,2.15
armado,embattled,5.02,1.72,4.5,1.7,3.27,1.21,6,3,VC.CV.CV,"ADJ,V",14.671,1.195,4.167,4,1.5
armamento,weaponry,4.94,1.86,4.62,1.69,3.3,1.72,9,4,VC.CV.CVC.CV,N,14.988,1.204,4.176,1,1.9
armário,closet,5.92,1.61,6.62,0.73,5.87,1.28,7,3,VC.CV.CVV,N,3.605,0.663,3.557,0,2.05
armazém,warehouse,5.05,2.07,6.16,1,4.28,1.54,7,3,VC.CV.CVC,N,13.733,1.168,4.138,1,2.65
arquipélago,archipelago,5.23,1.73,5.67,1.26,2.92,1.03,11,5,VC.CVV.CV.CV.CV,N,15.838,1.226,4.2,0,4.65
arquitecto,architect,5.67,1.5,6.05,1.13,3.66,1.19,10,4,VC.CVV.CVC.CV,"N,V",39.757,1.61,4.599,2,2.4
arquitectura,architecture,4.45,1.83,4.36,1.89,3.81,1.42,12,5,VC.CVV.CVC.CV.CV,N,37.036,1.58,4.569,1,2.45
arquivo,archive,4.83,1.98,5.84,1.17,4.33,1.58,7,3,VC.CVV.CV,"N,V",11.598,1.1,4.064,2,1.9
arranjo,arrangement,3.75,1.56,3.9,1.89,4.56,1.46,7,3,VC.CVC.CV,"N,V",11.637,1.102,4.066,6,1.6
arranque,starting,3.34,1.55,3.57,1.91,4.63,1.51,8,3,VC.CVC.CVV,"N,V",25.482,1.423,4.406,0,2.4
arrendamento,lease,3.33,1.67,3.93,2.01,3.47,1.44,12,5,VC.CVC.CV.CVC.CV,N,7.02,0.904,3.846,0,2.5
arrependido,repentant,3.63,1.91,2.86,1.77,4.19,1.23,11,5,VC.CV.CVC.CV.CV,"ADJ,N,V",5.393,0.806,3.732,1,2.45
arrepio,shiver,4.36,1.9,4.31,1.94,4.58,1.34,7,4,VC.CV.CV.V,"N,V",4.006,0.7,3.603,3,1.7
arrogante,arrogant,4.02,1.85,3.16,1.72,4.47,1.44,9,4,VC.CV.CVC.CV,ADJ,4.944,0.774,3.694,1,2.65
arroz,rice,4.92,2.23,6.6,0.8,6.1,1.02,5,2,VC.CVC,N,16.19,1.235,4.209,1,1.95
arrumado,tidy,4.27,1.9,4.09,1.75,5.46,1.11,8,4,VC.CV.CV.CV,"ADJ,V",2.667,0.564,3.426,5,1.6
arte,art,5.34,1.6,3.71,1.98,4.81,1.6,4,2,VC.CV,N,133.355,2.128,5.125,5,1.4
artéria,artery,4.73,1.88,5.7,1.59,2.91,1.13,7,3,VC.CV.CVV,N,6.796,0.892,3.832,1,2.2
artesanato,handicrafts,5.3,1.87,5.33,1.49,3.07,0.9,10,5,VC.CV.CV.CV.CV,N,13.269,1.154,4.123,0,3.45
artesão,craftsman,5.59,1.46,5.62,1.59,2.8,0.96,7,3,VC.CV.CVV,N,2.047,0.484,3.311,1,2.05
articulação,articulation,3.84,1.98,4.47,1.95,3.95,1.62,11,5,VC.CV.CV.CV.CVV,N,18.115,1.281,4.258,1,2.75
artificial,artificial,3.65,1.72,3.23,1.56,4.21,1.16,10,5,VC.CV.CV.CV.VC,ADJ,14.177,1.181,4.152,1,3.3
artigo,article,4.79,1.81,4.88,1.66,5.45,1.33,6,3,VC.CV.CV,N,106.75,2.032,5.028,1,1.9
artilharia,artillery,4.77,1.83,4.97,1.61,2.36,0.94,10,5,VC.CV.CCV.CV.V,"N,V",11.691,1.104,4.068,1,2.35
artista,artist,5.22,1.83,4.91,1.64,4.6,1.57,7,3,VC.CVC.CV,"ADJ,N",48.712,1.697,4.688,2,1.8
artístico,artistic,4.46,1.87,3.22,1.74,4.04,1.3,9,4,VC.CVC.CV.CV,ADJ,18.222,1.284,4.261,1,2.6
árvore,tree,6.14,1.34,6.5,0.95,5.07,1.44,6,3,VC.CV.CV,N,18.833,1.297,4.275,1,2.5
ás,ace,5.05,2.1,4.22,2.08,4.38,1.89,2,1,VC,N,5.257,0.796,3.721,4,1.25
asa,wing,5.52,1.83,6.09,1.34,3.91,1.48,3,2,V.CV,N,8.334,0.97,3.921,11,1
ascendente,ascending,3.71,2.02,3.41,1.9,3.28,1.14,10,4,VC.CVC.CVC.CV,"ADJ,N",7.46,0.927,3.873,0,2.6
ascensão,rise,3.49,1.9,2.81,1.54,3.1,1.17,8,3,VC.CVC.CVV,N,14.695,1.196,4.167,0,2.55
asilo,asylum,3.97,1.92,4.42,1.91,2.57,1.02,5,3,V.CV.CV,"N,V",16.473,1.242,4.217,4,1.65
asma,asthma,4.15,2,4.59,1.97,3.42,1.57,4,2,VC.CV,N,2.198,0.505,3.342,6,1.5
aspecto,aspect,3.86,2.12,3.47,1.67,5.12,1.36,7,3,VC.CVC.CV,N,66.28,1.828,4.821,2,2.2
áspero,harsh,4.16,1.93,4.09,1.98,3.38,1.1,6,3,VC.CV.CV,ADJ,1.109,0.324,3.045,2,2
aspirador,vacuum cleaner,5.6,1.99,6.66,0.75,4.11,0.99,9,4,VC.CV.CV.CVC,N,0.64,0.215,2.806,1,1.9
assaltante,robber,4.82,1.97,5.27,1.74,4.35,1.61,10,4,VC.CVC.CVC.CV,"ADJ,N",6.908,0.898,3.839,0,2.7
assassínio,murder,4.72,1.69,5.15,1.46,3.98,1.5,10,4,VC.CVC.CV.CVV,N,21.369,1.35,4.33,0,3.1
assassino,killer,5.11,1.71,5.14,1.81,4.02,1.53,9,4,VC.CVC.CV.CV,"ADJ,N,V",9.932,1.039,3.997,2,2.2
assembleia,assembly,4.88,1.92,4.79,1.72,4.46,1.63,10,4,VC.CVC.CCVV.V,N,118.02,2.076,5.072,0,3.7
assento,seat,4.84,2.01,5.69,1.37,4.53,1.39,7,3,VC.CVC.CV,"N,V",11.608,1.101,4.065,6,1.6
assessor,aide,3.22,1.7,3.96,1.72,2.93,1.34,8,3,VC.CVC.CVC,"ADJ,N",16.561,1.245,4.219,0,2.25
assinatura,signature,5.22,1.72,5.96,1.3,5.45,1.31,10,5,VC.CV.CV.CV.CV,N,49.943,1.707,4.699,0,2.8
assobio,whistle,5.2,1.94,5.09,1.88,4.25,1.6,7,4,VC.CV.CV.V,"N,V",0.738,0.24,2.868,3,1.75
associação,association,3.5,1.7,3.39,1.75,4.28,1.5,10,5,VC.CV.CV.V.CVV,N,161.422,2.211,5.208,1,2.65
associado,associate,2.68,1.28,3.42,1.94,4.21,1.4,9,5,VC.CV.CV.V.CV,"ADJ,N,V",17.47,1.267,4.242,2,1.8
assunto,subject,2.94,1.82,3.56,1.76,6.02,0.94,7,3,VC.CVC.CV,N,129.96,2.117,5.114,3,1.75
assustado,scared,4.4,1.82,3.42,1.92,4.34,1.38,9,4,VC.CVC.CV.CV,"ADJ,N,V",2.501,0.544,3.398,2,1.7
assustador,scary,4.32,1.74,3.24,1.72,4.53,1.37,10,4,VC.CVC.CV.CVC,"ADJ,N",2.878,0.589,3.459,1,2.1
astronauta,astronaut,6.17,1.34,6.27,1.17,2.98,0.93,10,4,VC.CCV.CVV.CV,N,3,0.602,3.477,0,3.4
atacante,attacker,4.13,1.9,3.85,1.66,3.88,1.55,8,4,V.CV.CVC.CV,"ADJ,N",6.126,0.853,3.787,0,2.25
ataque,attack,4.23,1.93,4.26,1.79,4.47,1.6,6,3,V.CV.CVV,"N,V",96.662,1.99,4.985,0,1.75
atenção,attention,3.1,1.63,3.44,1.87,6.14,0.97,7,3,V.CVC.CVV,N,126.785,2.107,5.103,0,1.95
atencioso,thoughtful,3.81,1.58,3.15,1.7,4.76,1.32,9,5,V.CVC.CV.V.CV,ADJ,0.376,0.139,2.575,2,2.6
atentado,assault,4.05,1.8,3.95,1.87,3.55,1.51,8,4,V.CVC.CV.CV,"N,V",42.219,1.636,4.626,5,1.6
atento,attentive,3.33,1.82,3.2,1.83,5.75,1.35,6,3,V.CVC.CV,"ADJ,V",18.12,1.282,4.258,8,1.45
aterrorizado,terrified,3.79,1.82,3.27,1.68,3.57,1.42,12,6,V.CVC.CV.CV.CV.CV,V,0.733,0.239,2.865,1,2.05
atitude,attitude,3.56,2.07,3.05,1.82,5.35,1.37,7,4,V.CV.CV.CV,N,109.583,2.044,5.04,0,2.25
atlântico,atlantic,5.02,1.93,5.13,1.85,3.04,1.12,9,4,V.CCVC.CV.CV,"ADJ,N",1.729,0.436,3.238,1,2.7
atleta,athlete,5.8,1.38,5.96,0.85,4.67,1.34,6,3,V.CCV.CV,N,25.643,1.426,4.409,0,1.9
atmosfera,atmosphere,4.66,1.95,4.04,1.77,3.95,1.42,9,4,VC.CVC.CV.CV,N,25.902,1.43,4.413,0,3.25
átomo,atom,4,2.25,4.29,2.3,2.72,1.19,5,3,V.CV.CV,N,2.282,0.516,3.358,2,1.8
atracção,attraction,4.44,1.93,2.61,1.2,4.62,1.48,8,3,V.CCVC.CVV,N,16.942,1.254,4.229,0,2.1
atractivo,attractive,4.46,1.83,2.88,1.67,4.29,1.44,9,4,V.CCVC.CV.CV,"ADJ,N",5.501,0.813,3.74,1,2.7
atrasado,delayed,3.46,2.09,3.69,1.68,5.63,1.33,8,4,V.CCV.CV.CV,"ADJ,N,V",10.914,1.076,4.038,4,1.7
atraso,lateness,3.1,1.79,3.71,1.7,5.59,1.11,6,3,V.CCV.CV,"N,V",65.591,1.823,4.817,5,1.6
atrevido,bold,4.2,1.97,3.38,1.74,4.67,1.35,8,4,V.CCV.CV.CV,"ADJ,V",1.456,0.39,3.163,1,2.1
atribuição,attribution,2.8,1.44,2.98,1.82,4.17,1.16,10,5,V.CCV.CV.V.CVV,N,39.464,1.607,4.596,1,2.7
atum,tuna,5.59,1.95,6.57,0.73,4.96,1.43,4,2,V.CVC,N,3.009,0.603,3.479,4,1.75
audição,hearing,4.05,1.9,4.31,1.81,4.6,1.51,7,3,VV.CV.CVV,N,15.086,1.206,4.179,0,1.95
audiência,audience,4.24,1.78,3.95,1.77,3.36,1.02,9,4,VV.CV.VC.CVV,N,55.791,1.754,4.747,0,2.75
audiovisual,audio-visual,3.98,1.7,4.69,1.7,3.26,1.22,11,6,VV.CV.V.CV.CV.VC,"ADJ,N",16.517,1.244,4.218,0,4.5
auditoria,auditing,3.35,1.67,3.9,1.79,3.28,1.52,9,5,VV.CV.CV.CV.V,N,10.88,1.075,4.037,1,2.35
auditório,auditorium,5.73,1.47,5.93,1.03,4.46,1.2,9,4,VV.CV.CV.CVV,N,28.022,1.463,4.448,1,2.65
aula,lesson,5.87,1.36,5.24,2.09,6.73,0.53,4,2,VV.CV,N,14.5,1.19,4.161,10,1.1
aumento,increase,3.98,1.91,3.9,1.81,5.29,1.45,7,3,VV.CVC.CV,"N,V",192.517,2.287,5.285,5,1.65
ausência,absence,3.24,1.76,3.12,2.04,4.93,1.35,8,3,VV.CVC.CVV,N,91.004,1.964,4.959,1,2.5
ausente,absent,3.41,1.79,3.33,1.78,4.68,1.36,7,3,VV.CVC.CV,"ADJ,N,V",20.548,1.333,4.313,4,1.65
autarca,mayor,4.17,1.98,4.9,1.71,3.67,1.62,7,3,VV.CVC.CV,N,84.771,1.933,4.928,0,2
autarquia,council,4.03,2.04,4.34,2,3.43,1.16,9,4,VV.CVC.CVV.V,N,180.914,2.26,5.258,0,2.75
autêntico,authentic,3.02,1.66,2.7,1.43,4.21,1.21,9,4,VV.CVC.CV.CV,ADJ,15.54,1.219,4.192,2,2.5
autocarro,bus,6.41,1.03,6.8,0.53,5.95,1.15,9,4,VV.CV.CVC.CV,N,24.466,1.406,4.389,0,3.3
automóvel,automobile,6.74,0.61,6.77,0.57,5.63,1.43,9,4,VV.CV.CV.CVC,"ADJ,N",70.022,1.851,4.845,0,3.85
autonomia,autonomy,3.21,1.61,3.4,1.8,4.58,1.34,9,5,VV.CV.CV.CV.V,N,55.214,1.75,4.742,0,2.2
autor,author,4.37,1.8,4.78,1.99,4.88,1.16,5,2,VV.CVC,N,159.189,2.205,5.202,3,1.65
autoria,autorship,3.35,1.72,3.48,1.81,3.68,1.57,7,4,VV.CV.CV.V,N,35.57,1.563,4.551,2,1.75
autoridade,authority,4.11,1.88,3.84,2.05,4.32,1.59,10,5,VV.CV.CV.CV.CV,N,45.869,1.671,4.662,0,2.6
autoritário,authoritarian,3.85,1.96,2.96,1.36,3.96,1.34,11,5,VV.CV.CV.CV.CVV,ADJ,4.363,0.729,3.64,1,3.25
autorização,authorization,3.57,2.04,3.93,1.81,5.23,1.18,11,5,VV.CV.CV.CV.CVV,N,49.313,1.702,4.693,1,2.55
auxílio,aid,3.85,1.84,3.5,1.77,4.4,1.15,7,3,VV.CV.CVV,N,21.911,1.36,4.341,1,2.6
avalanche,avalanche,6.14,1.27,5.79,1.26,2.75,1.07,9,4,V.CV.CVC.CCV,N,2.452,0.538,3.39,1,3.15
avaliação,evaluation,3.89,1.66,3.56,2.05,5.69,1.25,9,5,V.CV.CV.V.CVV,N,63.661,1.811,4.804,1,2.1
avanço,advance,3.39,1.72,2.95,1.52,4.52,1.35,6,3,V.CVC.CV,"N,V",34.026,1.544,4.532,1,1.85
avarento,miser,2.77,1.4,3.02,1.27,2.26,1.1,8,4,V.CV.CVC.CV,"ADJ,N",0.43,0.155,2.633,3,1.9
avareza,greed,3.21,1.75,2.83,1.83,2.28,0.98,7,4,V.CV.CV.CV,N,0.586,0.2,2.768,0,2.25
avaria,breakdown,4.23,1.72,3.98,1.94,4.02,1.51,6,4,V.CV.CV.V,"N,V",9.419,1.018,3.974,5,1.4
ave,bird,5.51,1.84,6.3,1.01,4.74,1.42,3,2,V.CV,"INT,N",10.953,1.078,4.04,12,1.15
avelã,hazelnut,5.38,2.2,6.66,0.71,3.12,0.94,5,3,V.CV.CV,N,0.142,0.058,2.151,0,1.95
avenida,avenue,5.65,1.54,5.53,1.27,5.14,1.26,7,4,V.CV.CV.CV,N,22.023,1.362,4.343,0,1.9
avental,apron,5.2,2.05,6.33,1.19,4.19,1.62,7,3,V.CVC.CVC,N,1.231,0.349,3.09,2,1.85
aventura,adventure,4.57,1.7,3.4,1.9,4.54,1.31,8,4,V.CVC.CV.CV,"N,V",32.81,1.529,4.516,3,1.65
avestruz,ostrich,6.39,1.13,6.51,1.02,2.66,1.01,8,3,V.CVC.CCVC,N,1.324,0.366,3.122,0,3.1
aviação,aviation,4.82,1.94,4.34,1.55,3.04,1.16,7,4,V.CV.V.CVV,N,11.329,1.091,4.054,2,1.85
avião,airplane,6.3,1.23,6.84,0.37,4.29,1.59,5,3,V.CV.VV,N,53.646,1.738,4.73,2,1.75
avioneta,small aeroplane,6.17,1.09,6.42,1.01,3.16,1.22,8,5,V.CV.V.CV.CV,N,0.977,0.296,2.99,1,2.6
aviso,warning,4.17,1.94,4.03,2.02,5.53,1.3,5,3,V.CV.CV,"N,V",29.718,1.487,4.473,5,1.5
avô,grandfather,5.98,1.49,6.21,1.22,4.77,1.8,3,2,V.CV,N,10.44,1.058,4.019,5,1.7
azar,mishap,3.22,1.93,3.02,1.82,5.12,1.39,4,2,V.CVC,N,12.14,1.119,4.084,7,1.45
azedo,sour,3.79,2.02,3.88,1.75,4.07,1.56,5,3,V.CV.CV,"ADJ,N,V",0.826,0.261,2.917,4,1.6
azeite,olive oil,5.59,1.98,6.6,0.65,5.5,1.24,6,3,V.CVV.CV,"N,V",14.148,1.18,4.151,3,1.8
azeitona,olive,6.5,1,6.71,0.56,4.24,1.43,8,4,V.CVV.CV.CV,N,1.817,0.45,3.259,0,2.7
azul,blue,6.25,1.09,5.79,1.51,5.79,1.16,4,2,V.CVC,"ADJ,N",38.394,1.595,4.584,1,1.9
azulejo,tile,5.47,1.94,6.51,0.91,3.26,1.23,7,4,V.CV.CV.CV,"N,V",3.366,0.64,3.527,0,2.55
bacalhau,codfish,5.7,1.88,6.23,1.2,4.14,1.02,8,3,CV.CV.CCVV,N,14.71,1.196,4.168,0,2.35
bacia,basin,5.13,1.97,6.02,1.27,3.95,1.6,5,3,CV.CV.V,N,10.484,1.06,4.021,6,1.6
bacon,bacon,5.37,2.17,6.6,0.71,4.04,1.43,5,2,CV.CVC,N,0.811,0.258,2.909,0,NA
bagageira,luggage,5.05,1.87,5.21,1.86,2.93,1.24,9,4,CV.CV.CVV.CV,N,2.531,0.548,3.403,2,2.3
bagagem,baggage,6,1.2,5.69,1.59,3.74,1.37,7,3,CV.CV.CVC,N,5.921,0.84,3.772,0,2.05
bagunça,mess,5.21,1.58,4.14,1.85,4.14,1.82,7,3,CV.CVC.CV,N,0.415,0.151,2.618,0,2.55
bailarino,dancer,6.02,1.5,6.16,1.22,3.19,1.2,9,4,CVV.CV.CV.CV,N,3.728,0.675,3.571,2,2.6
baile,prom,5.27,1.48,4.79,1.54,3.36,1.48,5,2,CVV.CV,"N,V",8.408,0.974,3.925,4,1.5
bairro,neighbourhood,5.18,1.79,5.52,1.37,4.34,1.37,6,2,CVVC.CV,N,62.982,1.806,4.799,0,1.9
baixo,low,4.62,1.85,4,1.89,6.11,1.03,5,2,CVV.CV,"ADJ,ADV,N,V",47.647,1.687,4.678,4,1.55
bala,bullet,5.82,1.71,6.27,1.02,3.86,1.5,4,2,CV.CV,"N,V",7.978,0.953,3.902,26,1
balança,scale,5.44,1.99,6.07,1.21,4.29,1.19,7,3,CV.CVC.CV,"N,V",13.948,1.175,4.145,2,1.7
balanço,swing,3.69,1.84,3.17,1.53,4.09,1.45,7,3,CV.CVC.CV,"N,V",56.719,1.761,4.754,3,1.65
balão,balloon,6.47,0.96,6.34,1.21,3.67,1.09,5,2,CV.CVV,N,7.02,0.904,3.846,11,1.2
balcão,counter,5.48,1.93,6.44,0.88,4.68,1.53,6,2,CVC.CVV,N,12.272,1.123,4.089,4,1.7
balde,bucket,6.25,1.21,6.47,0.84,3.98,1.08,5,2,CVC.CV,"N,V",3.434,0.647,3.536,4,1.6
baleia,whale,5.75,1.94,6.68,0.69,3.25,1.32,6,3,CV.CVV.V,"N,V",4.001,0.699,3.602,6,1.5
baliza,goal,6.45,1.09,6.57,0.77,4.61,1.25,6,3,CV.CV.CV,"N,V",35.145,1.558,4.546,1,1.7
balneário,changing room,5.71,1.44,6.04,1.28,4.14,1.46,9,4,CVC.CV.V.CVV,"ADJ,N",3.859,0.687,3.587,1,2.7
baloiço,skijump,6.02,1.48,6.07,1.53,3.55,1.45,7,3,CV.CVV.CV,"N,V",0.459,0.164,2.662,2,1.8
bambu,bamboo,5.06,1.95,5.72,1.91,2.62,1.03,5,2,CVC.CV,N,1.163,0.335,3.066,2,1.85
banal,banal,2.42,1.19,3.05,1.08,3.98,1.4,5,2,CV.CVC,ADJ,5.76,0.83,3.76,5,1.6
banana,banana,6.37,1.13,6.53,0.93,5.2,1.26,6,3,CV.CV.CV,"ADJ,N",3.332,0.637,3.523,3,1.75
banca,banking,4.63,2,5.54,1.35,4.23,1.57,5,2,CVC.CV,"N,V",27.597,1.456,4.441,11,1.1
bancada,row,5.18,1.94,6.13,1.11,4.16,1.42,7,3,CVC.CV.CV,N,47.261,1.684,4.675,4,1.75
bancário,bank clerk,5.4,1.37,5.51,1.58,3.62,1.24,8,3,CVC.CV.CVV,"ADJ,N",19.097,1.303,4.281,1,2.45
banco,bank,5.86,1.51,6.13,1.31,5.3,1.44,5,2,CVC.CV,"N,V",134.489,2.132,5.129,10,1.3
banda,band,5.57,1.87,5.35,1.53,4.84,1.53,5,2,CVC.CV,N,75.352,1.883,4.877,13,1.1
bandeira,flag,6.4,0.92,6.23,1.17,3.84,1.14,8,3,CVC.CVV.CV,"ADJ,N",33.416,1.537,4.524,1,1.8
