word_croatian_equivalent,word_croatian,valence_mean,valence_sd,valence_unknown,valence_n,arousal_mean,arousal_sd,arousal_unknown,arousal_n,familiar_mean,familiar_sd,familiar_unknown,familiar_n,concrete_mean,concrete_sd,concrete_unknown,concrete_n
akademija,akademija,6.4,2.01,NA,20,5,2.15,NA,20,6.9,0.45,NA,20,5.35,1.35,NA,20
akcijski,akcijski,6.6,1.47,NA,20,6.75,2,NA,20,7,0,NA,20,5.3,1.69,NA,20
aktivan,aktivan,6.75,1.33,NA,20,5.6,2.35,NA,20,7,0,NA,20,5.35,1.73,NA,20
akustičan,akustičan,6.45,1.79,NA,20,4.65,1.87,NA,20,7,0,1,19,5,1.3,NA,20
alat,alat,5.3,1.08,NA,20,4.2,1.88,NA,20,6.9,0.31,NA,20,4.85,2.11,NA,20
anoniman,anoniman,5.6,1.82,NA,20,3.9,1.41,NA,20,7,0,NA,20,5.2,1.85,NA,20
apartman,apartman,6.35,1.98,NA,20,4.35,2.41,NA,20,6.95,0.22,NA,20,6,1.59,NA,20
aplikacija,aplikacija,5.95,2.04,NA,20,4.25,2.2,NA,20,6.8,0.89,NA,20,5.6,1.6,NA,20
automatski,automatski,5.9,1.41,NA,20,4.5,2.37,NA,20,6.8,0.7,NA,20,5,1.75,NA,20
bazen,bazen,7.35,1.87,NA,20,3.95,2.09,NA,20,7,0,NA,20,6.3,1.03,NA,20
bezbrižno,bezbrižno,7.55,1.61,NA,20,3.05,2.19,NA,20,7,0,NA,20,5.4,2.11,NA,20
bezručni,bezručni,4.55,1.54,NA,20,4.58,1.98,1,19,6.3,1.72,NA,20,4.42,2.12,1,19
bijes,bijes,3.45,1.54,NA,20,7.1,1.89,NA,20,7,0,NA,20,5.45,1.85,NA,20
bilježnica,bilježnica,5.35,2.13,NA,20,3.75,2.15,NA,20,7,0,NA,20,6.4,0.82,NA,20
biljka,biljka,6.85,2.13,NA,20,3.24,2.45,NA,21,6.95,0.22,NA,20,5.62,2.06,NA,21
biologija,biologija,5.65,2.23,NA,20,3.9,1.86,NA,20,7,0,NA,20,5.75,1.45,NA,20
bitka,bitka,4.2,2.57,NA,20,6.57,1.94,NA,21,6.9,0.45,NA,20,5.14,1.77,NA,21
bojište,bojište,3.2,1.96,NA,20,5.6,2.26,NA,20,6.85,0.37,NA,20,5.84,1.17,1,19
boksanje,boksanje,5.35,2.56,NA,20,6.19,2.71,NA,21,6.95,0.22,NA,20,5.95,1.53,NA,21
bolestan,bolestan,3.55,2.44,NA,20,5.5,2.14,NA,20,7,0,NA,20,5.9,1.48,NA,20
borac,borac,5.8,2.33,NA,20,6.14,2.1,NA,21,7,0,NA,21,5.52,1.83,NA,21
brodski,brodski,6.3,1.72,NA,20,4.29,2.05,NA,21,6.85,0.49,NA,20,5.43,1.16,NA,21
buka,buka,4.35,1.9,NA,20,6.15,2.13,NA,20,6.95,0.22,NA,20,5.35,1.73,NA,20
čarobnjak,čarobnjak,6.7,2.2,NA,20,5.35,2.37,NA,20,7,0,NA,20,5.15,1.93,NA,20
časnik,časnik,4.85,1.73,NA,20,4.9,2.65,NA,20,6.55,1.1,NA,20,5.55,1.39,NA,20
časopis,časopis,5.55,1.96,NA,20,4.45,1.9,NA,20,7,0,NA,20,6.05,1.28,NA,20
četverocikl,četverocikl,5.35,2.25,NA,20,4.85,3.13,NA,20,5.7,2.18,NA,20,5.2,2.33,NA,20
ciganski,ciganski,5.1,2.51,NA,20,5.2,2.71,NA,20,6.8,0.52,NA,20,4.5,2.16,NA,20
ciljan,ciljan,5.53,1.58,1,19,4.75,2.34,NA,20,7,0,NA,20,5.3,2.03,NA,20
čin,čin,5.9,2.15,NA,20,5.05,2.33,NA,21,6.95,0.22,NA,20,3.57,2.29,NA,21
čips,čips,6.55,1.47,NA,20,6.05,2.14,NA,20,6.95,0.22,NA,20,6.4,1.1,NA,20
čist,čist,7.15,1.69,NA,20,3.05,2.11,NA,21,7,0,NA,21,5.76,1.73,NA,21
čitač,čitač,5.7,1.59,NA,20,3.85,2.06,NA,20,7,0,NA,20,5.25,1.89,NA,20
čokolada,čokolada,7.75,1.52,NA,20,5.4,3,NA,20,6.95,0.22,NA,20,6.5,0.76,NA,20
čulo,čulo,6.6,2.21,NA,20,4.24,2.68,NA,21,6.85,0.49,NA,20,4.48,2.14,NA,21
daljinski,daljinski,5.7,1.49,NA,20,3.5,1.7,NA,20,7,0,NA,20,6.65,0.93,NA,20
dama,dama,7.25,1.37,NA,20,4.1,2.07,NA,20,7,0,NA,20,5.35,1.73,NA,20
dar,dar,7.55,1.47,NA,20,5.55,3.02,NA,20,7,0,NA,20,5.25,2.29,NA,20
dentalan,dentalan,4.47,1.54,1,19,4.94,2.52,4,16,6.45,1.5,NA,20,5.2,2.04,NA,20
dijeljenje,dijeljenje,5.65,1.35,NA,20,4.75,2.53,NA,20,6.95,0.22,NA,20,4,2,NA,20
dinamičan,dinamičan,6.4,1.47,NA,20,6.45,2.35,NA,20,7,0,NA,20,5.45,1.96,NA,20
disketa,disketa,5.32,1.63,1,19,3.45,1.82,1,20,6.33,1.15,NA,21,6,1.52,NA,21
dječak,dječak,6.45,2.28,NA,20,3.76,2.19,NA,21,6.95,0.22,NA,20,6.29,0.85,NA,21
dobrodošlica,dobrodošlica,7.4,2.19,NA,20,5.11,2.47,1,19,7,0,NA,20,5.55,1.43,NA,20
dodati,dodati,5.65,1.31,NA,20,3.43,1.83,NA,21,7,0,NA,21,5.71,1.52,NA,21
dodavanje,dodavanje,5.95,1.32,NA,20,3.81,2.06,NA,21,7,0,NA,21,5.76,1.7,NA,21
dokaz,dokaz,6.8,1.64,NA,20,5,2.18,NA,20,6.9,0.31,NA,20,5.55,1.54,NA,20
domaćin,domaćin,6.95,1.93,NA,20,3.65,2.37,NA,20,6.85,0.49,NA,20,5.85,1.14,NA,20
doseg,doseg,6.05,2.24,NA,20,4.59,2.37,3,17,6.5,1.57,NA,20,4.95,1.93,NA,20
doživljaj,doživljaj,6.26,1.88,1,19,6.2,2.33,NA,20,7,0,NA,20,4.25,2.07,NA,20
dragi,dragi,7.5,1.76,NA,20,5.11,2.31,1,19,7,0,NA,20,5.35,1.93,NA,20
duh,duh,5.6,2.19,NA,20,5.14,2.54,NA,21,6.9,0.31,NA,20,4.43,2.34,NA,21
džepni,džepni,5.55,1.15,NA,20,3.43,1.91,NA,21,6.67,0.91,NA,21,5.57,1.5,NA,21
električan,električan,5.75,2.07,NA,20,5.75,2.2,NA,20,6.75,0.79,NA,20,5.45,1.36,NA,20
elektronički,elektronički,5.47,1.35,1,19,3.85,2.16,NA,20,7,0,NA,20,5.3,1.81,NA,20
emitiranje,emitiranje,4.95,1,NA,20,4.6,1.96,NA,20,6.9,0.45,NA,20,4.55,1.54,NA,20
engleski,engleski,6.95,1.9,NA,20,4.52,2.34,NA,21,6.95,0.22,NA,20,5.52,1.4,NA,21
epski,epski,5.9,1.65,NA,20,5.4,2.82,NA,20,6.6,1.35,NA,20,3.8,2.12,NA,20
fikcija,fikcija,6.35,1.76,NA,20,4.5,2.44,NA,20,6.95,0.22,NA,20,4.9,2.02,NA,20
galerija,galerija,5.8,1.82,NA,20,3.9,1.94,NA,20,6.9,0.45,NA,20,6.05,1.19,NA,20
gitara,gitara,6.35,1.35,NA,20,5.85,1.95,NA,20,7,0,NA,20,6.6,0.88,NA,20
glas,glas,6.7,1.56,NA,20,4.45,2.52,NA,20,7,0,NA,20,5.55,1.85,NA,20
gnijezdo,gnijezdo,6.25,1.94,NA,20,3.65,2.3,NA,20,6.9,0.45,NA,20,6.35,1.04,NA,20
gorivo,gorivo,5.8,2.75,NA,20,6.19,2.02,NA,21,7,0,NA,20,5.33,1.62,NA,21
gostionica,gostionica,6.3,2.2,NA,20,6.05,1.7,NA,20,6.95,0.22,NA,20,6.35,0.99,NA,20
gotički,gotički,5.2,2.07,NA,20,4.84,2.09,1,19,6.95,0.22,NA,20,5.65,2.01,NA,20
gotovina,gotovina,6.55,2.11,NA,20,5.15,2.25,NA,20,7,0,NA,20,6.6,0.75,NA,20
graditi,graditi,5.95,1.7,NA,20,4.1,2.22,NA,20,7,0,NA,20,5.15,1.81,NA,20
grafikon,grafikon,4.95,1.75,1,19,3.95,2.63,NA,20,6.7,0.8,NA,20,5.45,1.43,NA,20
granica,granica,5.35,1.35,NA,20,3.9,1.71,NA,20,7,0,NA,20,6.4,1.27,NA,20
greška,greška,3.1,1.45,NA,20,6.43,2.11,NA,21,7,0,NA,21,5.14,2.08,NA,21
heroj,heroj,6.95,1.54,NA,20,6.05,2.35,NA,20,6.95,0.22,NA,20,4.35,2.01,NA,20
hibridni,hibridni,5.2,1.28,NA,20,4.45,2.31,NA,20,6.7,0.66,NA,20,4.37,1.95,1,19
hitan,hitan,4.8,2.44,NA,20,6.85,2.06,NA,20,6.7,0.98,NA,20,5.16,1.86,1,19
hladan,hladan,4.2,1.32,NA,20,3.8,2.31,NA,20,6.95,0.22,NA,20,5.05,2.11,NA,20
imovina,imovina,6.55,2.04,NA,20,4.95,2.62,NA,21,6.75,0.72,NA,20,5.14,1.68,NA,21
industrija,industrija,4.3,1.84,NA,20,5.65,2.32,NA,20,6.8,0.62,NA,20,5.7,1.3,NA,20
industrijski,industrijski,5.05,1.76,NA,20,4.65,2.23,NA,20,6.95,0.22,NA,20,5.35,1.66,NA,20
interaktivan,interaktivan,6.4,2.28,NA,20,5.85,2.13,1,20,6.85,0.49,NA,20,4.24,1.84,NA,21
investicija,investicija,5.9,2.1,NA,20,5.9,1.97,NA,20,6.95,0.22,NA,20,5.2,1.58,NA,20
inženjerstvo,inženjerstvo,5.65,2.03,NA,20,5.2,2.38,NA,20,6.7,0.92,NA,20,5.6,1.5,NA,20
iscrpljenost,iscrpljenost,3.4,1.82,NA,20,4.75,2.49,NA,20,6.95,0.22,NA,20,4.95,1.76,NA,20
isječak,isječak,5.15,1.5,NA,20,4.25,2.15,NA,20,6.95,0.22,NA,20,4.85,1.87,NA,20
istorazinski,istorazinski,4.74,1.73,1,19,3.2,2.09,NA,20,6.3,1.3,NA,20,4.65,2.16,NA,20
izbrisati,izbrisati,4.65,2.06,NA,20,5.25,2.27,NA,20,7,0,NA,20,5.3,1.78,NA,20
izjava,izjava,5.2,1.96,NA,20,4.7,2,NA,20,7,0,NA,20,5.55,1.28,NA,20
izmjena,izmjena,5.35,1.53,NA,20,4,2.03,NA,20,7,0,NA,20,5.25,2.07,NA,20
izrezan,izrezan,4.4,1.27,NA,20,5.05,2.33,NA,20,7,0,NA,20,5.45,1.73,NA,20
izvanmrežni,izvanmrežni,4.3,1.26,NA,20,4.5,2.59,NA,20,6.8,0.62,NA,20,4.68,1.77,1,19
izvješće,izvješće,4.35,1.53,NA,20,5.45,2.42,NA,20,7,0,NA,20,5.2,1.67,NA,20
izvor,izvor,6.6,1.39,NA,20,4.15,2.03,NA,20,6.95,0.22,NA,20,4.95,2.11,NA,20
jak,jak,7.05,1.67,NA,20,5.9,2.36,NA,21,6.9,0.31,NA,20,4.76,2.07,NA,21
javan,javan,5.8,1.32,NA,20,5.29,2.08,NA,21,6.29,1.87,NA,21,5,1.87,NA,21
jedini,jedini,6.5,2.19,NA,20,4.19,2.06,NA,21,6.95,0.22,NA,20,4.24,1.84,NA,21
jedinica,jedinica,3.65,2.39,NA,20,4.25,2.59,NA,20,7,0,NA,20,4.75,2.07,NA,20
jednostavan,jednostavan,6.75,2.15,NA,20,3.14,1.8,NA,21,7,0,NA,20,3.38,2.06,NA,21
jezgra,jezgra,5.45,1.47,NA,20,4.75,2,NA,20,6.7,0.98,NA,20,5.5,1.7,NA,20
jezik,jezik,5.95,1.73,NA,20,4.3,2.89,NA,20,6.95,0.22,NA,20,4.5,2.28,NA,20
kava,kava,6.55,2.63,NA,20,4.14,2.92,NA,21,7,0,NA,21,6.76,0.7,NA,21
kemijski,kemijski,5.4,2.14,NA,20,4.48,2.16,NA,21,6.85,0.67,NA,20,4.33,2.01,NA,21
klupa,klupa,5.8,1.47,NA,20,3.45,1.82,NA,20,7,0,NA,20,6.55,0.83,NA,20
kokoš,kokoš,4.75,2.15,NA,20,4.62,2.27,NA,21,7,0,NA,21,6.81,0.51,NA,21
kolač,kolač,8.15,1.27,NA,20,4.6,2.82,NA,20,7,0,NA,20,5.85,1.76,NA,20
kolačići,kolačići,6.15,2.52,NA,20,5.48,2.29,NA,21,6.95,0.22,NA,21,5.81,1.83,NA,21
kolo,kolo,6.45,2.14,NA,20,5.45,2.35,NA,20,6.95,0.22,NA,20,5.25,1.62,NA,20
komedija,komedija,6.9,1.45,NA,20,6.1,2,NA,21,7,0,NA,21,5.67,1.74,NA,21
komentar,komentar,5.2,1.24,NA,20,4.85,2.39,NA,20,7,0,NA,20,4.9,1.86,NA,20
kompaktan,kompaktan,5.35,1.39,NA,20,3.9,2.53,NA,20,6.9,0.45,NA,20,4.95,2.01,NA,20
kompleksan,kompleksan,5.45,2.44,NA,20,5.35,1.76,NA,20,6.9,0.45,NA,20,4.05,2.09,NA,20
koncentrator,koncentrator,4.71,1.53,3,17,4.32,2.4,1,19,5.63,2.14,1,19,4.11,2.37,2,18
konferencija,konferencija,5.9,2.2,NA,20,4.85,2.56,NA,20,6.7,0.8,NA,20,5.8,1.15,NA,20
kontrola,kontrola,6.05,2.14,NA,20,5.7,2.15,NA,20,7,0,NA,20,4.6,2.06,NA,20
kopile,kopile,3.45,2.68,NA,20,5,2.45,1,20,6.8,0.7,NA,20,5.48,1.6,NA,21
korisnik,korisnik,5.85,2.01,NA,20,4.15,2.08,NA,20,6.7,0.98,NA,20,5.1,1.86,NA,20
korporacija,korporacija,3.7,1.92,NA,20,5.2,2.5,NA,20,6.5,1.4,NA,20,4.95,1.61,NA,20
kosa,kosa,6.7,1.45,NA,20,4.05,2.57,1,19,7,0,NA,20,6.45,0.94,NA,20
krajnji,krajnji,5.1,2.1,NA,20,4.95,2.07,1,19,6.7,1.13,NA,20,4.65,1.73,NA,20
krajobraz,krajobraz,6.1,2.27,NA,20,3.94,2.8,2,18,5.6,2.33,NA,20,5.12,2.34,3,17
kratak,kratak,4.7,1.26,NA,20,3.85,2.52,NA,20,6.75,0.79,NA,20,4.8,1.94,NA,20
krilo,krilo,5.5,1.54,NA,20,2.9,1.95,NA,21,7,0,NA,21,5.71,1.55,NA,21
krimić,krimić,6,2.32,NA,20,5.67,2.22,NA,21,6.9,0.3,NA,21,6,1.22,NA,21
kuja,kuja,4.2,3.24,NA,20,5.75,2.4,NA,20,6.95,0.22,NA,20,4.85,1.69,NA,20
kupiti,kupiti,6.5,1.64,NA,20,5.57,1.91,NA,21,7,0,NA,21,5.9,1.48,NA,21
kutak,kutak,6.05,2.19,NA,20,4,2.43,NA,21,6.8,0.7,NA,20,5.1,1.87,NA,21
kvaliteta,kvaliteta,6.95,1.61,NA,20,4.2,2.26,NA,20,6.75,0.79,NA,20,4.85,2.11,NA,20
lažan,lažan,3.35,1.79,NA,20,5.3,2.49,NA,20,6.95,0.22,NA,20,4.65,2.21,NA,20
let,let,6.35,2.01,NA,20,4.65,2.52,NA,20,7,0,NA,20,5.15,1.6,NA,20
letak,letak,5,1.21,NA,20,3.55,2.56,NA,20,6.9,0.31,NA,20,5.9,1.29,NA,20
letni,letni,5.22,1.77,2,18,4.55,1.99,NA,20,5.9,1.92,NA,20,3.47,1.46,3,17
lijep,lijep,7.2,1.64,NA,20,3.43,2.25,NA,21,7,0,NA,21,5.48,1.94,NA,21
listanje,listanje,6.1,2.29,NA,20,3.35,2.08,1,20,6.85,0.67,NA,20,4.57,1.86,NA,21
ljetni,ljetni,7.35,1.14,NA,20,5.75,3.01,NA,20,6.95,0.22,NA,20,5.05,1.85,NA,20
ljut,ljut,3.55,1.9,NA,20,6.15,2.13,NA,20,7,0,NA,20,6.05,1.61,NA,20
lud,lud,5.2,2.02,NA,20,5.9,2.27,NA,20,7,0,NA,20,4.45,2.14,NA,20
luksuz,luksuz,6.7,2.2,NA,20,6.15,2.41,NA,20,6.95,0.22,NA,20,4.25,2.07,NA,20
majka,majka,8.05,1.88,NA,20,2.86,3.07,NA,21,7,0,NA,21,6.57,0.81,NA,21
maloprodaja,maloprodaja,5.25,1.33,NA,20,4.35,2.3,NA,20,6.95,0.22,NA,20,5.7,1.81,NA,20
mamac,mamac,4.55,2.48,NA,20,4.84,2.22,1,19,6.95,0.22,NA,20,5.35,1.69,NA,20
manekenstvo,manekenstvo,4.65,1.73,NA,20,4.7,2.52,NA,20,6.75,0.79,NA,20,6,1.26,NA,20
margina,margina,4.15,1.69,NA,20,4.53,1.81,2,19,6.71,0.72,NA,21,5.33,1.85,NA,21
matematički,matematički,5.1,2.61,NA,20,4.7,2.3,NA,20,6.8,0.7,NA,20,5.9,1.55,NA,20
materijal,materijal,5.45,1.93,NA,20,3.95,2.29,NA,21,6.8,0.7,NA,20,4.33,1.93,NA,21
med,med,5.95,1.85,NA,20,3.1,2.72,NA,21,7,0,NA,21,6.9,0.3,NA,21
međuspremnik,međuspremnik,4.21,2.3,1,19,4.35,2.06,3,17,5.8,1.79,NA,20,5.05,1.87,1,19
medvjed,medvjed,5.9,2.27,NA,20,5.57,3.03,NA,21,6.95,0.22,NA,20,6.38,0.97,NA,21
memorija,memorija,5.95,1.82,NA,20,4.84,1.83,1,19,7,0,NA,20,5,1.45,1,19
meso,meso,6.1,1.8,NA,20,4.86,2.41,NA,21,6.95,0.22,NA,21,6.48,1.03,NA,21
mir,mir,7.45,2.21,NA,20,2.25,1.65,NA,20,7,0,NA,20,4.45,2.33,NA,20
misija,misija,5.3,1.49,NA,20,5.3,2.68,NA,20,6.95,0.22,NA,20,3.7,1.95,NA,20
mišljenje,mišljenje,5.55,2.01,NA,20,4.33,1.74,NA,21,7,0,NA,21,4.95,2.36,NA,21
moderan,moderan,6.45,1.5,NA,20,5.6,2.26,NA,20,7,0,NA,20,5.35,1.87,NA,20
motociklist,motociklist,5.4,2.04,NA,20,4.9,2.07,NA,20,6.8,0.89,NA,20,6.3,1.03,NA,20
nadograditi,nadograditi,6.45,1.99,NA,20,5.05,2.31,NA,20,6.7,0.92,NA,20,5.55,1.28,NA,20
nagovještaj,nagovještaj,5.88,1.65,3,17,5.65,2.28,NA,20,6.45,1.47,NA,20,4.7,2.05,NA,20
nagrada,nagrada,8,1.38,NA,20,6.67,2.44,NA,21,7,0,NA,20,5.43,1.72,NA,21
najam,najam,4.75,1.45,NA,20,3.7,2.3,NA,20,6.95,0.22,NA,20,5.5,1.19,NA,20
najavnica,najavnica,5.13,2.1,5,15,4.18,1.7,3,17,4.21,2.32,1,19,4,1.41,7,13
napad,napad,3.05,2.14,NA,20,6.85,2.21,NA,20,7,0,NA,20,6,1.62,NA,20
napredan,napredan,6.7,1.42,NA,20,5.3,2.08,NA,20,7,0,NA,20,5.4,2.06,NA,20
narudžba,narudžba,6,1.52,NA,20,4.75,2.07,NA,20,7,0,NA,20,6.65,1.04,NA,20
nastaviti,nastaviti,5.85,1.5,NA,20,4.55,2.31,NA,20,6.75,0.79,NA,20,5.2,1.7,NA,20
natjecanje,natjecanje,6.55,1.7,NA,20,6.45,2.28,NA,20,7,0,NA,20,5.95,1.47,NA,20
navala,navala,4.5,1.93,NA,20,6.45,2.16,NA,20,7,0,NA,20,5.15,1.53,NA,20
navijanje,navijanje,6.15,2.35,NA,20,6.9,2.2,NA,20,6.8,0.62,NA,20,5.6,1.05,NA,20
normalan,normalan,6.25,2.07,NA,20,3.8,2.75,NA,20,6.6,1.39,NA,20,3.75,2.61,NA,20
novac,novac,6.65,1.95,NA,20,6.95,2.28,NA,20,6.95,0.22,NA,20,6.05,1.73,NA,20
obilazak,obilazak,5.85,1.69,NA,20,4.57,2.58,NA,21,6.71,1.31,NA,21,5.19,1.83,NA,21
obnavljajući,obnavljajući,6.6,1.73,NA,20,4.3,2.3,NA,20,7,0,NA,20,5.05,2.06,NA,20
obnoviti,obnoviti,6.25,1.74,NA,20,4.76,2.17,NA,21,7,0,NA,21,5.33,1.65,NA,21
obrana,obrana,6.25,2.31,NA,20,5.67,2.03,NA,21,6.95,0.22,NA,20,4.9,1.41,NA,21
obrazovanje,obrazovanje,6.65,2.25,NA,20,5.95,2.09,NA,20,7,0,NA,20,5.4,2.41,NA,20
odbor,odbor,4.55,1.28,NA,20,3.75,2.02,NA,20,7,0,NA,20,5.35,1.93,NA,20
odličan,odličan,7.85,1.35,NA,20,6.05,2.16,NA,20,7,0,NA,20,5.4,1.79,NA,20
ograničen,ograničen,4.8,2.61,NA,20,4.5,1.99,NA,20,6.7,0.98,NA,20,4.95,1.32,NA,20
ogroman,ogroman,6.55,1.7,NA,20,5.1,2.61,NA,20,7,0,NA,20,5.7,1.78,NA,20
okidač,okidač,4.68,2.08,1,19,5.6,2.6,NA,20,6.8,0.7,NA,20,4.95,1.79,NA,20
oklada,oklada,5.15,1.57,NA,20,5.6,2.06,NA,20,7,0,NA,20,6.5,1.24,NA,20
općenito,općenito,5.05,0.69,NA,20,4.15,2.16,NA,20,7,0,NA,20,5.1,2.43,NA,20
operacija,operacija,4.6,2.72,NA,20,6.3,2.11,NA,20,7,0,NA,20,5.3,1.87,NA,20
oporavak,oporavak,5.65,2.21,NA,20,4.25,2.17,NA,20,7,0,NA,20,5.3,1.89,NA,20
oprema,oprema,5.75,1.59,NA,20,4.4,2.37,NA,20,6.95,0.22,NA,20,5.65,1.46,NA,20
opuštajući,opuštajući,6.95,2.24,NA,20,2.85,2.06,NA,20,7,0,NA,20,5.85,1.95,NA,20
opuštanje,opuštanje,8.05,1.19,NA,20,2.35,1.76,NA,20,7,0,NA,20,4.8,2.09,NA,20
organski,organski,4.7,1.75,NA,20,4.14,1.39,NA,21,6.95,0.22,NA,21,4.95,1.99,NA,21
osjećati,osjećati,6,1.97,NA,20,5.43,2.36,NA,21,7,0,NA,21,4.67,2.39,NA,21
osnovan,osnovan,5,1.62,NA,20,4.1,1.8,NA,20,6.95,0.22,NA,20,4.3,2.15,NA,20
osnovni,osnovni,5.1,1.68,NA,20,3.7,1.92,NA,20,7,0,NA,20,5.05,2.33,NA,20
osobnost,osobnost,6.8,1.32,NA,20,5.35,2.21,NA,20,7,0,NA,20,5.74,1.82,1,19
osvježiti,osvježiti,6.5,1.91,NA,20,3.8,2.04,NA,20,7,0,NA,20,5.15,1.53,NA,20
osvrt,osvrt,5.4,1.79,NA,20,4.25,2.38,NA,20,6.75,0.79,NA,20,4.65,2.13,NA,20
otmjen,otmjen,6.85,1.98,NA,20,3.57,2.31,NA,21,6.85,0.49,NA,20,4.67,1.8,NA,21
otpremanje,otpremanje,4.95,2.42,NA,20,4.42,2.04,1,19,6.5,1,NA,20,4.55,1.7,NA,20
palača,palača,6.7,1.92,NA,20,4.95,2.35,NA,20,6.95,0.22,NA,20,5.95,1.32,NA,20
papar,papar,5.4,2.04,NA,20,3.75,2.2,NA,20,6.95,0.22,NA,20,6.4,1.05,NA,20
papir,papir,6.05,2.14,NA,20,3.81,2.16,NA,21,6.85,0.49,NA,20,6.14,1.39,NA,21
patka,patka,6.4,1.79,NA,20,3.5,2.21,NA,20,7,0,NA,20,6.75,0.91,NA,20
pauk,pauk,4.2,1.61,NA,20,6,2.71,NA,20,6.95,0.22,NA,20,6.45,0.76,NA,20
pedala,pedala,5.45,1.9,NA,20,4.55,1.85,NA,20,6.95,0.22,NA,20,6.3,1.03,NA,20
petlja,petlja,4.75,1.52,NA,20,4.7,2.11,NA,20,6.8,0.62,NA,20,4.2,1.77,NA,20
pištolj,pištolj,3.65,2.23,NA,20,6.95,2.28,NA,20,7,0,NA,20,6.4,0.75,NA,20
pjesma,pjesma,7.95,1.32,NA,20,6.15,2.23,1,20,6.9,0.45,NA,20,5.52,1.47,NA,21
plav,plav,6.7,2.2,NA,20,3.38,2.01,NA,21,6.95,0.22,NA,20,5.38,1.63,NA,21
pobjednik,pobjednik,6.5,1.93,NA,20,7.15,1.79,NA,20,6.85,0.67,NA,20,6.05,1.43,NA,20
počast,počast,6.6,1.64,NA,20,4.67,2.29,NA,21,6.71,1.1,NA,21,4.43,2.18,NA,21
podij,podij,6.15,1.6,NA,20,5.35,2.76,NA,20,6.75,0.79,NA,20,5.3,1.45,NA,20
podijeliti,podijeliti,6.5,2.24,NA,20,3.85,2.41,NA,20,6.75,0.79,NA,20,5.65,1.39,NA,20
područje,područje,5.2,0.95,NA,20,3.65,2.23,NA,20,6.95,0.22,NA,20,4.35,1.9,NA,20
pokret,pokret,5.8,1.61,NA,20,4.62,2.87,NA,21,6.9,0.44,NA,21,5.52,1.66,NA,21
pokušaj,pokušaj,5.45,1.57,NA,20,5.33,2.35,NA,21,7,0,NA,21,5.29,2.08,NA,21
polaganje,polaganje,5.2,1.67,NA,20,4.9,2.72,NA,21,6.95,0.22,NA,21,5.1,2.14,NA,21
politika,politika,4.15,2.11,NA,20,5.05,2.54,NA,20,6.75,0.91,NA,20,5.15,1.76,NA,20
pomodan,pomodan,4.76,1.56,3,17,4.26,2.51,1,19,5.4,2.37,NA,20,4.63,1.93,4,16
popravak,popravak,5.8,2.44,NA,20,4.48,2.04,NA,21,6.95,0.22,NA,20,4.38,1.56,NA,21
porez,porez,2.85,1.69,NA,20,5.19,2.34,NA,21,7,0,NA,21,5.29,1.79,NA,21
posada,posada,5.75,2.12,NA,20,4.9,1.8,NA,20,6.75,0.64,NA,20,5.7,1.22,NA,20
poslati,poslati,5.5,1.4,NA,20,5.05,1.99,NA,20,6.85,0.49,NA,20,4.7,2.13,NA,20
posrednik,posrednik,5.7,1.87,NA,20,3.9,2.02,NA,21,6.85,0.49,NA,20,4.76,1.73,NA,21
poštovanje,poštovanje,7.55,1.43,NA,20,4.52,2.89,NA,21,7,0,NA,21,4.81,2.25,NA,21
potez,potez,5.4,2.16,NA,20,5.19,2.38,NA,21,6.75,0.91,NA,20,4,1.97,NA,21
pothvat,pothvat,5,1.86,NA,20,5.75,2.17,NA,20,7,0,NA,20,4.7,1.84,NA,20
poticaj,poticaj,6.7,1.56,NA,20,5.45,2.01,NA,20,7,0,NA,20,5.25,2.22,NA,20
potraga,potraga,5.05,1.76,NA,20,5.05,2.65,NA,20,7,0,NA,20,5.6,1.35,NA,20
potreba,potreba,5.15,1.63,NA,20,4.71,2.26,NA,21,7,0,NA,21,4.67,2.27,NA,21
povijest,povijest,5,1.89,NA,20,4.45,2.8,NA,20,7,0,NA,20,6.15,1.14,NA,20
povratak,povratak,5.8,1.28,NA,20,3.57,2.11,NA,21,6.86,0.65,NA,21,5.1,2.07,NA,21
pozicija,pozicija,6.15,1.39,NA,20,4.2,1.24,NA,20,7,0,NA,20,5.2,1.94,NA,20
poziv,poziv,5.2,2.24,NA,20,5.45,2.39,NA,20,6.9,0.45,NA,20,5,1.52,NA,20
pozvani,pozvani,6.15,1.81,NA,20,4.85,2.13,NA,20,6.95,0.22,NA,20,5.4,1.79,NA,20
