word_spanish,translate_word_english,pos,valence_mean,valence_sd,valence_n,arousal_mean,arousal_sd,arousal_n,concrete_mean,concrete_sd,concrete_n,imagine_mean,imagine_sd,imagine_n,availability_mean,availability_sd,availability_n,familiar_mean,familiar_sd,familiar_n
mentón,chin,N,5.09,0.92,22,4.14,1.46,22,6.5,0.91,22,5.86,1.46,21,4,2.35,22,4.4,1.9,20
mercado,market,N V,5,1.21,20,5.14,2.05,22,4.14,2.1,22,6.24,1.45,21,5.55,1.71,22,5.9,1.34,21
merienda,snack,V N,6.95,1.13,22,4.1,2.51,20,5.45,1.68,22,5.82,1.37,22,6.18,1.01,22,6.82,0.39,22
mérito,merit,N,7.46,1.5,24,6.24,2.39,21,3.15,1.95,20,2.5,1.36,20,4.6,1.88,20,6.05,1.39,20
mero,mere,V N A,4.95,1.5,21,3.9,1.59,20,4.35,2.32,20,3.6,2.33,20,3.25,2.51,20,2.6,1.85,20
mesa,table,N V,5.18,0.73,22,3.6,1.79,20,6.35,1.18,20,7,0,22,6.55,1.06,22,6.91,0.29,22
método,method,N,5,0.53,22,3.86,1.61,22,2.25,1.37,20,1.5,0.74,22,4,1.95,22,5.9,1.52,20
metro,underground,N,4.67,1.02,21,3.85,2.37,20,4.5,1.71,22,6.65,0.75,20,6.05,1.82,20,5.5,1.5,20
mezquita,mosque,N,4.17,1.23,23,4.6,2.52,20,6.38,1.02,21,6.09,1.28,23,4.73,2.31,22,3.85,2.25,20
micrófono,microphone,N,5.36,1.22,22,5.7,2.03,20,6.55,1,20,6.91,0.29,22,5.5,2.04,24,5.8,1.67,20
microscopio,microscope,N,5,0.56,20,3.5,1.82,22,6.95,0.21,22,6.83,0.39,23,5.26,2.2,23,5.25,1.77,20
miedo,fear,N,2.7,1.38,20,6.91,2.14,22,4.14,2.12,22,2.75,1.68,20,5.04,1.85,23,6,1.65,20
miedoso,scary,A N,3.1,1.29,20,6.71,1.79,21,4.67,1.8,21,2.8,1.96,20,4.87,1.77,23,5.52,1.72,21
miel,honey,N,5.76,0.83,21,3.24,1.87,21,6.65,0.59,20,6.68,0.57,22,5.45,1.92,22,6.33,1.15,21
miembro,member,N,5.1,1.09,21,4.59,2.11,22,3.68,2.01,22,3.64,2.04,22,4.55,1.76,20,5.33,1.49,21
militar,military,V A N,3.71,1.61,28,5.78,1.81,23,4.55,1.95,22,6.38,0.86,21,5.14,1.96,21,5.35,1.69,20
millonaria,millionaire,A N,6.93,1.54,28,6.04,2.36,23,4.45,1.97,22,3.95,1.99,21,4.62,2.16,21,4.95,2.04,20
mimo,mime,V N,6.71,1.38,21,3,2.07,22,5.52,1.36,21,5.76,1.58,21,4.9,2.59,20,5.1,1.58,21
mina,mine,N V,3.55,1.44,22,5.86,2.27,22,5.29,1.62,21,6.09,1.27,22,4.45,2.52,20,4.82,1.53,22
minifalda,miniskirt,N,5.75,1.16,20,4.75,1.71,20,6,0.89,21,6.48,1.17,21,5.09,2.14,22,5.82,1.26,22
ministra,minister,V N,3.92,1.79,26,5.6,1.82,20,5.43,1.47,21,4.4,1.98,20,4.45,2.2,22,5.48,1.72,21
misil,missile,N,2.7,1.38,20,7.1,1.45,21,6.23,0.75,22,5.85,1.31,20,4.09,2.15,23,4.48,1.72,21
misterio,mystery,N,5.32,1.49,22,6.6,2.3,20,3.14,1.73,22,1.95,1.36,22,3.91,2,22,5.33,1.49,21
mochila,backpack,N,5.35,0.71,23,3.95,1.73,20,6.45,0.6,22,6.86,0.35,22,6.64,0.66,22,6.82,0.39,22
moco,mucus,N,3.77,1.57,22,4.8,1.79,20,6.05,1.12,21,6.6,0.99,20,6,1.35,23,6.52,0.81,21
modista,dressmaker,N,6.04,1.26,28,3.91,1.68,23,5.82,1.18,22,5.33,1.65,21,4.76,1.76,21,3.95,1.69,21
modular,modular,V A,4.85,0.37,20,3.95,1.62,22,2.45,1.39,20,2,1.67,21,1.95,1.28,20,3.24,2,21
molde,mold,V N,5.25,1.07,20,3.68,1.76,22,3.85,1.84,20,6.24,0.83,21,6.05,1.17,22,5.14,1.53,21
molino,mill,N,5,0.97,20,3.38,1.86,21,6.05,1.47,21,6.68,0.57,22,4.91,2.09,22,5.24,1.7,21
mona,mona,N A,5.9,1.07,20,4.15,2.37,20,5.33,1.49,21,6.5,0.96,22,5.55,1.5,20,5.5,1.7,20
monarquía,monarchy,N,3.36,1.71,22,5.05,2.42,21,5.73,1.7,22,3.68,2.17,22,3.95,2.13,22,5.4,1.76,20
monasterio,monastery,N,4.2,1.4,20,3.1,2.13,20,5.62,1.4,21,6.26,1.14,23,4.67,2.14,24,4.05,2.01,21
monitor,monitor,N,5.36,1.36,22,3.95,1.5,20,5.23,1.45,22,6.1,1.29,20,6.2,1.15,20,6.09,1.19,22
monje,monk,N,4.5,1.57,20,4.14,1.83,22,6.3,0.73,20,5.91,1.27,22,5.14,1.98,22,5.41,1.3,22
montaje,assembly,N,4.96,1.04,24,5.52,1.99,21,3.15,1.46,20,3.45,2.2,22,4.1,2.34,20,4.6,1.93,20
montón,heap,N,5.18,0.96,22,4,1.95,21,2.5,1.68,22,4,1.88,22,4.23,1.95,22,6.05,1.53,22
monumento,monument,N,5.86,1.25,22,4.1,1.77,20,4.45,1.54,20,5.95,1.02,21,5.18,2.02,22,5.7,1.34,20
moño,bun,N,5.8,1.36,20,3.95,1.7,20,5.33,1.88,21,6.64,0.79,22,5.41,1.92,22,6.05,1.73,20
mora,arrears,V N A,5.3,1.08,20,4.05,1.56,22,5.43,1.99,21,6.68,0.72,22,5.05,2.33,20,5.86,1.77,21
mordisco,bite,N,4.45,2.06,22,6.95,1.23,20,5.75,1.33,20,5.9,1.37,20,5.82,1.47,22,6.18,1.1,22
morena,brunette,N A,5.85,1.42,20,4.25,2.24,20,4.6,1.88,20,5.57,1.33,21,6.05,1.96,20,6.43,1.12,21
moribundo,dying,A N,1.64,0.85,22,5.6,2.3,20,5.32,1.46,22,5.5,1.41,22,5.17,2.12,24,4.81,1.78,21
motivo,reason,V A N,5.48,1.27,23,4.86,1.67,22,2.25,1.52,20,1.61,0.94,23,2.73,1.93,22,6.55,0.94,20
moto,bike,N,5.31,1.52,26,6.15,1.84,20,6.29,1.01,21,6.85,0.49,20,6.09,1.51,22,6.65,0.59,20
motosierra,chainsaw,N,3.86,1.7,22,6.55,1.97,22,6.85,0.37,20,6.55,0.94,20,5.25,2.1,20,5.38,1.77,21
móvil,mobile,A N,6.62,1.56,21,5.64,1.87,22,6.23,1.02,22,6.57,1.33,21,6.8,0.7,20,7,0,20
movimiento,movement,N,5.32,1.36,22,5.5,1.96,20,3.85,1.73,20,4.62,1.53,21,4.75,2.19,24,6.7,0.66,20
muelle,spring,A N,5.45,0.74,22,3.1,1.83,20,5.1,1.89,21,6.09,1.41,22,4.7,2.41,20,5.45,1.74,22
muestra,sample,V N,5.33,0.8,21,4.1,1.45,20,2.32,1.43,22,3.57,1.89,21,4.09,2.2,22,5.5,1.73,20
municipio,municipality,N,4.86,0.91,21,3.65,1.66,20,5.24,1.73,21,4.27,1.72,22,4.73,1.88,22,5.14,1.67,22
muñeca,wrist,N,5.57,1.25,21,3.59,1.59,22,5.52,1.86,21,6.68,0.78,22,5.7,2.15,20,6.33,1.24,21
muñeco,doll,N,5.48,1.04,23,3.9,1.77,20,4.67,1.77,21,6.75,0.72,20,6.05,1.4,22,5.67,1.2,21
músculo,muscle,N,5.6,1.35,20,4.77,2.11,22,5.48,1.47,21,5.64,1.4,22,5.68,1.55,22,6.59,0.73,22
musculoso,muscular,A,5.86,0.91,21,4.95,1.91,21,5.5,1.47,20,6.38,0.8,21,6.05,1.29,22,5.35,1.35,20
mutilación,mutilation,N,1.32,0.78,22,7.6,2.3,20,4.25,1.77,20,3.65,2.18,20,3.61,2.23,23,4.45,2.01,20
mutilado,maimed,A N V,1.41,0.59,22,7.5,1.93,20,5.23,1.74,22,5.48,1.73,23,3.59,2.26,22,4.23,2.07,22
nacimiento,birth,N,8.65,0.67,20,5.91,2.47,22,4.15,2.13,20,5.85,1.35,20,6.39,1.03,23,6.35,0.99,20
nación,nation,N,5.32,1.62,22,5.35,1.93,20,4.05,2.01,21,4.45,1.67,20,4.5,2.06,22,5.1,1.52,20
nadadora,swimmer,A N,6.25,1.37,20,3.8,2.09,20,6.14,0.91,21,6.48,0.81,21,5.95,1.84,22,5.62,1.32,21
nariz,nose,N,4.9,1.07,20,3.23,1.63,22,6.45,1.18,22,6.9,0.45,20,6.14,1.64,22,6.86,0.36,21
naufragio,shipwreck,N,2,1.11,22,6.4,2.04,20,5.55,1.76,20,5.52,1.25,21,4.21,2.17,24,4.36,1.94,22
náusea,nausea,N,2.13,1.15,24,6.19,2.09,21,4.77,1.82,22,4.71,1.52,21,5,2.18,20,5,1.55,21
navaja,knife,N,2.35,1.5,20,7.41,2.17,22,6.45,1,20,6.43,0.81,21,4.7,2.4,23,4.68,1.78,22
navajero,navajero,N,2.85,1.83,26,6.9,1.92,20,5.95,1.02,21,3.65,2.18,20,2.73,1.98,22,3.32,1.84,22
navidad,Christmas,N,6.2,1.82,20,5.05,2.77,22,4.8,2.33,20,5.7,1.42,20,6.55,1,20,6.3,0.98,20
necesitar,need,V,5,1.75,22,5.95,1.7,20,2.67,1.68,21,2.1,1.02,20,4.92,2.22,24,6.45,0.76,20
negro,black,A N,4.95,1.17,22,3.86,1.77,21,6.29,0.96,21,6.67,0.73,21,5.05,2.61,22,6.43,1.21,21
nervio,nerve,N,4.42,1.77,24,7.43,1.8,21,4.05,1.85,20,4.29,1.85,21,4.5,2.24,20,5.65,1.39,20
neurótico,neurotic,A N,3.59,1.1,22,6.55,1.67,20,4.74,1.63,23,2.7,1.55,23,3.64,2.06,22,5.45,1.5,20
niebla,fog,N,4.59,1.68,22,4,2.1,20,5.73,1.35,22,6.41,0.67,22,4.5,2.13,22,6.09,1.38,22
nieta,granddaughter,N,6.73,1.69,26,3.6,1.82,20,6.48,1.03,21,3.65,2.08,20,5.23,1.8,22,6.04,1.49,23
niña,girl,N A,6.64,1.19,28,4,2.04,23,5.23,1.74,22,6.9,0.3,21,6.43,1.21,21,6.77,0.87,22
niño,child,N A,7.05,1.28,20,5.3,2.23,20,5.85,1.27,20,6.8,0.41,20,6.5,1.05,20,6.71,0.64,21
nitrógeno,nitrogen,N,5.04,1.15,23,4.45,2.24,22,4.65,2.08,20,2.91,2.13,23,3.5,2.3,22,4.23,1.95,22
noción,notion,N,5.41,0.73,22,3.4,1.82,20,2.9,1.65,20,1.2,0.41,20,2.65,1.92,23,4.82,1.92,22
novedad,novelty,N,6.95,1.25,22,6.45,2.06,20,2.65,1.42,20,2.32,1.36,22,5.14,1.91,22,5.65,1.63,20
novio,boyfriend,V N,6.55,1.67,20,6.09,2.56,22,6.14,0.73,21,5.23,2.02,22,6.41,0.96,22,6.64,0.79,22
obispo,bishop,V N,3.32,1.62,22,3.9,2.51,20,6.65,0.59,20,5.64,1.53,22,4.09,2.27,22,5.32,1.84,22
objeto,object,V N,4.95,0.69,20,3.62,1.72,21,1.73,1.75,22,4,2.27,22,3.86,1.52,22,6.39,1.47,23
obsesión,obsession,N,2.75,1.89,20,6.36,1.65,22,2.36,1.4,22,2.7,1.3,20,4.3,2.18,20,6,1.23,22
olvido,forgot,V N,2.35,1.27,23,5.3,2.64,20,2.6,1.7,20,2.4,1.27,20,3.45,1.77,22,5.55,1.54,20
ombligo,belly button,N,5.23,1.07,22,3.1,1.83,20,6.55,1.01,22,6.86,0.35,22,5.5,2.04,22,6.36,1.05,22
opio,opium,N,3.88,1.87,24,4.05,2.01,21,5.29,2.05,21,3.24,2.1,21,2.65,2.43,20,3.38,1.32,21
oportunidad,opportunity,N,7.9,1.14,21,4.82,1.99,22,3.4,2.09,20,3.24,2,21,4.59,2.11,22,6.45,1.15,20
oposición,opposition,N,4.43,1.62,23,6.23,2.05,22,3.65,1.73,20,2.78,1.57,23,4.36,1.99,22,5.7,1.66,20
optimismo,optimism,N,7.83,0.94,23,4.6,3.08,20,3.05,1.94,21,2.8,1.58,20,3.91,1.87,22,6.2,1.01,20
oración,prayer,N,4.33,1.28,21,3.45,1.7,20,3.24,1.79,21,3.45,1.57,22,4.64,2.24,22,5.67,1.39,21
orfanato,orphanage,N,1.73,0.83,22,6.1,2.1,20,6.1,1.55,20,5.4,1.85,20,5.04,2.08,23,4.52,1.97,21
órgano,organ,N,4.91,0.87,22,5.6,1.73,20,4.62,1.99,21,5.68,1.32,22,5,1.92,20,5.62,1.47,21
orgasmo,orgasm,N,8.15,1.27,20,7.36,2.44,22,5,1.95,22,4,2.29,22,6.14,1.52,22,6.23,1.23,22
otoño,autumn,V N,5.19,1.86,21,3.4,2.11,20,4.95,2.11,20,6.19,0.98,21,6.59,0.67,22,6.35,1.39,20
paciente,patient,A N,4.95,1.53,22,4,1.93,22,5.1,1.51,21,5,1.8,22,5.7,1.38,20,5.81,0.93,21
pacto,pact,V N,5.63,1.38,24,5.43,1.4,21,2.55,1.36,20,3.05,1.79,22,4.9,2.02,20,5.6,1.64,20
página,page,N,5.15,0.99,20,3.68,1.99,22,5.71,1.62,21,6.23,0.97,22,5.65,1.82,23,6.68,0.89,22
pala,shovel,N,4.38,1.02,26,3.5,1.64,20,5.19,1.63,21,6.5,1.24,20,4.95,2.19,22,5.18,1.79,22
palma,palm,N V,5,0.56,20,3.86,1.67,22,4.55,1.92,22,5.85,1.39,20,5.75,1.55,20,5.67,1.2,21
pamela,pamela,N,5.7,1.34,20,4.35,1.95,20,5,1.95,21,6.05,0.92,21,4.05,2.32,22,4.29,2.03,21
panadera,baker,N,5.93,1.15,28,3.83,2.01,23,5.91,1.31,22,6.38,0.8,21,5.95,1.56,21,5.9,1.48,21
pánico,panic,A N,2.2,0.89,20,7.35,1.6,20,3.05,1.56,22,3.9,1.89,20,5.32,1.52,22,5.14,1.75,22
pantano,swamp,N,5.32,1.49,22,4.7,2.3,20,5.86,1.08,22,5.95,1.17,22,5.59,1.68,22,5.59,1.44,22
pañuelo,handkerchief,N,4.26,0.96,23,3.95,2.19,20,6.3,1.03,20,6.82,0.39,22,6.14,1.42,22,6.33,1.2,21
papa,Pope,V N,7,2.05,21,4.5,1.92,22,5.4,1.82,20,6.43,1.12,21,6.05,1.73,20,6.5,0.8,22
papel,paper,N,5.32,0.95,22,3.73,1.55,22,5.15,2.01,20,6.91,0.29,22,6.55,1.1,22,6.4,1.31,20
paracaídas,parachute,N,6.65,1.6,20,6.86,2.47,22,6.9,0.3,21,6.73,0.55,22,4.91,2.54,23,5.43,1.78,21
paraguas,umbrella,N,3.15,1.63,20,5.3,1.87,20,6.29,1.01,21,7,0,23,6.64,0.66,22,6.5,0.89,20
pared,wall,N,4.77,0.61,22,3.45,1.76,20,6.32,0.95,22,6.55,1,20,6,1.54,22,6.52,1.17,21
parque,park,N,7.18,1.16,28,3.35,2.37,23,4.55,1.82,22,6.81,0.68,21,6.19,1.17,21,6.76,0.54,21
párrafo,paragraph,N,4.8,0.52,20,4.05,1.47,20,5.41,1.4,22,5.75,1.68,20,4.59,1.94,22,6.23,1.11,22
partera,midwife,N,4.85,1.42,20,6,2.08,20,4.9,1.64,21,2.64,1.89,22,2.68,1.73,22,2.74,1.68,23
parto,delivery,V N A,7.39,2.15,23,7.64,1.29,22,5.45,1.77,22,6.05,1.24,21,6.23,1.54,22,4.85,2.08,20
pasado,past,N V,5.5,2.22,22,5.3,2.03,20,2.6,1.76,20,3.15,1.87,20,5.86,1.46,22,6.14,1.73,22
pase,pass,V N,4.9,1.04,21,3.75,1.68,20,3.1,1.52,20,4.83,2.19,23,4.05,2.14,20,4.85,1.84,20
pasillo,aisle,N,4.7,1.03,20,3.77,1.69,22,5.7,1.26,20,6.32,0.89,22,4.36,2.11,22,6.1,1.26,21
pasión,passion,N,7.96,0.98,23,6.7,3.03,20,2.95,1.85,20,4.05,1.79,20,5.86,1.55,22,6.55,1.19,20
pasividad,passivity,N,3.8,1.4,20,3.27,2.12,22,2.85,1.6,20,2.22,1.41,23,3.74,2.4,23,5,1.56,20
pasta,pasta,N V,5.95,1.25,22,4.82,1.89,22,3.7,1.72,20,6.59,0.67,22,6.3,1.56,20,6.9,0.3,21
pastor,pastor,N,5.1,0.85,20,3.36,1.56,22,6.09,1.23,22,6.45,0.76,20,4.8,2.44,20,5.73,1.49,22
pata,leg,N,4.9,0.54,21,3.3,1.89,20,5.09,1.87,22,6.6,0.75,20,5.3,2.32,20,5.91,1.44,23
patente,patent,V A N,5.14,0.91,21,4.27,1.7,22,3.95,1.76,22,1.83,0.94,23,2.86,1.75,22,3.95,1.5,22
patinadora,skater,N,6.12,1.45,26,4.7,2.05,20,6.19,0.93,21,5.85,1.6,20,5.68,1.62,22,5.05,1.86,21
patrón,pattern,N,4.7,0.86,20,4.18,1.5,22,3.62,1.88,21,3.95,2.34,22,3.8,1.99,20,4.5,1.64,20
patronato,patronage,N,4.8,0.52,20,3.45,1.74,22,4.43,1.9,23,2.87,2.28,23,2.32,1.89,22,2.1,1.58,21
pausa,pause,N V,5.29,1.38,21,2.35,1.42,20,4.14,2.23,22,2.74,1.63,23,4.95,2.52,20,5.55,1.37,22
pausado,paused,A V,4.86,1.25,22,2.68,1.52,22,3.95,1.54,20,2.48,1.91,21,3.36,2.08,22,4.77,1.77,22
pavimento,pavement,N,4.68,0.84,22,3.75,1.65,20,5,1.48,22,5.05,1.86,22,3,2.02,24,4.3,2.13,20
peca,sins,N V,5.45,1.7,20,3.25,1.71,20,5.29,2.12,21,6.05,1.17,22,5.45,1.84,22,5.14,1.68,21
pecado,sin,N V,4.08,1.89,24,4.81,2.58,21,3.77,1.6,22,2.18,1.74,22,4,2.47,20,5.3,1.34,20
pecar,to sin,V,3.27,1.58,22,6.45,1.99,20,4.05,1.86,22,2.04,1.58,23,4.32,1.94,22,5.15,1.63,20
pedazo,piece,N,4.9,1.18,21,4.05,2.01,20,3.45,1.95,22,4.43,1.99,21,4.09,1.93,22,5.64,0.85,22
pediatra,pediatrician,N,5.77,1.61,26,3.6,1.96,20,6.48,0.81,21,5.4,1.79,20,5.64,1.53,22,5.05,2.19,20
pedófilo,pedophile,N,1.14,0.35,22,8,0.86,20,5.5,1.71,22,3.1,2.29,20,3.52,2.43,23,4.05,2.27,21
peinado,hairstyle,A N V,6.45,1.23,20,3.75,1.97,20,3.71,1.65,21,6.05,1.4,21,6.23,1.41,22,6.59,0.96,22
peligro,danger,V N,2.5,1.19,20,7.36,1.65,22,2.9,2.13,20,3.33,1.28,21,5.14,1.67,22,6,1.62,20
pelota,ball,N,6.04,1.46,23,4.15,2.56,20,5.91,1.51,22,7,0,21,6.55,0.91,22,6.38,0.92,21
peluca,wig,N,4.68,1.25,28,3.87,2.22,23,6.36,0.58,22,6.71,0.72,21,4.62,2.2,21,5.4,1.79,20
peluquera,hairdresser,N,5.6,0.99,20,4.15,1.95,20,6.29,0.85,21,6.43,1.25,21,6.5,0.91,22,6.48,1.21,21
peluquero,hairdresser,N,5.55,1.05,20,4.45,2.11,20,6.14,1.01,21,6.52,1.12,21,6.32,1.36,22,6.1,1.34,21
pendiente,slope,A N,5.33,1.11,21,4.45,1.96,20,4.95,2.01,20,6.45,1.01,22,6.2,1.11,20,5.86,1.73,22
pene,penis,V N,5.77,1.48,22,6.6,1.96,20,6.82,0.39,22,6.87,0.34,23,5.95,1.43,22,6.43,1.21,21
penetración,penetration,N,5.95,1.99,22,7.55,1.43,20,4.8,1.82,20,4.82,2.34,22,6.18,1.47,22,6.38,0.8,21
pensión,pension,N,4.85,1.5,20,4.3,1.69,20,4.1,1.37,20,4.35,1.63,20,3.5,2.18,22,5.68,1.59,22
perdición,perdition,N,2.74,1.29,23,5.91,2.37,22,2.86,1.36,22,2.23,1.97,22,3.95,2.4,22,4.52,1.44,21
pérdida,loss,N,1.55,0.96,22,7.8,1.15,20,2.4,1.73,20,3.09,2,22,5.75,1.54,24,6.25,1.52,20
perdido,lost,V A N,2.7,1.3,20,6.29,1.79,21,3.6,1.35,20,2.8,1.58,20,4.8,1.47,20,6.05,1.09,22
perezoso,lazy,A N,4.6,1.23,20,2.24,1.37,21,5.17,1.59,23,4.83,1.8,23,5,1.77,22,6.33,0.73,21
perfil,profile,N,5.19,0.51,21,4.5,1.6,22,3.48,1.4,21,4,1.83,22,5.5,2.12,20,6.05,1.46,22
periódico,newspaper,A N,5.61,1.1,28,4.04,2.03,23,5.32,1.91,22,6.9,0.3,21,6.24,0.94,21,6.65,0.78,23
persecución,persecution,N,2.73,1.49,22,7.25,2.4,20,4.05,1.82,20,4.8,1.91,20,4.74,2.16,23,4.35,2.35,20
perversión,perversion,N,2.55,1.63,22,7.95,1.15,20,3.71,1.62,21,2.8,1.24,20,3.67,1.95,24,3.85,1.79,20
pervertido,perverted,A N V,2.23,2.07,22,6.95,1.32,20,5.04,1.64,23,4.17,2.23,23,4.45,2.22,22,5.55,1.53,22
pesadilla,nightmare,N,2.09,1.02,22,7.05,1.54,20,4.38,1.69,21,3.57,1.47,21,5.27,1.75,22,6.18,1.18,22
pesimismo,pessimism,N,2.09,1.04,23,7.3,1.34,20,4.36,1.84,22,2.43,1.47,21,3.5,1.85,22,5.64,1.26,22
pesimista,pessimistic,A N,2.23,0.91,26,4.95,2.54,20,4.76,2.23,21,2.55,1.82,20,3.23,2.14,22,5.65,1.92,23
petróleo,oil,N,3.77,1.66,22,4.75,2.17,20,6.45,0.74,22,5.75,1.48,20,5.09,1.95,22,5.75,1.52,20
picaresca,picaresque,A N,5.73,1.28,22,5.5,2.01,20,3.45,1.97,22,2.22,1.38,23,2.73,1.83,22,3.64,1.94,22
pie,foot,N,4.9,0.62,21,3.81,1.78,21,6.27,1.35,22,6.86,0.47,22,6.27,1.45,22,6.55,0.76,20
pieza,piece,N,4.85,0.49,20,3.86,1.82,21,4.09,2.2,22,4.95,1.81,22,5.05,2.06,22,5.55,1.96,20
pila,stack,N,4.9,0.94,21,4.27,2.07,22,5.33,2.13,21,6.55,1.28,20,5.15,2.03,20,5.95,1.36,20
piloto,pilot,V N,5.35,1.35,26,5.95,2.09,20,5.19,1.4,21,6.2,1.2,20,6,1.35,22,5.95,1.33,22
pincel,brush,N,5.5,1.37,22,3.6,1.73,20,6.19,1.25,21,6.86,0.47,22,5.38,2.32,24,5.33,1.53,21
pinchazo,puncture,N,2.95,1.13,22,6.73,1.52,22,4.83,1.85,23,5.83,1.53,23,5.86,1.55,22,5.91,1.48,22
pino,pine,N A,5.77,1.41,22,2.65,1.79,20,6.09,1.41,22,6.1,1.48,21,5.25,2.38,20,5.62,1.4,21
pinta,pint,V N A,5.05,1.2,21,3.68,1.99,22,3.32,1.59,22,3.23,2.39,22,4.65,2.41,20,4.85,2.18,20
pintora,painter,N,6.55,1.19,20,2.85,1.57,20,5.29,1.1,21,6.18,1.3,22,4.91,1.82,22,5.35,2.13,20
pipa,pipe,N V,5.14,0.89,22,3.75,1.62,20,5.41,1.79,22,6.57,0.95,23,4.55,2.01,20,5.7,1.61,23
pirata,pirate,A N,4.69,1.89,26,5.9,2.02,20,5.48,1.4,21,6.4,1.23,20,4.86,1.93,22,5.33,1.91,21
pirómano,arsonist,N,1.85,1.23,20,7.4,1.14,20,5.86,1.15,21,4.55,2.14,20,4.7,2.03,23,5.09,1.72,22
pista,track,N V,5,1.22,21,4.1,1.92,21,2.9,2.05,21,4.2,2.19,20,4.85,2.46,20,5.52,1.54,21
placer,pleasure,V N,8.39,0.99,23,6.05,3.3,20,2.85,2.03,20,4.76,2,21,6.23,1.19,22,6.55,0.89,20
placidez,placidity,N,6.87,1.32,23,4.32,3.17,22,3.68,1.89,22,2.32,1.7,22,3.23,2.02,22,3.48,1.69,21
plan,plan,N,5.73,1.42,22,6,1.38,20,3.14,1.88,22,2.65,1.61,23,3.83,2.04,24,6,1.18,21
plano,plane,A N,4.85,0.75,20,3.23,1.51,22,4.24,2.07,21,4.95,1.66,21,4.5,2.02,22,5.62,1.16,21
plástico,plastic,A N,4.45,1.06,22,3.85,1.79,20,4.9,1.83,20,5.65,1.42,20,4.71,2.26,24,6.43,0.87,21
plato,plate,N,5.55,0.86,22,3.36,1.89,22,5.09,2.09,23,6.96,0.21,23,6.05,1.73,22,6.75,0.72,20
pluma,pen,N,5.95,1.32,20,2.05,1.32,20,4.81,1.89,21,6.86,0.35,22,5.14,2.12,22,5.3,1.95,20
pobreza,poverty,N,1.48,0.59,23,7.35,1.66,20,3.7,1.98,20,3.64,1.79,22,6.14,0.99,22,6.5,1,20
poderío,power,N,5.27,1.91,22,6,2.05,20,2.36,1.22,22,2.13,1.06,23,3.79,2.06,24,4.35,1.97,23
poetisa,poet,N,6.12,1.7,26,3.35,2.21,20,6.05,1.12,21,2.75,2.02,20,3.36,2.22,22,4.36,1.89,22
polo,pole,N,5.27,0.94,22,4,1.95,22,4.64,1.76,22,6.1,1.34,21,5,1.97,20,5.1,1.68,20
pompa,pomp,N,5.91,1.02,22,4.32,1.89,22,5.14,1.74,21,6.41,1.37,22,4.95,2.14,20,3.65,2.28,20
porción,portion,N,5.27,0.77,22,3.95,1.61,20,3.29,1.65,21,5.55,1.43,20,4.7,2.05,20,4.32,1.64,22
pornografía,pornography,N,3.48,2.17,23,6.32,2.3,22,4.85,1.79,20,6.29,1.01,21,5.55,1.82,22,5.77,1.63,22
portería,goal,N,4.9,1.26,21,3.55,1.79,20,5.41,1.62,22,6.52,0.95,23,5.41,2.04,22,5.71,1.93,21
portero,goalie,A N,5.09,0.61,22,3.6,1.96,20,5.5,1.14,22,6.41,0.73,22,5.8,1.28,20,6.05,1.46,22
pórtico,porch,N,5.42,1.45,26,3.5,2.04,20,5.62,1.4,21,5.4,1.64,20,3.27,2.12,22,2.5,1.6,22
posadera,innkeeper,N,4.95,1.36,20,4.2,1.7,20,4,1.92,21,4.18,2.08,22,2.91,2.2,22,2.91,1.72,22
posición,position,N,5.2,0.7,20,3.86,1.64,22,2.25,1.74,20,2.09,1.15,22,4.22,2.3,23,6.25,1.55,20
pozo,pit,N,4.22,1.38,23,5.55,2.56,20,6.45,0.69,20,6.85,0.49,20,5.77,1.74,22,5.48,1.78,21
precipicio,cliff,N,3.14,1.59,21,6.45,1.57,22,5.65,1.35,20,5.9,1.22,21,5.27,2.23,22,4.19,2.16,21
pregón,proclamation,N,4.76,1.34,21,3.65,2.03,20,5.13,1.98,23,5.17,2.08,23,4.23,2.27,22,3.57,1.96,21
premio,prize,V N,7.68,0.94,28,6.3,2.42,23,4.23,2,22,4.81,1.89,21,5.1,2.05,21,6.27,0.98,22
prensa,press,N V,4.7,1.34,20,4.18,1.65,22,4.2,2.07,20,6.19,1.33,21,5.75,1.55,20,6.25,1.25,20
preocupación,concern,N,2.21,1.18,24,7.24,2.21,21,3.75,2.15,20,2.81,1.12,21,4.95,1.88,20,6.75,0.55,20
presa,dam,N A,3.5,1.3,22,5.09,2.02,22,3.91,1.97,22,5.18,1.74,22,4.45,2.5,20,4.52,1.78,21
presentador,presenter,N,5.7,1.3,20,5.2,1.74,20,4.57,1.63,21,6,1.45,22,5.86,1.55,22,6.05,1.13,22
presentadora,presenter,N,5.31,1.09,26,4.75,1.83,20,5.14,1.59,21,5.7,1.49,20,6.41,0.96,22,6.23,1.23,22
presente,present,V A N,6.87,1.29,23,5.1,2.53,20,2.95,1.76,20,3.19,2.02,21,4.73,2,22,6.35,1.09,20
preservativo,condom,A N,6.17,1.44,23,5.36,2.13,22,6.5,0.95,20,6.82,0.39,22,6.36,1,22,5.77,1.6,22
presión,pressure,N,2.85,1.5,20,6.73,1.16,22,3.05,1.29,22,2.48,1.16,23,3.95,1.96,22,5.57,1.25,21
