word_spanish,translate_word_english,color_mean,color_sd,motion_mean,motion_sd,grasp_mean,grasp_sd,pain_mean,pain_sd,sound_mean,sound_sd,taste_mean,taste_sd,smell_mean,smell_sd,boi_mean,concrete_mean,imagine_mean,category,pc1_scores,pc2_scores
manga,sleeve,3.52,1.66,2.88,1.67,6.67,1.55,1.42,0.5,1.26,0.44,2.55,1.52,1.88,1.3,5.61,5.26,5.54,Utensilios de cocina (A kitchen utensil),-1.16,-0.79
mantel,tablecloth,4.56,1.9,2.4,1.12,7.13,1.45,1.69,0.88,1.61,0.8,2.94,1.64,2.44,1.36,5.79,6.38,6.04,Utensilios de cocina (A kitchen utensil),-1.11,-0.27
manto,cloak,4.09,1.84,2.52,1.33,6.63,1.17,1.58,0.99,1.45,0.81,2.53,1.27,2.68,2.04,5.25,4.53,5.46,Flores (A flower),-1.08,-0.43
manzana,apple,6.36,1.25,2.48,1.29,7.79,0.41,1.88,1.07,1.58,0.67,7.31,0.82,4.6,1.68,6.1,6.13,6.58,Frutas (A fruit),-1.43,2.07
mapa,map,4.67,2.25,2.08,1.32,7.04,1.04,1.69,1.05,1.42,0.56,2.45,1.15,2.16,1.68,5.18,4.83,6.17,NA,-1.16,-0.49
marco,framework,4.28,1.59,1.44,0.58,6.17,1.67,3.08,1.57,2.06,1.34,2.38,1.07,1.44,0.71,4.9,4.42,5.62,Dinero (A kind of money),-0.7,-0.97
mariposa,butterfly,7.25,0.72,7.44,0.82,6,1.74,1.12,0.33,1.23,0.5,2.75,1.68,1.76,1.27,4.32,6.24,6.66,Insectos (An insect),-0.36,0.92
mechero,lighter,4.85,1.73,3.36,1.41,7.88,0.34,4.77,1.86,2.32,0.98,1.97,1.28,3.52,2.18,6.17,6.65,6.55,Utensilios de cocina (A kitchen utensil),-0.05,-0.13
medalla,medal,5.91,2.05,2.24,1.01,7.67,0.56,2.38,1.55,2.19,0.79,2.69,1.31,2.12,1.33,5.76,5.63,6.39,Graduaciones militares (A military title),-0.82,-0.07
merienda,snack,4.94,2.03,2.24,1.23,6.63,1.58,1.69,0.74,1.87,1.06,7.34,1.31,5.08,1.87,4.45,6.09,5.84,NA,-1.33,1.77
merluza,hake,3.09,1.71,6.08,1.8,5.5,1.96,2,1.1,1.77,0.8,6.53,1.59,5.72,1.62,5.22,5.94,5.97,Peces (A fish),-0.57,1.63
mermelada,marmalade,6.58,1.44,2.32,1.44,6.46,1.86,1.46,0.76,1.45,0.68,7.56,0.62,5.32,1.77,5.97,5.9,NA,NA,-1.41,2.41
metralleta,machine gun,4.21,2.25,3.96,1.7,4.83,2.01,8,0,7.29,1.3,1.56,0.67,2.4,1.71,5.02,6.42,5.85,Armas (A weapon),2.42,-0.81
mora,blackberry,6.52,1.25,2.12,1.09,7.5,0.72,1.42,0.58,1.29,0.46,7.16,0.92,4.8,2.02,5.66,4.84,6.21,Frutas (A fruit),-1.6,2.11
mosca,housefly,3.83,2.12,7.52,0.77,5.79,2.17,1.46,0.58,2.71,1.57,1.53,0.98,1.4,0.71,4.66,6.11,6.5,Insectos (An insect),0.12,-0.54
mula,mule,3.84,2.03,7.04,0.79,1.5,0.59,4.27,2.25,4.65,1.33,4.22,1.77,5.96,1.49,4.73,6.17,5.45,Animales de cuatro patas (A four-footed animal),1.57,1.35
muñeca,doll,5.52,1.73,3.04,1.43,7.33,0.82,2.27,1.37,2.26,1.09,3,1.59,2.44,1.5,6.27,5.71,NA,Juguetes (A toy),-0.71,0.09
muro,wall,2.5,1.32,1.16,0.37,1.38,0.71,4.31,2.09,2.87,1.98,1.84,0.95,1.6,0.71,5.12,5.66,6.28,Partes de un edificio (A part of a building),0.29,-1.68
nevera,fridge,3.13,1.81,1.6,1,2.79,1.93,3.23,2.08,2.65,1.08,2.63,1.74,4.88,1.9,6,6.3,6.23,Utensilios de cocina (A kitchen utensil),-0.06,-0.22
nido,nest,3.43,1.59,1.8,1.12,5.33,1.69,1.62,1.02,2.35,1.33,2.09,1.2,3.52,1.9,4.93,5.4,6.33,NA,-0.74,-0.58
novela,novel,3.06,1.56,2.28,1.43,7.04,1.12,2,1.23,1.9,1.35,2.59,1.39,2.48,1.81,5.09,5.99,5.87,Material de lectura (A type of reading material),-1,-0.83
nudo,knot,2.42,1.39,1.76,1.01,5.88,2.01,2.85,1.64,1.32,0.6,2.38,1.29,1.16,0.37,5.55,4.77,5.23,Unidades de longitud (A unit of distance),-0.95,-1.57
nuez,walnut,3.53,1.9,1.92,1.12,7.75,0.44,2.35,1.2,2.55,1.57,6.53,1.44,3.2,1.71,6.42,5.72,5.31,Condimentos (A substance for flavoring food),-1.22,0.5
olla,pot,3.58,1.8,2.32,1.35,6.13,1.63,4.27,1.8,4.45,1.75,2.56,1.64,2.8,1.55,5.81,5.96,6.19,Utensilios de cocina (A kitchen utensil),0.33,-0.67
órgano,organ,5.24,2,3.88,2.42,3.63,1.93,3.35,2.35,4.35,2.56,2.44,1.54,4.16,2.43,4.03,4.77,5.59,Instrumentos musicales (A musical instrument),0.74,0.44
oso,bear,4.75,2.06,6.88,0.93,1.29,0.86,6.19,1.77,6.13,1.38,4.31,1.75,6.08,1.53,4.05,6.38,5.34,Animales de cuatro patas (A four-footed animal),2.43,1.59
oveja,sheep,3.15,2.08,6.76,0.83,2.63,1.69,2.73,1.64,4.13,1.48,5.44,1.97,6.2,1.38,5.07,6.21,6.32,Animales de cuatro patas (A four-footed animal),0.78,1.56
palma,palm,3.24,1.87,4.08,1.82,5.13,2.66,3.27,1.87,3.45,2.06,2.94,1.61,2.92,2,5.19,4.05,6.42,Unidades de longitud (A unit of distance),0.17,-0.39
palo,stick,2.75,1.63,2.6,1.53,7.58,0.58,5.15,1.62,2.48,1.26,2.55,1.15,2.08,1.29,6.18,5.27,5.18,Armas (A weapon),-0.18,-1.15
paloma,dove,3.56,2.14,7.52,0.77,4.83,2.16,2.58,1.86,3.06,1.29,3.97,2.19,4.76,1.96,4.92,6.42,6.39,Aves (A bird),0.43,0.97
pantalla,screen,6.13,1.72,1.88,1.45,4.71,2.48,3.42,2.02,2.77,1.65,2.44,1.24,1.48,0.92,5.24,4.93,5.55,NA,-0.13,-0.34
pantalón,trousers,4.67,1.75,3.36,1.7,7.46,0.72,1.88,0.95,1.58,0.72,2.81,1.12,2.8,1.91,6.27,6.34,6.37,Prendas de vestir (An article of clothing),-0.95,-0.06
papel,paper,2.42,1.8,2.72,1.51,7.83,0.38,2.12,1.24,1.58,0.5,3,1.34,2.64,1.87,6.39,5.8,6.4,Combustibles (A type of fuel),-1.15,-0.82
parche,patch,2.73,1.42,1.76,0.97,7.13,1.36,1.73,1.08,1.39,0.84,2.31,1.12,1.6,1.12,5.26,5.11,5.93,NA,-1.3,-1.32
pared,wall,3.06,1.62,1.08,0.28,1.25,0.85,4.12,1.95,2.48,1.67,2.09,1.09,1.92,1,4.64,6.25,5.83,Partes de un edificio (A part of a building),0.16,-1.35
pasaporte,passport,3.3,1.93,2.96,1.51,7.54,0.93,1.46,0.65,1.23,0.43,2.72,1.25,1.92,1.41,4.98,5.59,5.91,NA,-1.28,-0.79
pasta,pasta,2.94,1.81,2,1.04,6.83,1.43,1.62,0.98,1.65,0.8,7.5,0.76,4.64,1.63,5.45,4.07,5.65,Dinero (A kind of money),-1.58,1.04
pastel,cake,5.79,1.82,2.08,1.08,7.04,0.95,1.54,0.65,1.71,1.01,7.97,0.18,5.36,2.04,6.07,5.86,6.63,Colores (A color),-1.5,2.26
peine,comb,3.36,1.45,3.76,1.56,7.96,0.2,2.42,1.45,1.74,1.12,2.53,1.19,1.96,1.59,6.26,6.67,6.24,NA,-0.83,-0.75
pelota,football,5.88,1.69,6.52,1.42,6.92,1.32,3.69,1.78,3.35,1.33,2.53,1.02,2.24,1.45,6.54,5.92,6.21,Juguetes (A toy),0.52,0.38
pera,pear,5.18,1.69,2.36,1.55,7.67,0.56,1.54,0.58,1.35,0.55,6.78,1.43,4.52,1.78,6.39,6.01,5.55,Frutas (A fruit),-1.56,1.54
percha,peg,3.52,1.62,2.08,1,7.63,0.58,2.38,1.36,2.03,1.28,2.28,1.02,1.28,0.54,6.07,6.36,6.61,Muebles (An article of furniture),-0.97,-1.17
persiana,blind,2.3,1.31,3.56,1.56,5.08,2.24,3.23,1.82,3.87,1.63,2,1.11,1.92,1.04,5.59,6.28,6.17,NA,0.23,-1.27
pez,goldfish,5,2.03,7.2,0.87,4.71,1.97,2.31,1.29,1.74,0.73,5.28,2.04,4.8,1.87,5.1,5.17,6.77,Peces (A fish),-0.08,1.73
piedra,stone,2.44,1.61,1.84,1.21,7.25,0.94,5.77,1.7,3.68,1.81,1.75,1.32,2.24,1.45,5.83,6.3,6.24,Armas (A weapon),0.27,-1.52
pincel,paintbrush,3.53,1.72,4.64,1.55,7.58,0.65,2,1.2,1.52,0.77,2.31,1.33,2.96,1.88,6.05,6.35,5.86,Herramientas (A carpenter's tool),-0.76,-0.34
pino,pine,5.59,1.7,2.48,1.92,2.13,1.26,3.5,2.12,2.26,1.37,3.78,1.83,5.76,1.83,4.82,6.21,6.52,Árboles (A tree),0.12,1.19
placa,plate,4,2.06,1.6,0.96,6.25,1.89,3.27,1.95,2.71,1.51,2.13,1.1,1.64,0.76,4.72,3.4,5.21,NA,-0.45,-1.05
puente,bridge,3.28,1.3,1.56,0.96,1.04,0.2,4.31,2.11,3.32,1.97,2.03,1.18,2.08,1.08,4.4,NA,5.7,Tipos de viviendas (A type of human dwelling),0.54,-1.2
puerta,door,3.58,1.66,4.4,1.53,3.92,2.15,4.15,1.85,4.13,1.54,2.31,1.06,1.92,1.15,5.75,6.32,5.8,Partes de un edificio (A part of a building),0.78,-0.74
radio,radio,3.13,1.58,1.76,1.01,6.71,1.08,2.46,1.36,5.23,1.61,2.22,1.07,1.48,0.77,5.61,5.81,6,Elementos químicos (A chemical element),-0.04,-1.27
raíz,root,3.06,1.94,1.48,0.92,5.58,1.98,1.96,1.15,1.06,0.25,3.66,1.84,3.36,2.04,4.43,5.24,5.8,Árboles (A tree),-1.25,-0.39
rama,branch,3.48,1.86,3.4,1.76,6.63,1.41,3.73,1.73,2.68,1.08,3.09,1.49,3.04,1.65,5.48,4.72,6.11,Árboles (A tree),-0.21,-0.34
rana,frog,6.15,1.5,7.04,1.1,5.58,2,1.77,0.82,3,1.15,3.63,2.03,4.12,1.72,5.27,6.37,6.27,Animales de cuatro patas (A four-footed animal),0.19,1.45
ratón,mouse,3.61,1.6,7.52,0.77,5.71,2.27,2.77,1.31,2.77,1.38,2.75,1.67,4.44,2.08,5.17,5.95,6.21,Animales de cuatro patas (A four-footed animal),0.4,0.55
red,net,2.3,1.59,3.48,1.48,5.71,1.57,3.42,1.55,1.74,0.82,2.28,1.08,1.56,0.92,4.27,4.7,5.91,Tejidos (A kind of cloth),-0.42,-1.33
reja,grille,3.13,1.79,1.6,1.12,3.54,1.72,3.77,1.97,3.13,1.67,2.06,0.98,1.92,1.22,4.64,6.12,5.83,NA,0.07,-1.26
repisa,shelf,2.71,1.4,1.24,0.44,3,1.5,3.54,2.1,1.94,1.21,2,1.08,1.48,0.92,4.68,5.71,5.43,Muebles (An article of furniture),-0.32,-1.58
robot,robot,4.36,1.98,5.36,1.11,3.79,1.86,4,2.1,4.65,1.66,1.81,0.86,2,1.35,4.51,5.48,6.1,Juguetes (A toy),1.12,-0.49
rosario,rosary,3.41,1.62,2.44,1.19,7.13,1.33,2.31,1.64,1.77,0.92,2.25,1.16,1.88,1.72,4.81,5.64,5.77,Nombres de mujer (A girl's first name),-0.92,-0.99
rueda,wheel,3.58,2.21,6.68,0.8,4.63,1.86,3.92,2,3.23,1.38,1.44,0.67,3.28,2.11,5.71,6.08,6.48,Vehículos (A type of vehicle),0.87,-0.29
sábana,bed sheet,3.53,2.06,2.84,1.25,6.92,1.41,1.46,0.65,1.68,0.87,2.97,1.49,3.48,1.94,5.85,5.9,6.45,NA,-1.07,-0.2
sable,sabre,4.25,2.09,3.6,1.85,5.75,2.17,6.31,2.22,4.45,1.73,2,1.32,2.16,1.52,4.62,6.41,4.88,Armas (A weapon),1.08,-0.74
sartén,skillet,4.09,1.83,3.08,1.08,7.58,0.58,4.96,1.75,3.87,1.86,2.56,1.5,2.88,1.51,6.15,6.51,5.58,Utensilios de cocina (A kitchen utensil),0.29,-0.43
semilla,seed,2.94,1.59,1.92,1.41,7.54,0.83,1.31,0.55,1.16,0.52,4.84,1.46,2.08,1.12,4.68,5.55,5.46,Árboles (A tree),-1.7,-0.41
señal,signal,6.25,1.59,1.96,1.27,4.46,2.02,3.15,2.07,2.42,1.84,1.91,0.86,1.4,0.76,3.56,4.3,4.81,NA,-0.19,-0.45
serpiente,rattlesnake,6.38,1.31,7.24,0.88,4.17,2.24,6.12,1.51,2.94,1.5,3.22,2.22,3.32,1.49,4.56,6.05,6.2,Serpientes (A snake),1.36,1.01
servilleta,napkin,2.58,1.7,3.04,1.59,7.71,0.62,1.23,0.43,1.39,0.92,2.75,1.44,2.08,1.35,6.34,6.68,6.29,Utensilios de cocina (A kitchen utensil),-1.32,-0.94
sierra,saw,3.64,1.76,4.04,2.13,6.42,1.95,6.42,1.81,5.42,1.84,1.97,1.12,2.8,2.08,4.37,5.47,5.81,Herramientas (A carpenter's tool),1.35,-0.69
silla,chair,3.21,1.52,2.96,1.57,6.29,1.52,3.96,1.73,3.1,1.58,2.38,1.16,1.56,0.87,6.75,6.52,6.54,Muebles (An article of furniture),-0.06,-1.11
sotana,cassock,3.84,2.24,2.8,1.61,6.21,1.72,2.42,1.94,1.29,0.46,1.91,0.86,2.56,2.04,4.9,6.27,5.85,NA,-0.79,-0.71
tabique,partition,2.27,1.38,1.4,0.91,1.96,1.3,4.12,2.07,3.58,2.05,1.81,1.12,1.48,0.92,4.17,6.1,4.82,Partes de un edificio (A part of a building),0.4,-1.75
tablero,board,3.27,1.31,2.32,1.31,6.13,1.75,3.54,1.94,2.55,1.29,2.19,1.06,1.96,1.43,5.12,4.84,5.76,Muebles (An article of furniture),-0.34,-1.08
taburete,stool,3,1.37,2.36,1.25,6.33,1.01,3.54,1.75,3.29,1.46,2.5,1.14,1.56,0.82,6.49,6.14,5.86,Muebles (An article of furniture),-0.22,-1.2
tambor,drum,3.79,1.67,3.8,1.87,5.71,1.9,3.04,1.87,6.1,1.49,2.22,0.83,1.6,1.22,6.37,6.15,6.21,Instrumentos musicales (A musical instrument),0.77,-0.81
tanque,tank,3.78,1.86,4.88,1.94,1.13,0.45,7,1.96,7.16,1.44,1.44,0.72,2.48,1.85,4.35,5.22,5.99,Armas (A weapon),2.73,-0.79
tapiz,tapestry,4.97,1.79,1.44,0.71,4.29,1.73,2.08,1.16,1.77,0.8,2.19,1.23,2.72,1.57,5.02,5.23,5.41,NA,-0.69,-0.39
tapón,cap,3,1.73,2.88,1.72,7.88,0.45,2.04,1.11,2.1,1.19,2.38,1.18,1.76,1.33,5.27,5.87,5.93,Utensilios de cocina (A kitchen utensil),-0.95,-1.05
taxi,taxi,5.38,2.09,6.68,1.07,1.79,1.44,4.23,2.41,4.74,1.61,2,1.22,3.52,2.02,5.32,6.32,6.65,Vehículos (A type of vehicle),1.7,0.47
taza,cup,4.28,1.94,3.08,1.61,7.88,0.34,2.69,1.23,2.45,1.26,2.91,1.49,2.08,1.66,5.86,5.99,5.34,Utensilios de cocina (A kitchen utensil),-0.67,-0.43
tele,tv,5.52,2.27,2.16,1.4,3.88,2.01,4.12,1.93,5.13,1.75,2.09,1.06,1.56,0.92,5.5,6.03,6.34,NA,0.8,-0.58
tenedor,fork,3.39,1.9,3.68,1.65,7.92,0.28,4.46,1.77,2.74,1.26,3.13,1.77,1.56,1,6.19,6.29,6.41,Utensilios de cocina (A kitchen utensil),-0.19,-0.8
tigre,tiger,6.81,0.93,7.32,0.8,1.42,0.72,6.81,1.06,6.16,1.19,3.81,1.79,5.68,1.63,3.88,6.49,6.36,Animales de cuatro patas (A four-footed animal),2.74,2
timbre,doorbell,3.45,2.09,2,1.22,6,1.87,1.92,0.84,5.45,1.91,2.47,1.08,1.24,0.52,4.8,5.51,6.13,Partes de un edificio (A part of a building),0,-1.12
toalla,towel,4.09,1.65,2.76,1.27,7.63,0.71,1.88,1.03,1.77,1.41,2.75,1.32,3.6,1.83,6.39,6.4,6.37,Tejidos (A kind of cloth),-1,-0.08
tomate,tomato,7.03,0.97,2.24,1.42,7.83,0.48,2.04,1.04,1.45,0.77,6.94,1.32,4.8,1.61,6.23,6.42,6.63,Verduras (A vegetable),-1.4,2.19
