word_french,translate_word_english,translate_word_german,pos,length,syllables,frequency_films,frequency_books,humans_yes,humans_no,humans_n,human_difficulty,nonhumans_yes,nonhumans_no,nonhumans_n,nonhuman_difficulty,category,concrete_mean,concrete_sd,concrete_n,concrete_difficulty,familiar_mean,familiar_sd,familiar_n,familiar_difficulty,intensity_mean,intensity_sd,intensity_n,intensity_difficulty,temporal_stability_mean,temporal_stability_sd,temporal_stability_n,temporal_stability_difficulty,valence_mean,valence_sd,valence_n,valence_difficulty,visibility_mean,visibility_sd,visibility_n,visibility_difficulty
écumeux,foamy,schaumbedeckt,ADJ,7,3,0,0.61,0,19,19,2,19,1,20,2,uniquely non-human,3.85,1.84,20,0,3.4,2.06,20,0,3.58,1.26,19,2,4.1,1.37,20,2,3.4,0.75,20,1,5.16,1.71,19,3
édenté,toothless,zahnlos,PPADJ,6,3,0.23,0.74,10,10,20,1,13,7,20,1,preferentially non-human,3.6,1.76,20,0,3.7,1.89,20,0,4.5,1.32,20,2,5.15,1.6,20,1,2.84,1.07,19,2,5.9,1.48,20,0
effacé,faded/erased/self-effacing,verblast/gelöscht/zurückhaltend,PPADJ,6,3,0.94,3.45,17,3,20,0,15,5,20,2,both,2.89,1.24,19,0,5.6,1.5,20,0,3.7,1.38,20,0,4.4,1.73,20,0,2.55,0.69,20,0,3.55,1.54,20,0
effaré,aghast,fassungslos,PPADJ,6,3,0.03,1.62,16,2,18,2,0,20,20,0,preferentially human,3.15,1.39,20,1,3.89,2.11,19,2,5.1,0.97,20,0,3.05,1.18,19,0,2.65,0.93,20,0,3.79,1.27,19,0
efféminé,effeminate,weibisch,PPADJ,8,4,0.49,0.2,20,0,20,0,9,11,20,1,preferentially human,3.85,1.79,20,0,4.75,1.97,20,0,4.55,1.43,20,0,5.2,1.11,20,0,3.2,0.95,20,0,5.55,1.5,20,0
efficace,effective/efficient,wirksam/effizient,ADJ,8,3,12.19,12.23,20,0,20,0,15,5,20,1,preferentially human,3.1,1.59,20,1,6.16,0.9,19,0,3.8,1.32,20,0,4.6,1.05,20,0,5.85,0.81,20,0,2.7,1.49,20,1
effiloché,frayed,ausgefranzt,PPADJ,9,4,missing,entry,2,18,20,0,19,1,20,0,preferentially non-human,4.6,1.64,20,0,3.63,2.22,19,1,3.05,1.13,19,1,4.58,1.43,19,0,2.58,0.9,19,1,5.15,1.66,20,1
effondré,prostrate,zusammengesackt,PPADJ,8,3,0.37,2.16,16,4,20,0,12,8,20,1,preferentially human,3.75,1.68,20,0,4.65,1.84,20,0,5.53,0.96,19,0,3.2,1.64,20,0,1.85,0.75,20,0,5.79,1.13,19,0
effréné,unrestrained,ungezügelt,ADJ,7,3,0.36,1.28,16,4,20,2,6,14,20,4,preferentially human,3.05,1.22,19,1,3.45,1.82,20,0,4.75,1.37,20,0,3.84,1.01,19,3,3.16,0.9,19,1,3.2,1.47,20,1
effronté,impudent,schamlos,ADJ,8,3,0.71,0.41,18,0,18,3,3,17,20,1,preferentially human,3.15,1.27,20,0,4.21,1.65,19,0,4.89,1.56,19,0,3.9,1.29,20,1,2.6,1.05,20,1,3.37,1.64,19,1
égalitaire,egalitarian,egalitär,ADJ,10,4,0.09,0.34,12,8,20,1,10,10,20,2,both,2.85,1.27,20,1,4.8,1.74,20,0,4.25,1.52,20,0,4.95,1.22,19,3,5.05,0.89,20,0,2.25,1.21,20,0
égaré,lost,verirrt,PPADJ,5,3,1.51,6.22,20,0,20,0,14,6,20,0,preferentially human,3.25,1.62,20,0,4.95,1.76,20,0,4,1.26,20,0,2.8,1.36,20,0,2.65,0.67,20,0,3.05,1.57,20,0
égocentrique,egocentric,egozentrisch,ADJ,12,4,1.21,0.34,20,0,20,0,1,19,20,1,uniquely human,3.25,1.65,20,1,4.95,1.99,20,0,5.55,1.19,20,0,5.55,0.83,20,0,1.9,0.72,20,0,3.35,1.87,20,0
égoiste,selfish,selbstsüchtig,ADJ,7,3,7.27,6.82,20,0,20,0,2,18,20,0,uniquely human,3,1.84,20,1,6,1.11,19,0,5.2,0.83,20,0,5.7,0.92,20,0,1.55,0.6,20,0,2.75,1.62,20,0
élastique,elastic,elastisch,ADJ,9,3,0.55,4.8,4,16,20,1,20,0,20,0,preferentially non-human,4.35,1.79,20,0,4.85,1.79,20,0,3.2,1.44,20,2,5,1.59,20,1,4.33,0.49,18,2,4.95,1.73,20,0
électrique,electric,elektrisch,ADJ,10,3,15.95,27.5,4,16,20,0,19,1,20,0,preferentially non-human,4.8,1.54,20,0,5.7,1.03,20,0,4.15,1.69,20,1,5.2,1.74,20,1,4.39,0.7,18,3,4.4,1.88,20,0
élégant,elegant,elegant,ADJ,7,3,4.74,11.35,20,0,20,0,14,6,20,0,preferentially human,4.1,1.89,20,1,5.89,1.33,19,0,3.95,1.36,20,0,4.4,0.99,20,1,6.05,0.52,19,0,5.55,1.23,20,0
élogieux,laudatory,lobend,ADJ,8,3,0.3,0.34,18,2,20,0,7,13,20,0,preferentially human,2.55,1.32,20,1,4.53,1.71,19,0,4.89,1.1,19,0,4.32,1.38,19,1,5.63,0.76,19,0,2.58,1.35,19,1
éloquent,eloquent,wortgewandt,ADJ,8,3,0.81,2.3,19,1,20,2,6,14,20,0,preferentially human,2.95,1.36,20,2,3.95,2.09,20,1,4.21,0.98,19,0,4.84,1.12,19,0,5.16,1.01,19,1,2.75,1.65,20,1
embarrassé,embarrassed,verlegen,PPADJ,10,4,1.46,5,20,0,20,0,0,20,20,0,uniquely human,3.7,1.81,20,0,5.5,1.57,20,0,4.42,0.9,19,0,2.45,0.69,20,0,2.79,0.54,19,0,4.3,1.59,20,0
embêté,bored/pestered,gelangweilt/verärgert,PPADJ,6,3,0.8,1.69,20,0,20,0,2,18,20,1,uniquely human,2.95,1.76,20,0,5.63,1.16,19,0,3.4,1.19,20,0,3.1,0.97,20,0,2.55,0.69,20,0,3.65,1.31,20,0
éméché,tipsy,beschwippst,PPADJ,6,3,0.16,0.68,17,3,20,0,4,16,20,1,preferentially human,4.35,1.66,20,0,4.75,1.55,20,0,4.2,1.58,20,0,2.95,1.18,19,0,3.11,0.66,19,1,5.55,1.23,20,1
émincé,sliced thinly,geschnetzelt,ADJ,6,3,0.11,0.2,3,17,20,1,17,3,20,0,preferentially non-human,4.1,1.83,20,0,3.9,1.52,20,0,3.05,1.08,19,2,5.05,1.08,19,2,4.17,0.62,18,2,5.1,1.77,20,0
émotif,emotional,emotional,ADJ,6,3,1.16,0.61,20,0,20,0,1,19,20,0,uniquely human,4.25,1.71,20,0,6.16,1.17,19,0,3.85,1.09,20,0,4.45,1.73,20,0,4.1,1.02,20,1,3.6,1.88,20,0
émoustillé,exhilarated,angeregt,PPADJ,10,4,missing,entry,20,0,20,1,3,16,19,1,preferentially human,3.65,1.69,20,1,3.95,1.88,20,0,4.55,1.1,20,0,3,1.03,20,0,4.79,0.85,19,0,3.55,1.47,20,2
empâté,grown bigger,aufgedunsen/fett,PPADJ,6,3,0.01,0.54,10,8,18,3,10,10,20,3,both,3.6,1.57,20,1,3.45,1.9,20,1,4.56,1.04,18,1,4.53,1.26,19,3,2.89,0.94,19,0,3.94,1.73,18,2
empilable,stackable,stapelbar,ADJ,9,3,0,0,0,20,20,0,20,0,20,0,uniquely non-human,3.35,1.69,20,1,4.05,1.79,20,0,2.75,1.02,20,3,4.75,1.97,20,3,4.21,0.71,19,2,4.95,2.01,20,0
empilé,piled up,geschichtet,PPADJ,6,3,missing,entry,0,20,20,0,18,2,20,0,uniquely non-human,3.7,1.98,20,0,4.5,2.04,20,0,3.25,1.21,20,2,3.75,1.59,20,1,4,0.49,18,4,5.58,1.43,19,0
emporté,to lose one's temper,aufbrausend,PPADJ,7,3,0.41,1.15,7,13,20,0,14,6,20,1,preferentially non-human,2.6,1.5,20,0,4.65,1.98,20,0,4.75,1.12,20,1,3.89,1.56,19,1,3.35,0.59,20,1,3.25,1.55,20,3
empoté,clumsy,tollpatschig,ADJ,6,3,0.48,0.27,19,1,20,0,4,16,20,1,preferentially human,3.21,1.36,19,1,3.6,1.6,20,0,4.65,1.31,20,1,4.6,1.27,20,0,2.25,0.72,20,0,4.22,1.63,18,1
empressé,eager,dienstbeflissen,ADJ,8,3,0.2,0.95,15,5,20,0,2,18,20,0,preferentially human,3.25,1.48,20,2,4.9,1.89,20,0,4.15,1.23,20,1,3,1.2,19,0,3.06,0.54,18,3,3.65,1.69,20,1
ému,touched,ergriffen,ADJ,3,2,2.32,6.89,20,0,20,0,0,20,20,0,uniquely human,4.4,1.82,20,0,6.21,1.27,19,0,4.4,1.43,20,0,2.7,1.49,20,0,4.25,1.41,20,0,4.5,1.5,20,0
enceinte,pregnant,schwanger,ADJ,8,2,46.41,11.08,18,2,20,0,1,19,20,0,uniquely human,4.3,1.75,20,0,5.6,1.9,20,0,4.05,1.73,20,0,3.85,1.39,20,0,5.5,1,20,0,5.68,1.06,19,0
enchanté,delighted,erfreut,PPADJ,8,3,35.28,4.26,19,1,20,0,6,14,20,3,preferentially human,3.4,1.47,20,0,5.55,1.61,20,0,4.1,1.33,20,0,3.1,1.17,20,0,5.65,0.67,20,0,4,1.3,20,1
énergique,energetic,energisch,ADJ,9,3,1.37,3.99,19,1,20,0,10,10,20,1,preferentially human,4.1,1.8,20,0,5.75,1.45,20,0,4.5,1.28,20,0,4.45,1.28,20,0,5.95,0.69,20,0,4.79,1.18,19,1
énervé,irritated,genervt,PPADJ,6,3,2.29,2.16,20,0,20,0,1,19,20,0,uniquely human,4.05,1.76,20,0,6,1.33,19,0,4.85,1.09,20,0,2.7,1.34,20,0,2,0.65,20,0,4.9,1.25,20,0
engagé,committed,engagiert,PPADJ,6,3,1.89,2.3,20,0,20,0,7,13,20,1,preferentially human,2.75,1.83,20,1,5.5,1.61,20,0,4.15,1.09,20,0,4.95,0.91,19,0,5.4,0.82,20,1,3,1.75,20,0
énigmatique,enigmatic,rätselhaft,ADJ,11,4,0.8,5.88,18,2,20,0,16,4,20,2,both,3.05,1.73,20,0,4.45,2.21,20,0,4.3,1.17,20,0,4.65,1.18,20,1,4.05,1.1,20,1,2.79,1.08,19,0
enjoué,jolly,fröhlich,ADJ,6,2,0.25,1.55,18,1,19,1,4,16,20,0,preferentially human,3.15,1.42,20,0,4.55,1.82,20,0,4.32,0.95,19,0,3.4,1.23,20,0,5.06,1.21,18,0,4.25,1.65,20,0
ennuyé,worried/bothered,besorgt/verärgert,PPADJ,6,3,0.35,2.43,20,0,20,0,0,20,20,0,uniquely human,3.1,1.62,20,0,5.95,1.51,19,0,4.26,0.56,19,0,2.7,1.08,20,0,2.6,0.5,20,0,3.8,1.47,20,0
ensanglanté,bloodstained,blutverschmiert,PPADJ,11,4,0.71,1.55,16,4,20,2,14,6,20,2,both,4.9,1.74,20,0,4.35,1.9,20,1,5.25,1.48,20,0,2.9,1.25,20,0,1.42,0.69,19,0,6,1.25,19,0
ensoleillé,sunny,sonnig,PPADJ,10,4,1.05,3.04,4,16,20,0,17,3,20,0,preferentially non-human,4.95,1.82,20,0,6,1.3,20,0,3.65,1.18,20,0,2.95,1.23,20,0,6.3,0.57,20,0,6.47,1.07,19,0
ensommeillé,sleepy,schläfrig,ADJ,11,4,0.1,0.95,18,2,20,1,2,18,20,1,uniquely human,4,1.69,20,0,3.9,2.25,20,0,3.35,1.53,20,1,2.55,1.32,20,0,3.05,0.83,20,0,4.65,1.6,20,1
entêté,stubborn,eigensinnig,PPADJ,6,3,0.24,0.27,18,1,19,1,1,19,20,0,uniquely human,2.9,1.59,20,1,4.8,1.82,20,1,4.79,0.85,19,0,4.84,1.64,19,0,2.79,0.42,19,0,2.95,1.67,20,1
enthousiasmé,enthusiastic,begeistert,PPADJ,12,4,missing,entry,20,0,20,0,1,19,20,0,uniquely human,3.9,1.68,20,1,5.15,1.57,20,0,4.55,1.05,20,0,3.15,1.31,20,0,5.89,0.66,19,0,3.75,1.37,20,0
enthousiaste,enthusiastic,enthusiastisch,ADJ,12,3,3.34,5.88,20,0,20,0,2,18,20,0,uniquely human,3.9,1.71,20,0,6.26,0.81,19,0,4.37,1.01,19,0,3.2,1.28,20,0,5.95,0.83,20,0,3.95,1.5,20,0
entreprenant,enterprising,unternehmenslustig,ADJ,12,4,0.24,1.49,20,0,20,0,3,17,20,0,preferentially human,3,1.38,20,1,5.55,1.28,20,0,3.79,1.47,19,0,5.2,0.95,20,0,5.3,1.08,20,0,3.5,1.47,20,0
envahissant,intrusive,aufdringlich,ADJ,11,4,0.33,0.88,20,0,20,0,16,4,20,3,preferentially human,2.89,1.24,19,0,5.35,1.53,20,0,5.05,1.15,20,0,4.25,1.37,20,0,2.1,0.85,20,0,4.3,1.78,20,0
enveloppant,enveloping/spellbinding,einschmeichelnd,ADJ,11,3,0.04,0.61,4,16,20,1,18,2,20,1,preferentially non-human,3.65,1.63,20,0,4.15,1.6,20,0,3.4,1.19,20,0,4.55,1.19,20,1,4.17,0.51,18,2,4.7,1.87,20,2
envieux,envious,neidisch,ADJ,7,2,0.64,1.22,20,0,20,0,3,17,20,0,preferentially human,3.1,1.37,20,0,5.05,1.57,20,0,4.7,1.26,20,0,3.7,1.49,20,0,2.95,1.15,20,0,2.85,1.35,20,0
envoûtant,bewitching,bezaubernd,ADJ,9,3,0.56,0.34,20,0,20,0,19,1,20,1,both,3.5,1.57,20,0,4.65,1.69,20,0,4.47,1.02,19,0,4.26,1.45,19,0,5.15,1.09,20,0,3.25,1.74,20,2
épaté,amazed,beeindruckt,PPADJ,5,3,0.02,1.76,20,0,20,0,4,16,20,0,preferentially human,2.95,1.39,19,0,5,1.62,20,0,4.74,0.73,19,0,2.47,1.02,19,1,4.75,1.29,20,1,3.9,1.17,20,0
éphémère,transient,vergänglich,ADJ,8,3,1.33,5.74,3,17,20,0,19,1,20,0,preferentially non-human,3.05,1.43,20,1,4.6,1.82,20,1,4.05,1.47,20,0,2.65,2.11,20,0,2.85,0.99,20,1,2.05,1.61,20,2
épicé,spicy,scharf gewürzt,PPADJ,5,3,0.81,0.14,1,19,20,0,19,1,20,1,uniquely non-human,5.4,1.57,20,0,5.6,1.35,20,0,4.6,1.31,20,0,4.84,1.54,19,0,4.11,0.99,19,1,3.6,2.14,20,0
épineux,thorny,dornig,ADJ,7,3,0.5,2.3,3,17,20,0,19,1,20,0,preferentially non-human,4.8,1.67,20,0,4.25,1.8,20,0,4.75,0.72,20,0,5.35,1.09,20,0,2.45,0.69,20,0,5.95,0.97,19,0
épris,in love,verliebt,PPADJ,5,2,0.08,0.68,17,2,19,5,4,16,20,0,preferentially human,3.45,1.57,20,0,4.22,1.86,18,0,4.35,1.14,20,0,3.65,1.17,17,2,4.25,1.21,20,1,3.5,1.58,18,2
épuisé,exhausted,entkräftet,PPADJ,6,3,2.29,7.84,20,0,20,1,3,17,20,0,preferentially human,4.3,1.89,20,0,6.05,1.1,20,1,4.95,0.91,19,0,3.15,1.18,20,0,2.15,0.59,20,0,4.6,1.27,20,0
équitable,fair,gerecht,ADJ,9,3,3.3,2.77,11,9,20,0,17,3,20,1,preferentially non-human,2.75,1.83,20,0,5.2,1.32,20,0,3.3,1.03,20,0,4.2,1.54,20,1,5.55,1,20,0,2.4,1.85,20,2
éreinté,worn,todmüde,PPADJ,7,3,0.05,0.41,15,3,18,2,6,14,20,2,preferentially human,3.3,1.26,20,2,3.95,1.96,19,0,5.1,0.91,20,1,3.13,0.81,16,1,2.72,0.89,18,2,3.89,1.37,18,3
esseulé,lonely,einsam,ADJ,7,3,0.43,0.14,13,5,18,3,7,13,20,5,preferentially human,2.79,1.32,19,3,3.12,2.12,17,3,4.26,1.41,19,3,3.22,1.06,18,2,2.61,0.98,18,1,3.53,1.61,19,2
estival,summerly,sommerlich,ADJ,7,3,0.35,0.47,3,17,20,1,19,1,20,0,preferentially non-human,4.25,1.59,20,1,3.9,2,20,1,3.65,1.73,20,1,4.1,1.41,20,2,5.55,1.1,20,0,4.79,1.99,19,0
estropié,crippled,verkrüppelt,PPADJ,8,3,0.89,0.47,17,3,20,0,14,6,20,2,preferentially human,3.45,1.47,20,1,3.3,2.15,20,2,4.5,1.19,20,2,5.32,1.63,19,0,2.3,0.8,20,0,5.5,1.41,16,1
étincelant,twinkling,funkelnd,ADJ,10,3,0.34,3.24,8,12,20,0,18,2,20,1,preferentially non-human,4.9,1.45,20,0,4.65,1.87,20,0,4.95,1.28,20,0,3.65,1.31,20,1,6.05,0.78,19,0,5.85,1.23,20,0
étonné,surprised,verblüfft,PPADJ,6,3,2.43,13.38,19,1,20,0,1,19,20,0,uniquely human,3.45,1.79,20,1,6.15,1.14,20,0,4.15,1.42,20,0,2.32,1.38,19,0,3.7,0.8,20,0,4.1,0.91,20,0
étourdi,dazed,benommen,ADJ,7,3,0.56,2.3,19,1,20,0,1,19,20,0,uniquely human,3,1.34,20,0,4.9,1.77,20,0,3.95,0.94,20,0,2.9,1.37,20,0,2.84,0.37,19,0,3.65,1.31,20,0
étrange,strange,seltsam,ADJ,7,2,70.99,83.65,20,0,20,0,19,1,20,1,both,3.9,1.74,20,0,5.85,1.09,20,0,4.2,1.2,20,0,4.75,1.37,20,0,3.32,0.75,19,0,4.35,2.06,20,3
étudié,considered,wohlüberlegt,PPADJ,6,3,0.1,0.68,5,15,20,1,19,1,20,1,preferentially non-human,2.89,1.13,18,1,5.95,1.39,20,0,3.4,1.19,20,1,4.85,1.35,20,0,4.9,0.79,20,0,2.8,1.91,20,1
évanoui,unconscious,ohnmächtig,PPADJ,7,3,0.34,2.77,14,6,20,0,1,19,20,0,preferentially human,3.2,1.7,20,0,4.45,2.14,20,0,4.4,1.31,20,1,2.3,1.13,20,0,2.45,0.83,20,0,5.55,1.54,20,0
évasé,flared,ausgestellt/abgestanden/verduftet,PPADJ,5,3,0,0.47,4,15,19,1,18,2,20,0,preferentially non-human,3.8,1.88,20,0,3.74,2.13,19,0,3.7,1.34,20,1,4.94,1.35,18,0,3.4,0.99,20,2,4.95,2.09,19,1
éveillé,awake,wach,PPADJ,7,3,1.39,5.41,20,0,20,0,3,17,20,1,preferentially human,4.05,2.04,20,0,5.89,1.15,19,0,3.4,1.47,20,0,3.75,1.55,20,0,5.47,0.96,19,0,5.1,1.41,20,0
éventé,stale,abgestanden,PPADJ,6,3,0.18,0.41,2,17,19,1,18,2,20,5,uniquely non-human,3.25,1.33,20,0,3.4,2.01,20,0,3.63,1.38,19,3,4.21,1.32,19,3,3.47,0.87,17,1,3.22,1.77,18,4
évidé,hollow,ausgehöhlt,PPADJ,5,3,0.02,0.34,1,18,19,1,18,2,20,1,uniquely non-human,3.21,1.75,19,0,3.2,2.17,20,0,4.12,1.36,17,4,4.28,1.6,18,2,3.06,1.09,17,3,4.56,1.92,18,4
exalté,exalted,überschwenglich,PPADJ,6,3,0.55,1.49,20,0,20,0,3,17,20,0,preferentially human,3.5,1.64,20,0,4.53,1.84,19,0,5.05,1.32,20,0,3.7,1.75,20,0,4.55,1.61,20,0,3.89,1.59,19,1
excentrique,eccentric,exszentrisch,ADJ,11,3,1.97,1.35,20,0,20,0,12,8,20,0,preferentially human,3.85,1.84,20,0,5.2,1.74,20,0,5.6,1.05,20,0,5.3,1.59,20,0,3.65,1.23,20,0,4.9,1.65,20,0
excité,excited,aufgedreht,PPADJ,6,3,3.58,3.11,20,0,20,0,4,16,20,0,preferentially human,4.35,1.73,20,0,5.8,1.36,20,0,5.15,0.93,20,0,2.65,0.99,20,0,4.85,1.18,20,0,4.8,1.36,20,0
exigeant,demanding,anspruchsvoll,ADJ,8,3,1.77,2.97,20,0,20,0,5,15,20,1,preferentially human,3.35,1.69,20,1,5.8,1.32,20,0,4.8,1.2,20,0,5.3,0.98,20,0,3.85,1.18,20,0,3.05,1.82,20,0
exotique,exotic,exotisch,ADJ,8,3,2.86,5,10,10,20,2,20,0,20,0,preferentially non-human,5.1,1.33,20,0,5.05,1.82,20,0,4.2,1.36,20,1,5.84,0.9,19,1,5.8,0.7,20,0,5.63,1.01,19,2
expansif,expansive,mitteilsam,ADJ,8,3,0.15,0.81,13,6,19,1,19,1,20,1,preferentially non-human,2.8,1.36,20,2,4.05,1.9,19,1,4.37,1.21,19,2,4.25,0.91,20,2,4.33,0.69,18,0,3.65,1.84,20,2
expéditif,expeditious,flink,ADJ,9,4,0.05,1.08,15,4,20,3,12,8,20,0,preferentially human,2.35,1.31,20,1,3.95,2.01,20,0,4.5,1.4,20,1,4.11,0.88,19,2,3.5,1,20,1,2.75,1.52,20,1
expérimenté,experienced,erfahren,ADJ/PPADJ,11,5,1.33,0.68,20,0,20,1,4,16,20,0,preferentially human,2.89,1.24,19,1,5.68,1.16,19,0,4,1.21,20,0,5.68,1.06,19,0,5.74,0.45,19,0,3.1,1.89,20,0
expirant,expired,ablaufend/erlöschend,ADJ,8,3,0,0.27,8,12,20,1,8,12,20,2,both,3,1.59,20,0,3.79,1.9,19,0,3.75,1.52,20,1,3.2,1.58,20,2,3.5,0.51,18,0,3.2,1.96,20,4
extasié,ecstatic,ekstatisch,PPADJ,7,3,0.01,0.95,18,1,19,2,2,18,20,2,preferentially human,3.95,1.7,20,2,4.9,1.8,20,0,5.84,0.96,19,0,2.7,1.03,20,0,5.05,1.18,19,1,4.35,1.42,20,1
extensible,extensible,dehnbar,ADJ,10,3,0.09,0.47,3,17,20,0,20,0,20,0,preferentially non-human,3.65,1.5,20,0,4.7,1.75,20,0,3.45,1.28,20,1,5,0.94,19,2,4.35,1.09,20,0,4.15,1.63,20,2
extravagant,extravagant,extravagant,ADJ,11,4,0.91,2.16,20,0,20,0,12,8,20,1,preferentially human,4.25,1.8,20,0,5.55,1.54,20,0,5.45,1.05,20,0,4.9,1.29,20,0,4.05,1.23,20,0,5.26,1.05,19,2
extraverti,extroverted,extrovertiert,ADJ,10,4,0.06,0,20,0,20,0,2,18,20,0,uniquely human,4.05,1.85,20,0,5.1,1.89,20,0,4.95,1.28,20,0,5.63,1.07,19,0,5.2,1.24,20,0,5.25,1.41,20,0
fâché,angry,verärgert,PPADJ,5,2,7.1,2.5,20,0,20,0,1,19,20,0,uniquely human,4.25,1.77,20,0,6.32,1,19,1,4.74,0.81,19,0,2.7,0.98,20,0,1.95,0.69,20,0,4.9,1.59,20,0
façonné,formed,bearbeitet/geformt,PPADJ,7,3,missing,entry,7,13,20,0,19,1,20,0,preferentially non-human,3.2,1.64,20,1,4,1.69,20,0,3.8,1.15,20,0,5.2,1.01,20,2,4.47,0.9,19,1,4.11,1.97,19,2
faible,weak,schwach,ADJ,6,1,31.03,40.95,20,0,20,0,13,7,20,1,preferentially human,3.7,1.45,20,0,5.75,1.52,20,1,4.15,1.23,20,0,4.1,1.33,20,0,1.95,0.6,20,0,3.25,1.59,20,1
fainéant,lazy,faul,ADJ,8,3,1.22,1.28,20,0,20,0,0,20,20,1,uniquely human,3.35,1.76,20,1,5.95,1.08,19,0,4.35,1.46,20,0,5.35,1.04,20,0,1.79,0.54,19,0,3.55,1.99,20,0
fanatique,fanatic,fanatisch,ADJ,9,3,0.78,1.62,19,1,20,0,2,18,20,2,uniquely human,3.45,1.7,20,0,4,2.05,20,0,6.21,0.63,19,0,4.95,1.58,19,0,2.7,1.17,20,0,3.35,1.84,20,1
fané,wilted,verwelkt,PPADJ,4,2,0.04,2.3,2,18,20,0,20,0,20,0,uniquely non-human,4.75,1.74,20,0,4.6,2.06,20,0,3.95,1.57,20,1,5.74,1.05,19,1,2.3,0.73,20,0,6,1.2,19,1
fanfaron,boastful,prahlerisch,ADJ,8,3,0.23,0.68,19,1,20,0,3,17,20,0,preferentially human,3.15,1.5,20,0,3.25,1.94,20,1,4,1.3,20,0,4.05,1.39,20,1,3.7,1.38,20,0,4,1.7,19,2
fantasque,capricious,launenhaft,ADJ,9,2,0.52,3.04,13,5,18,3,13,7,20,3,both,2.95,1.47,19,3,3.5,1.85,20,0,4.5,1,20,2,4.11,1.18,18,1,4.28,0.96,18,1,3.33,1.57,18,2
farfelu,wacky,verrückt,ADJ,7,3,0.93,0.61,18,1,19,0,15,5,20,1,preferentially human,3.1,1.33,20,1,4.7,1.78,20,0,4.5,1.1,20,1,4.5,1.15,20,0,3.55,1.1,20,0,3.55,1.64,20,0
farineux,floury,mehlig,ADJ,8,3,0,0.54,1,19,20,1,20,0,20,0,uniquely non-human,4.8,1.77,20,0,3.35,2.01,20,0,4,1.65,20,1,5.26,1.05,19,1,3.11,0.81,19,2,4.85,1.84,20,0
farouche,fierce,heftig,ADJ,8,2,1.9,11.62,19,1,20,1,3,17,20,3,preferentially human,3.2,1.44,20,1,4.16,2.06,19,1,4.4,0.99,20,1,3.79,1.62,19,0,3.25,0.79,20,0,3.21,1.72,19,0
fatigué,tired,müde,PPADJ,7,3,18.46,16.89,20,0,20,0,6,14,20,0,preferentially human,4.25,2.12,20,0,6.67,0.59,18,0,3.5,1.15,20,1,2.8,1.24,20,0,2.3,0.73,20,0,4.9,1.25,20,0
fautif,faulty/guilty,fehlerhaft/schuldig,ADJ,6,2,1.5,1.08,19,1,20,0,1,19,20,0,uniquely human,3.15,1.66,20,1,4.95,1.64,20,0,4.2,1.06,20,0,4.85,1.57,20,0,2.15,0.75,20,0,1.89,0.99,19,1
féminin,feminine,feminin,ADJ,7,3,7.51,11.28,20,0,20,0,17,3,20,0,preferentially human,4.65,1.93,20,0,6.42,0.9,19,0,3.2,1.54,20,1,6.15,0.93,20,0,4.8,1.01,20,0,5.85,0.81,20,0
féministe,feminist,feministisch,ADJ,9,3,0.79,1.62,19,1,20,0,4,16,20,0,preferentially human,3.1,1.68,20,1,5.1,1.45,20,0,4.85,1.35,20,0,5.53,0.77,19,0,3.35,0.88,20,0,3.2,1.94,20,0
fendu,split,geschlitzt,PPADJ,5,2,0.21,0.88,1,19,20,0,19,1,20,0,uniquely non-human,3.85,1.53,20,0,4.1,2,20,1,3.9,1.17,20,3,5.55,1.23,20,0,2.75,0.97,20,1,5.79,1.55,19,0
ferrugineux,ferruginous,eisenhaltig,ADJ,11,4,0,0.68,2,15,17,7,15,5,20,4,preferentially non-human,3.32,1.73,19,2,2.44,1.97,16,4,4.63,1.5,19,6,4.88,1.17,17,6,3.59,0.71,17,3,3.25,1.57,16,4
fervent,fervent,inbrünstig,ADJ,7,2,1.22,2.03,20,0,20,1,4,16,20,2,preferentially human,2.35,1.39,20,0,3.89,1.63,19,2,4.84,1.01,19,2,4.83,1.1,18,0,4.78,0.73,18,1,2.6,1.7,20,1
feuilleté,lamellate,blättrig,PPADJ,9,2,0.06,0.2,1,19,20,0,19,1,20,0,uniquely non-human,4.15,1.81,20,1,4.5,1.79,20,0,2.58,1.12,19,3,4.5,1.61,20,3,4.24,0.56,17,3,4.95,1.82,20,1
fiable,reliable,zuverlässig,ADJ,6,1,5.36,1.08,20,0,20,1,13,7,20,1,preferentially human,2.45,1.19,20,1,6.15,0.88,20,0,4.2,1.4,20,0,5.15,1.31,20,0,6.11,0.81,19,0,2.05,0.94,20,1
fibreux,fibrous,faserig,ADJ,7,2,0.16,0.2,0,20,20,0,20,0,20,0,uniquely non-human,4.4,1.6,20,0,3.5,2.01,20,0,3.7,1.69,20,2,5,1.41,20,2,3.61,0.61,18,2,5,1.81,20,0
fidèle,faithful,treu,ADJ,6,2,20.04,27.43,20,0,20,0,9,11,20,2,preferentially human,2.9,1.21,20,0,6.42,0.9,19,0,3.8,1.4,20,0,4.8,1.47,20,0,6.05,1.05,20,1,2.8,1.82,20,0
fier,proud,stolz,ADJ,4,1,46.07,31.42,20,0,20,0,6,14,20,0,preferentially human,3.15,1.76,20,0,5.95,1.39,19,0,4.47,1.07,19,0,4.4,1.31,20,1,5.3,1.08,20,0,4.3,1.87,20,1
