cues,con,type,n_previous,needs_norming
songbird,4.59,New,0,Yes
stain,4.59,New,0,Yes
tee,4.59,New,0,Yes
telegraph,4.59,New,0,Yes
turbine,4.59,New,0,Yes
windscreen,4.59,New,0,Yes
congressman,4.58,New,0,Yes
entrails,4.58,New,0,Yes
groin,4.58,New,0,Yes
helmeted,4.58,New,0,Yes
hookworm,4.58,New,0,Yes
hovercraft,4.58,New,0,Yes
hula,4.58,New,0,Yes
longshoreman,4.58,New,0,Yes
lungfish,4.58,New,0,Yes
meetinghouse,4.58,New,0,Yes
planet,4.58,New,0,Yes
plastics,4.58,New,0,Yes
slate,4.58,New,0,Yes
sprocket,4.58,New,0,Yes
stockyard,4.58,New,0,Yes
woodsman,4.58,New,0,Yes
abrasion,4.57,New,0,Yes
afterbirth,4.57,New,0,Yes
aviator,4.57,New,0,Yes
barometer,4.57,New,0,Yes
brunette,4.57,New,0,Yes
cavern,4.57,New,0,Yes
cerebellum,4.57,New,0,Yes
chophouse,4.57,New,0,Yes
cove,4.57,New,0,Yes
firebird,4.57,New,0,Yes
flannels,4.57,New,0,Yes
handstand,4.57,New,0,Yes
harbor,4.57,New,0,Yes
hyena,4.57,New,0,Yes
malt,4.57,New,0,Yes
mildew,4.57,New,0,Yes
monogram,4.57,New,0,Yes
palace,4.57,New,0,Yes
quart,4.57,New,0,Yes
seaport,4.57,New,0,Yes
shrapnel,4.57,New,0,Yes
silhouette,4.57,New,0,Yes
speedway,4.57,New,0,Yes
spur,4.57,New,0,Yes
sunburn,4.57,New,0,Yes
surf,4.57,New,0,Yes
tick,4.57,New,0,Yes
traveller,4.57,New,0,Yes
biophysicist,4.56,New,0,Yes
bolero,4.56,New,0,Yes
canon,4.56,New,0,Yes
chickenpox,4.56,New,0,Yes
choirboy,4.56,New,0,Yes
coil,4.56,New,0,Yes
crematory,4.56,New,0,Yes
freckle,4.56,New,0,Yes
frost,4.56,New,0,Yes
longhorn,4.56,New,0,Yes
lumberyard,4.56,New,0,Yes
manger,4.56,New,0,Yes
mountaintop,4.56,New,0,Yes
oilman,4.56,New,0,Yes
pile,4.56,New,0,Yes
rubble,4.56,New,0,Yes
site,4.56,New,0,Yes
stonemason,4.56,New,0,Yes
thorax,4.56,New,0,Yes
trumpeter,4.56,New,0,Yes
tumor,4.56,New,0,Yes
vent,4.56,New,0,Yes
auctioneer,4.55,New,0,Yes
billiard,4.55,New,0,Yes
blindfolded,4.55,New,0,Yes
boxing,4.55,New,0,Yes
campsite,4.55,New,0,Yes
cut,4.55,New,0,Yes
dockyard,4.55,New,0,Yes
footman,4.55,New,0,Yes
fuse,4.55,New,0,Yes
grid,4.55,New,0,Yes
housetops,4.55,New,0,Yes
infirmary,4.55,New,0,Yes
intestine,4.55,New,0,Yes
marsupial,4.55,New,0,Yes
pigtailed,4.55,New,0,Yes
planetarium,4.55,New,0,Yes
ram,4.55,New,0,Yes
spokeswoman,4.55,New,0,Yes
typhoon,4.55,New,0,Yes
vet,4.55,New,0,Yes
watermark,4.55,New,0,Yes
wave,4.55,New,0,Yes
allspice,4.54,New,0,Yes
antifreeze,4.54,New,0,Yes
battlefield,4.54,New,0,Yes
bayou,4.54,New,0,Yes
cinder,4.54,New,0,Yes
cloud,4.54,New,0,Yes
coastline,4.54,New,0,Yes
constable,4.54,New,0,Yes
corral,4.54,New,0,Yes
dike,4.54,New,0,Yes
fender,4.54,New,0,Yes
hedge,4.54,New,0,Yes
iris,4.54,New,0,Yes
logger,4.54,New,0,Yes
midshipman,4.54,New,0,Yes
mosque,4.54,New,0,Yes
newsroom,4.54,New,0,Yes
parade,4.54,New,0,Yes
pesticide,4.54,New,0,Yes
scorekeeper,4.54,New,0,Yes
seismograph,4.54,New,0,Yes
shadow,4.54,New,0,Yes
shoemaker,4.54,New,0,Yes
showroom,4.54,New,0,Yes
sphincter,4.54,New,0,Yes
spice,4.54,New,0,Yes
sunset,4.54,New,0,Yes
suspender,4.54,New,0,Yes
synagogue,4.54,New,0,Yes
tidewater,4.54,New,0,Yes
undercarriage,4.54,New,0,Yes
venus,4.54,New,0,Yes
veranda,4.54,New,0,Yes
weep,4.54,New,0,Yes
attic,4.53,New,0,Yes
bowel,4.53,New,0,Yes
calfskin,4.53,New,0,Yes
cobbler,4.53,New,0,Yes
crack,4.53,New,0,Yes
medication,4.53,New,0,Yes
spades,4.53,New,0,Yes
tornado,4.53,New,0,Yes
abacus,4.52,New,0,Yes
asbestos,4.52,New,0,Yes
barb,4.52,New,0,Yes
bark,4.52,New,0,Yes
blonde,4.52,New,0,Yes
brontosaurus,4.52,New,0,Yes
bullfight,4.52,New,0,Yes
carpetbag,4.52,New,0,Yes
crest,4.52,New,0,Yes
crowd,4.52,New,0,Yes
diarrhea,4.52,New,0,Yes
digit,4.52,New,0,Yes
dunk,4.52,New,0,Yes
explosion,4.52,New,0,Yes
fat,4.52,New,0,Yes
fishery,4.52,New,0,Yes
foyer,4.52,New,0,Yes
hairless,4.52,New,0,Yes
heart,4.52,New,0,Yes
hexagon,4.52,New,0,Yes
honk,4.52,New,0,Yes
horseshit,4.52,New,0,Yes
inkwell,4.52,New,0,Yes
jump,4.52,New,0,Yes
kissing,4.52,New,0,Yes
knitter,4.52,New,0,Yes
lick,4.52,New,0,Yes
mortuary,4.52,New,0,Yes
night,4.52,New,0,Yes
peddler,4.52,New,0,Yes
permafrost,4.52,New,0,Yes
pus,4.52,New,0,Yes
quilting,4.52,New,0,Yes
receipts,4.52,New,0,Yes
rust,4.52,New,0,Yes
saxophonist,4.52,New,0,Yes
sewage,4.52,New,0,Yes
sextuplet,4.52,New,0,Yes
silver,4.52,New,0,Yes
skylark,4.52,New,0,Yes
snapper,4.52,New,0,Yes
sturgeon,4.52,New,0,Yes
thundercloud,4.52,New,0,Yes
towline,4.52,New,0,Yes
triangle,4.52,New,0,Yes
waltz,4.52,New,0,Yes
whitehead,4.52,New,0,Yes
mist,4.51,New,0,Yes
backroom,4.5,New,0,Yes
bailiff,4.5,New,0,Yes
batman,4.5,New,0,Yes
cacti,4.5,New,0,Yes
chlorine,4.5,New,0,Yes
chrome,4.5,New,0,Yes
ditch,4.5,New,0,Yes
drape,4.5,New,0,Yes
fiber,4.5,New,0,Yes
flare,4.5,New,0,Yes
flares,4.5,New,0,Yes
hangar,4.5,New,0,Yes
hosiery,4.5,New,0,Yes
icehouse,4.5,New,0,Yes
infielder,4.5,New,0,Yes
lagoon,4.5,New,0,Yes
larynx,4.5,New,0,Yes
laser,4.5,New,0,Yes
line,4.5,New,0,Yes
loom,4.5,New,0,Yes
loot,4.5,New,0,Yes
lynx,4.5,New,0,Yes
mime,4.5,New,0,Yes
morphine,4.5,New,0,Yes
muscleman,4.5,New,0,Yes
naked,4.5,New,0,Yes
painted,4.5,New,0,Yes
plantation,4.5,New,0,Yes
primates,4.5,New,0,Yes
rattler,4.5,New,0,Yes
ringworm,4.5,New,0,Yes
sheriff,4.5,New,0,Yes
smile,4.5,New,0,Yes
smudge,4.5,New,0,Yes
snowdrop,4.5,New,0,Yes
spray,4.5,New,0,Yes
stateroom,4.5,New,0,Yes
steam,4.5,New,0,Yes
swine,4.5,New,0,Yes
tack,4.5,New,0,Yes
tip,4.5,New,0,Yes
topsail,4.5,New,0,Yes
trident,4.5,New,0,Yes
whitetail,4.5,New,0,Yes
woofer,4.5,New,0,Yes
abscess,4.48,New,0,Yes
artery,4.48,New,0,Yes
backdrop,4.48,New,0,Yes
bladder,4.48,New,0,Yes
bran,4.48,New,0,Yes
brig,4.48,New,0,Yes
brown,4.48,New,0,Yes
brushfire,4.48,New,0,Yes
bud,4.48,New,0,Yes
butterfat,4.48,New,0,Yes
cadaver,4.48,New,0,Yes
candlelight,4.48,New,0,Yes
casebook,4.48,New,0,Yes
chop,4.48,New,0,Yes
cloakroom,4.48,New,0,Yes
column,4.48,New,0,Yes
countryside,4.48,New,0,Yes
crying,4.48,New,0,Yes
cyclone,4.48,New,0,Yes
droppings,4.48,New,0,Yes
exam,4.48,New,0,Yes
goalie,4.48,New,0,Yes
grindstone,4.48,New,0,Yes
hairy,4.48,New,0,Yes
hopscotch,4.48,New,0,Yes
marrow,4.48,New,0,Yes
monsoon,4.48,New,0,Yes
mortar,4.48,New,0,Yes
newsreel,4.48,New,0,Yes
observatory,4.48,New,0,Yes
planking,4.48,New,0,Yes
plastering,4.48,New,0,Yes
platoon,4.48,New,0,Yes
potbelly,4.48,New,0,Yes
ridge,4.48,New,0,Yes
saline,4.48,New,0,Yes
salute,4.48,New,0,Yes
sarcophagus,4.48,New,0,Yes
satinwood,4.48,New,0,Yes
schnapps,4.48,New,0,Yes
sheath,4.48,New,0,Yes
shipment,4.48,New,0,Yes
sinkhole,4.48,New,0,Yes
sonogram,4.48,New,0,Yes
spaceship,4.48,New,0,Yes
spectrometer,4.48,New,0,Yes
sycamore,4.48,New,0,Yes
undergarment,4.48,New,0,Yes
vermin,4.48,New,0,Yes
vitamin,4.48,New,0,Yes
wigwam,4.48,New,0,Yes
alarm,4.47,New,0,Yes
bronze,4.47,New,0,Yes
crawling,4.47,New,0,Yes
farmyard,4.47,New,0,Yes
filmstrip,4.47,New,0,Yes
medics,4.47,New,0,Yes
nudge,4.47,New,0,Yes
prism,4.47,New,0,Yes
shingles,4.47,New,0,Yes
sorcerer,4.47,New,0,Yes
tendon,4.47,New,0,Yes
ad,4.46,New,0,Yes
backstroke,4.46,New,0,Yes
bedrock,4.46,New,0,Yes
bile,4.46,New,0,Yes
birth,4.46,New,0,Yes
carcass,4.46,New,0,Yes
cavalryman,4.46,New,0,Yes
clubfoot,4.46,New,0,Yes
cobalt,4.46,New,0,Yes
condor,4.46,New,0,Yes
coop,4.46,New,0,Yes
cosmonaut,4.46,New,0,Yes
dawn,4.46,New,0,Yes
dune,4.46,New,0,Yes
firebox,4.46,New,0,Yes
hatch,4.46,New,0,Yes
lectern,4.46,New,0,Yes
mansions,4.46,New,0,Yes
metalwork,4.46,New,0,Yes
nightingale,4.46,New,0,Yes
retina,4.46,New,0,Yes
sewer,4.46,New,0,Yes
shilling,4.46,New,0,Yes
song,4.46,New,0,Yes
starlet,4.46,New,0,Yes
stockade,4.46,New,0,Yes
tentacle,4.46,New,0,Yes
trail,4.46,New,0,Yes
turbojet,4.46,New,0,Yes
urinate,4.46,New,0,Yes
vasectomy,4.46,New,0,Yes
wet,4.46,New,0,Yes
whalebone,4.46,New,0,Yes
wreckage,4.46,New,0,Yes
yawn,4.46,New,0,Yes
airliner,4.45,New,0,Yes
archaeologist,4.45,New,0,Yes
bomber,4.45,New,0,Yes
bucketful,4.45,New,0,Yes
chiffon,4.45,New,0,Yes
coastguard,4.45,New,0,Yes
cottontail,4.45,New,0,Yes
crease,4.45,New,0,Yes
dean,4.45,New,0,Yes
droplet,4.45,New,0,Yes
gizzard,4.45,New,0,Yes
gypsy,4.45,New,0,Yes
ironwork,4.45,New,0,Yes
jowl,4.45,New,0,Yes
maze,4.45,New,0,Yes
paste,4.45,New,0,Yes
pentagon,4.45,New,0,Yes
queen,4.45,New,0,Yes
riot,4.45,New,0,Yes
seafront,4.45,New,0,Yes
siren,4.45,New,0,Yes
sixpence,4.45,New,0,Yes
sky,4.45,New,0,Yes
sunlight,4.45,New,0,Yes
vertebra,4.45,New,0,Yes
almanac,4.44,New,0,Yes
ammonia,4.44,New,0,Yes
anthrax,4.44,New,0,Yes
bite,4.44,New,0,Yes
bluebook,4.44,New,0,Yes
cell,4.44,New,0,Yes
circle,4.44,New,0,Yes
eat,4.44,New,0,Yes
fencer,4.44,New,0,Yes
flattop,4.44,New,0,Yes
follicle,4.44,New,0,Yes
gallery,4.44,New,0,Yes
insecticide,4.44,New,0,Yes
nape,4.44,New,0,Yes
obsidian,4.44,New,0,Yes
plaza,4.44,New,0,Yes
prince,4.44,New,0,Yes
punching,4.44,New,0,Yes
showgirl,4.44,New,0,Yes
sleep,4.44,New,0,Yes
sphere,4.44,New,0,Yes
sportsman,4.44,New,0,Yes
twister,4.44,New,0,Yes
underbrush,4.44,New,0,Yes
ventriloquist,4.44,New,0,Yes
washing,4.44,New,0,Yes
wormwood,4.44,New,0,Yes
zeppelin,4.44,New,0,Yes
bracket,4.43,New,0,Yes
brook,4.43,New,0,Yes
circus,4.43,New,0,Yes
citizen,4.43,New,0,Yes
clothing,4.43,New,0,Yes
cockfight,4.43,New,0,Yes
crematorium,4.43,New,0,Yes
crevice,4.43,New,0,Yes
engraver,4.43,New,0,Yes
excrement,4.43,New,0,Yes
firelight,4.43,New,0,Yes
floodgate,4.43,New,0,Yes
gang,4.43,New,0,Yes
gauntlet,4.43,New,0,Yes
hem,4.43,New,0,Yes
lioness,4.43,New,0,Yes
list,4.43,New,0,Yes
locked,4.43,New,0,Yes
lumberman,4.43,New,0,Yes
minefield,4.43,New,0,Yes
moneylender,4.43,New,0,Yes
moonlight,4.43,New,0,Yes
nosebleed,4.43,New,0,Yes
ocelot,4.43,New,0,Yes
octagon,4.43,New,0,Yes
oxcart,4.43,New,0,Yes
parkway,4.43,New,0,Yes
penicillin,4.43,New,0,Yes
pharaoh,4.43,New,0,Yes
pilgrim,4.43,New,0,Yes
pint,4.43,New,0,Yes
polo,4.43,New,0,Yes
quiz,4.43,New,0,Yes
signature,4.43,New,0,Yes
spoonful,4.43,New,0,Yes
sulfur,4.43,New,0,Yes
swim,4.43,New,0,Yes
tennis,4.43,New,0,Yes
typewriting,4.43,New,0,Yes
watchtower,4.43,New,0,Yes
waterfowl,4.43,New,0,Yes
waterwheel,4.43,New,0,Yes
welt,4.43,New,0,Yes
wizard,4.43,New,0,Yes
appendectomy,4.42,New,0,Yes
bellhop,4.42,New,0,Yes
blowpipe,4.42,New,0,Yes
cuckoo,4.42,New,0,Yes
freighter,4.42,New,0,Yes
glasshouse,4.42,New,0,Yes
goggle,4.42,New,0,Yes
headless,4.42,New,0,Yes
hermaphrodite,4.42,New,0,Yes
paratroops,4.42,New,0,Yes
seaman,4.42,New,0,Yes
skiing,4.42,New,0,Yes
solid,4.42,New,0,Yes
tang,4.42,New,0,Yes
albino,4.41,New,0,Yes
beaded,4.41,New,0,Yes
biographer,4.41,New,0,Yes
blond,4.41,New,0,Yes
blush,4.41,New,0,Yes
brunch,4.41,New,0,Yes
clasp,4.41,New,0,Yes
crossroad,4.41,New,0,Yes
curly,4.41,New,0,Yes
curve,4.41,New,0,Yes
distillery,4.41,New,0,Yes
dropkick,4.41,New,0,Yes
flagstaff,4.41,New,0,Yes
flutist,4.41,New,0,Yes
geologist,4.41,New,0,Yes
glycerin,4.41,New,0,Yes
gristle,4.41,New,0,Yes
horseback,4.41,New,0,Yes
hunter,4.41,New,0,Yes
kickoff,4.41,New,0,Yes
knit,4.41,New,0,Yes
lettering,4.41,New,0,Yes
lining,4.41,New,0,Yes
mesh,4.41,New,0,Yes
mole,4.41,New,0,Yes
mountaineer,4.41,New,0,Yes
nightcap,4.41,New,0,Yes
nights,4.41,New,0,Yes
paintwork,4.41,New,0,Yes
paneling,4.41,New,0,Yes
port,4.41,New,0,Yes
screenplay,4.41,New,0,Yes
shelve,4.41,New,0,Yes
soapy,4.41,New,0,Yes
splashing,4.41,New,0,Yes
sting,4.41,New,0,Yes
turquoise,4.41,New,0,Yes
typist,4.41,New,0,Yes
windstorm,4.41,New,0,Yes
alehouse,4.4,New,0,Yes
bleed,4.4,New,0,Yes
brownstone,4.4,New,0,Yes
chime,4.4,New,0,Yes
coral,4.4,New,0,Yes
gashes,4.4,New,0,Yes
librarian,4.4,New,0,Yes
magnifier,4.4,New,0,Yes
president,4.4,New,0,Yes
sewing,4.4,New,0,Yes
steed,4.4,New,0,Yes
tapping,4.4,New,0,Yes
tong,4.4,New,0,Yes
warlord,4.4,New,0,Yes
waterline,4.4,New,0,Yes
waterway,4.4,New,0,Yes
zinc,4.4,New,0,Yes
blink,4.39,New,0,Yes
boiling,4.39,New,0,Yes
chateau,4.39,New,0,Yes
cleric,4.39,New,0,Yes
downtown,4.39,New,0,Yes
dragon,4.39,New,0,Yes
earnings,4.39,New,0,Yes
gash,4.39,New,0,Yes
headstone,4.39,New,0,Yes
jackal,4.39,New,0,Yes
lithograph,4.39,New,0,Yes
masseur,4.39,New,0,Yes
molding,4.39,New,0,Yes
nighthawk,4.39,New,0,Yes
percolator,4.39,New,0,Yes
punch,4.39,New,0,Yes
quartet,4.39,New,0,Yes
scriptwriter,4.39,New,0,Yes
skipper,4.39,New,0,Yes
snore,4.39,New,0,Yes
sparks,4.39,New,0,Yes
stag,4.39,New,0,Yes
talker,4.39,New,0,Yes
beacon,4.38,New,0,Yes
blacksmith,4.38,New,0,Yes
cataract,4.38,New,0,Yes
centrifuge,4.38,New,0,Yes
curl,4.38,New,0,Yes
dew,4.38,New,0,Yes
doorkeeper,4.38,New,0,Yes
flooding,4.38,New,0,Yes
foothill,4.38,New,0,Yes
glycerol,4.38,New,0,Yes
goblin,4.38,New,0,Yes
harem,4.38,New,0,Yes
hearth,4.38,New,0,Yes
heron,4.38,New,0,Yes
jade,4.38,New,0,Yes
kneeling,4.38,New,0,Yes
lesion,4.38,New,0,Yes
lighting,4.38,New,0,Yes
looter,4.38,New,0,Yes
mariner,4.38,New,0,Yes
millimeter,4.38,New,0,Yes
oriole,4.38,New,0,Yes
pant,4.38,New,0,Yes
potion,4.38,New,0,Yes
